Index	Desc	BelleId	CloseLevel	CloseMaxValue	AddAttrValue
504	西夏公主	5	10	95	29
505	西夏公主	5	11	100	30
506	西夏公主	5	12	105	31
507	西夏公主	5	13	110	32
508	西夏公主	5	14	115	33
509	西夏公主	5	15	120	34
510	西夏公主	5	16	125	35
511	西夏公主	5	17	130	36
512	西夏公主	5	18	135	37
513	西夏公主	5	19	140	38
514	西夏公主	5	20	145	39
515	西夏公主	5	21	150	40
516	西夏公主	5	22	155	41
517	西夏公主	5	23	160	42
518	西夏公主	5	24	165	43
519	西夏公主	5	25	170	44
520	西夏公主	5	26	175	45
521	西夏公主	5	27	180	46
522	西夏公主	5	28	185	47
523	西夏公主	5	29	190	48
524	西夏公主	5	30	195	49
525	西夏公主	5	31	200	50
526	西夏公主	5	32	205	51
527	西夏公主	5	33	210	52
528	西夏公主	5	34	215	53
529	西夏公主	5	35	220	54
530	西夏公主	5	36	225	55
531	西夏公主	5	37	230	56
532	西夏公主	5	38	235	57
533	西夏公主	5	39	240	58
534	西夏公主	5	40	245	59
535	西夏公主	5	41	250	60
536	西夏公主	5	42	255	61
537	西夏公主	5	43	260	62
538	西夏公主	5	44	265	63
539	西夏公主	5	45	270	64
540	西夏公主	5	46	275	65
541	西夏公主	5	47	280	66
542	西夏公主	5	48	285	67
543	西夏公主	5	49	290	68
544	西夏公主	5	50	295	69
545	西夏公主	5	51	300	70
546	西夏公主	5	52	305	71
547	西夏公主	5	53	310	72
548	西夏公主	5	54	315	73
549	西夏公主	5	55	320	74
550	西夏公主	5	56	325	75
551	西夏公主	5	57	330	76
552	西夏公主	5	58	335	77
553	西夏公主	5	59	340	78
554	西夏公主	5	60	345	79
555	西夏公主	5	61	350	80
556	西夏公主	5	62	355	81
557	西夏公主	5	63	360	82
558	西夏公主	5	64	365	83
559	西夏公主	5	65	370	84
560	西夏公主	5	66	375	85
561	西夏公主	5	67	380	86
562	西夏公主	5	68	385	87
563	西夏公主	5	69	390	88
564	西夏公主	5	70	395	89
565	西夏公主	5	71	400	90
566	西夏公主	5	72	405	91
567	西夏公主	5	73	410	92
568	西夏公主	5	74	415	93
569	西夏公主	5	75	420	94
570	西夏公主	5	76	425	95
571	西夏公主	5	77	430	96
572	西夏公主	5	78	435	97
573	西夏公主	5	79	440	98
574	西夏公主	5	80	445	99
575	西夏公主	5	81	450	100
576	西夏公主	5	82	455	101
577	西夏公主	5	83	460	102
578	西夏公主	5	84	465	103
579	西夏公主	5	85	470	104
580	西夏公主	5	86	475	105
581	西夏公主	5	87	480	106
582	西夏公主	5	88	485	107
583	西夏公主	5	89	490	108
584	西夏公主	5	90	495	109
585	西夏公主	5	91	500	110
586	西夏公主	5	92	505	111
587	西夏公主	5	93	510	112
588	西夏公主	5	94	515	113
589	西夏公主	5	95	520	114
590	西夏公主	5	96	525	115
591	西夏公主	5	97	530	116
592	西夏公主	5	98	535	117
593	西夏公主	5	99	540	118
594	阿碧	6	1	50	20
595	阿碧	6	2	55	21
596	阿碧	6	3	60	22
597	阿碧	6	4	65	23
598	阿碧	6	5	70	24
599	阿碧	6	6	75	25
600	阿碧	6	7	80	26
601	阿碧	6	8	85	27
602	阿碧	6	9	90	28
603	阿碧	6	10	95	29
604	阿碧	6	11	100	30
605	阿碧	6	12	105	31
606	阿碧	6	13	110	32
607	阿碧	6	14	115	33
608	阿碧	6	15	120	34
609	阿碧	6	16	125	35
610	阿碧	6	17	130	36
611	阿碧	6	18	135	37
612	阿碧	6	19	140	38
613	阿碧	6	20	145	39
614	阿碧	6	21	150	40
615	阿碧	6	22	155	41
616	阿碧	6	23	160	42
617	阿碧	6	24	165	43
618	阿碧	6	25	170	44
619	阿碧	6	26	175	45
620	阿碧	6	27	180	46
621	阿碧	6	28	185	47
622	阿碧	6	29	190	48
623	阿碧	6	30	195	49
624	阿碧	6	31	200	50
625	阿碧	6	32	205	51
626	阿碧	6	33	210	52
627	阿碧	6	34	215	53
628	阿碧	6	35	220	54
629	阿碧	6	36	225	55
630	阿碧	6	37	230	56
631	阿碧	6	38	235	57
632	阿碧	6	39	240	58
633	阿碧	6	40	245	59
634	阿碧	6	41	250	60
635	阿碧	6	42	255	61
636	阿碧	6	43	260	62
637	阿碧	6	44	265	63
638	阿碧	6	45	270	64
639	阿碧	6	46	275	65
640	阿碧	6	47	280	66
641	阿碧	6	48	285	67
642	阿碧	6	49	290	68
643	阿碧	6	50	295	69
644	阿碧	6	51	300	70
645	阿碧	6	52	305	71
646	阿碧	6	53	310	72
647	阿碧	6	54	315	73
648	阿碧	6	55	320	74
649	阿碧	6	56	325	75
650	阿碧	6	57	330	76
651	阿碧	6	58	335	77
652	阿碧	6	59	340	78
653	阿碧	6	60	345	79
654	阿碧	6	61	350	80
655	阿碧	6	62	355	81
656	阿碧	6	63	360	82
657	阿碧	6	64	365	83
658	阿碧	6	65	370	84
659	阿碧	6	66	375	85
660	阿碧	6	67	380	86
661	阿碧	6	68	385	87
662	阿碧	6	69	390	88
663	阿碧	6	70	395	89
664	阿碧	6	71	400	90
665	阿碧	6	72	405	91
666	阿碧	6	73	410	92
667	阿碧	6	74	415	93
668	阿碧	6	75	420	94
669	阿碧	6	76	425	95
670	阿碧	6	77	430	96
671	阿碧	6	78	435	97
672	阿碧	6	79	440	98
673	阿碧	6	80	445	99
674	阿碧	6	81	450	100
675	阿碧	6	82	455	101
676	阿碧	6	83	460	102
677	阿碧	6	84	465	103
678	阿碧	6	85	470	104
679	阿碧	6	86	475	105
680	阿碧	6	87	480	106
681	阿碧	6	88	485	107
682	阿碧	6	89	490	108
683	阿碧	6	90	495	109
684	阿碧	6	91	500	110
685	阿碧	6	92	505	111
686	阿碧	6	93	510	112
687	阿碧	6	94	515	113
688	阿碧	6	95	520	114
689	阿碧	6	96	525	115
690	阿碧	6	97	530	116
691	阿碧	6	98	535	117
692	阿碧	6	99	540	118
693	李秋水	7	1	50	20
694	李秋水	7	2	55	21
695	李秋水	7	3	60	22
696	李秋水	7	4	65	23
697	李秋水	7	5	70	24
698	李秋水	7	6	75	25
699	李秋水	7	7	80	26
700	李秋水	7	8	85	27
701	李秋水	7	9	90	28
702	李秋水	7	10	95	29
703	李秋水	7	11	100	30
704	李秋水	7	12	105	31
705	李秋水	7	13	110	32
706	李秋水	7	14	115	33
707	李秋水	7	15	120	34
708	李秋水	7	16	125	35
709	李秋水	7	17	130	36
710	李秋水	7	18	135	37
711	李秋水	7	19	140	38
712	李秋水	7	20	145	39
713	李秋水	7	21	150	40
714	李秋水	7	22	155	41
715	李秋水	7	23	160	42
716	李秋水	7	24	165	43
717	李秋水	7	25	170	44
718	李秋水	7	26	175	45
719	李秋水	7	27	180	46
720	李秋水	7	28	185	47
721	李秋水	7	29	190	48
722	李秋水	7	30	195	49
723	李秋水	7	31	200	50
724	李秋水	7	32	205	51
725	李秋水	7	33	210	52
726	李秋水	7	34	215	53
727	李秋水	7	35	220	54
728	李秋水	7	36	225	55
729	李秋水	7	37	230	56
730	李秋水	7	38	235	57
731	李秋水	7	39	240	58
732	李秋水	7	40	245	59
733	李秋水	7	41	250	60
734	李秋水	7	42	255	61
735	李秋水	7	43	260	62
736	李秋水	7	44	265	63
737	李秋水	7	45	270	64
738	李秋水	7	46	275	65
739	李秋水	7	47	280	66
740	李秋水	7	48	285	67
741	李秋水	7	49	290	68
742	李秋水	7	50	295	69
743	李秋水	7	51	300	70
744	李秋水	7	52	305	71
745	李秋水	7	53	310	72
746	李秋水	7	54	315	73
747	李秋水	7	55	320	74
748	李秋水	7	56	325	75
749	李秋水	7	57	330	76
750	李秋水	7	58	335	77
751	李秋水	7	59	340	78
752	李秋水	7	60	345	79
753	李秋水	7	61	350	80
754	李秋水	7	62	355	81
755	李秋水	7	63	360	82
756	李秋水	7	64	365	83
757	李秋水	7	65	370	84
758	李秋水	7	66	375	85
759	李秋水	7	67	380	86
760	李秋水	7	68	385	87
761	李秋水	7	69	390	88
762	李秋水	7	70	395	89
763	李秋水	7	71	400	90
764	李秋水	7	72	405	91
765	李秋水	7	73	410	92
766	李秋水	7	74	415	93
767	李秋水	7	75	420	94
768	李秋水	7	76	425	95
769	李秋水	7	77	430	96
770	李秋水	7	78	435	97
771	李秋水	7	79	440	98
772	李秋水	7	80	445	99
773	李秋水	7	81	450	100
774	李秋水	7	82	455	101
775	李秋水	7	83	460	102
776	李秋水	7	84	465	103
777	李秋水	7	85	470	104
778	李秋水	7	86	475	105
779	李秋水	7	87	480	106
780	李秋水	7	88	485	107
781	李秋水	7	89	490	108
782	李秋水	7	90	495	109
783	李秋水	7	91	500	110
784	李秋水	7	92	505	111
785	李秋水	7	93	510	112
786	李秋水	7	94	515	113
787	李秋水	7	95	520	114
788	李秋水	7	96	525	115
789	李秋水	7	97	530	116
790	李秋水	7	98	535	117
791	李秋水	7	99	540	118
792	天山童姥	8	1	50	20
793	天山童姥	8	2	55	21
794	天山童姥	8	3	60	22
795	天山童姥	8	4	65	23
796	天山童姥	8	5	70	24
797	天山童姥	8	6	75	25
798	天山童姥	8	7	80	26
799	天山童姥	8	8	85	27
800	天山童姥	8	9	90	28
801	天山童姥	8	10	95	29
802	天山童姥	8	11	100	30
803	天山童姥	8	12	105	31
804	天山童姥	8	13	110	32
805	天山童姥	8	14	115	33
806	天山童姥	8	15	120	34
807	天山童姥	8	16	125	35
808	天山童姥	8	17	130	36
809	天山童姥	8	18	135	37
810	天山童姥	8	19	140	38
811	天山童姥	8	20	145	39
812	天山童姥	8	21	150	40
813	天山童姥	8	22	155	41
814	天山童姥	8	23	160	42
815	天山童姥	8	24	165	43
816	天山童姥	8	25	170	44
817	天山童姥	8	26	175	45
818	天山童姥	8	27	180	46
819	天山童姥	8	28	185	47
820	天山童姥	8	29	190	48
821	天山童姥	8	30	195	49
822	天山童姥	8	31	200	50
823	天山童姥	8	32	205	51
824	天山童姥	8	33	210	52
825	天山童姥	8	34	215	53
826	天山童姥	8	35	220	54
827	天山童姥	8	36	225	55
828	天山童姥	8	37	230	56
829	天山童姥	8	38	235	57
830	天山童姥	8	39	240	58
831	天山童姥	8	40	245	59
832	天山童姥	8	41	250	60
833	天山童姥	8	42	255	61
834	天山童姥	8	43	260	62
835	天山童姥	8	44	265	63
836	天山童姥	8	45	270	64
837	天山童姥	8	46	275	65
838	天山童姥	8	47	280	66
839	天山童姥	8	48	285	67
840	天山童姥	8	49	290	68
841	天山童姥	8	50	295	69
842	天山童姥	8	51	300	70
843	天山童姥	8	52	305	71
844	天山童姥	8	53	310	72
845	天山童姥	8	54	315	73
846	天山童姥	8	55	320	74
847	天山童姥	8	56	325	75
848	天山童姥	8	57	330	76
849	天山童姥	8	58	335	77
850	天山童姥	8	59	340	78
851	天山童姥	8	60	345	79
852	天山童姥	8	61	350	80
853	天山童姥	8	62	355	81
854	天山童姥	8	63	360	82
855	天山童姥	8	64	365	83
856	天山童姥	8	65	370	84
857	天山童姥	8	66	375	85
858	天山童姥	8	67	380	86
859	天山童姥	8	68	385	87
860	天山童姥	8	69	390	88
861	天山童姥	8	70	395	89
862	天山童姥	8	71	400	90
863	天山童姥	8	72	405	91
864	天山童姥	8	73	410	92
865	天山童姥	8	74	415	93
866	天山童姥	8	75	420	94
867	天山童姥	8	76	425	95
868	天山童姥	8	77	430	96
869	天山童姥	8	78	435	97
870	天山童姥	8	79	440	98
871	天山童姥	8	80	445	99
872	天山童姥	8	81	450	100
873	天山童姥	8	82	455	101
874	天山童姥	8	83	460	102
875	天山童姥	8	84	465	103
876	天山童姥	8	85	470	104
877	天山童姥	8	86	475	105
878	天山童姥	8	87	480	106
879	天山童姥	8	88	485	107
880	天山童姥	8	89	490	108
881	天山童姥	8	90	495	109
882	天山童姥	8	91	500	110
883	天山童姥	8	92	505	111
884	天山童姥	8	93	510	112
885	天山童姥	8	94	515	113
886	天山童姥	8	95	520	114
887	天山童姥	8	96	525	115
888	天山童姥	8	97	530	116
889	天山童姥	8	98	535	117
890	天山童姥	8	99	540	118
891	刀白凤	9	1	50	20
892	刀白凤	9	2	55	21
893	刀白凤	9	3	60	22
894	刀白凤	9	4	65	23
895	刀白凤	9	5	70	24
896	刀白凤	9	6	75	25
897	刀白凤	9	7	80	26
898	刀白凤	9	8	85	27
899	刀白凤	9	9	90	28
900	刀白凤	9	10	95	29
901	刀白凤	9	11	100	30
