Id	Desc	Profession	Level	NeedSkillId	NextSkillId	PreSkillId	SkillLevel	NeedConsume	NeedCoin	NeedItemId	NeedItemCount
105076	十字斩1段76级	1	76	105076	105077	105075	76	0	156900	-1	0
105077	十字斩1段77级	1	77	105077	105078	105076	77	0	163000	-1	0
105078	十字斩1段78级	1	78	105078	105079	105077	78	0	169200	-1	0
105079	十字斩1段79级	1	79	105079	105080	105078	79	0	175600	-1	0
105080	十字斩1段80级	1	80	105080	105081	105079	80	0	182100	-1	0
105081	十字斩1段81级	1	81	105081	105082	105080	81	0	188800	-1	0
105082	十字斩1段82级	1	82	105082	105083	105081	82	0	195700	-1	0
105083	十字斩1段83级	1	83	105083	105084	105082	83	0	202700	-1	0
105084	十字斩1段84级	1	84	105084	105085	105083	84	0	210000	-1	0
105085	十字斩1段85级	1	85	105085	105086	105084	85	0	217300	-1	0
105086	十字斩1段86级	1	86	105086	105087	105085	86	0	224900	-1	0
105087	十字斩1段87级	1	87	105087	105088	105086	87	0	232600	-1	0
105088	十字斩1段88级	1	88	105088	105089	105087	88	0	240500	-1	0
105089	十字斩1段89级	1	89	105089	105090	105088	89	0	248600	-1	0
105090	十字斩1段90级	1	90	105090	105091	105089	90	0	256900	-1	0
105091	十字斩1段91级	1	91	105091	105092	105090	91	0	265300	-1	0
105092	十字斩1段92级	1	92	105092	105093	105091	92	0	274000	-1	0
105093	十字斩1段93级	1	93	105093	105094	105092	93	0	282800	-1	0
105094	十字斩1段94级	1	94	105094	105095	105093	94	0	291800	-1	0
105095	十字斩1段95级	1	95	105095	105096	105094	95	0	301000	-1	0
105096	十字斩1段96级	1	96	105096	105097	105095	96	0	310400	-1	0
105097	十字斩1段97级	1	97	105097	105098	105096	97	0	320000	-1	0
105098	十字斩1段98级	1	98	105098	105099	105097	98	0	329800	-1	0
105099	十字斩1段99级	1	99	105099	105100	105098	99	0	339800	-1	0
105100	十字斩1段100级	1	100	105100	-1	105099	100	0	350000	-1	0
106001	十字斩2段1级	1	7	106001	106002	-1	1	0	0	-1	0
106002	十字斩2段2级	1	7	106002	106003	106001	2	0	0	-1	0
106003	十字斩2段3级	1	7	106003	106004	106002	3	0	0	-1	0
106004	十字斩2段4级	1	7	106004	106005	106003	4	0	0	-1	0
106005	十字斩2段5级	1	7	106005	106006	106004	5	0	0	-1	0
106006	十字斩2段6级	1	7	106006	106007	106005	6	0	0	-1	0
106007	十字斩2段7级	1	7	106007	106008	106006	7	0	0	-1	0
106008	十字斩2段8级	1	8	106008	106009	106007	8	0	0	-1	0
106009	十字斩2段9级	1	9	106009	106010	106008	9	0	0	-1	0
106010	十字斩2段10级	1	10	106010	106011	106009	10	0	0	-1	0
106011	十字斩2段11级	1	11	106011	106012	106010	11	0	0	-1	0
106012	十字斩2段12级	1	12	106012	106013	106011	12	0	0	-1	0
106013	十字斩2段13级	1	13	106013	106014	106012	13	0	0	-1	0
106014	十字斩2段14级	1	14	106014	106015	106013	14	0	0	-1	0
106015	十字斩2段15级	1	15	106015	106016	106014	15	0	0	-1	0
106016	十字斩2段16级	1	16	106016	106017	106015	16	0	0	-1	0
106017	十字斩2段17级	1	17	106017	106018	106016	17	0	0	-1	0
106018	十字斩2段18级	1	18	106018	106019	106017	18	0	0	-1	0
106019	十字斩2段19级	1	19	106019	106020	106018	19	0	0	-1	0
106020	十字斩2段20级	1	20	106020	106021	106019	20	0	0	-1	0
106021	十字斩2段21级	1	21	106021	106022	106020	21	0	0	-1	0
106022	十字斩2段22级	1	22	106022	106023	106021	22	0	0	-1	0
106023	十字斩2段23级	1	23	106023	106024	106022	23	0	0	-1	0
106024	十字斩2段24级	1	24	106024	106025	106023	24	0	0	-1	0
106025	十字斩2段25级	1	25	106025	106026	106024	25	0	0	-1	0
106026	十字斩2段26级	1	26	106026	106027	106025	26	0	0	-1	0
106027	十字斩2段27级	1	27	106027	106028	106026	27	0	0	-1	0
106028	十字斩2段28级	1	28	106028	106029	106027	28	0	0	-1	0
106029	十字斩2段29级	1	29	106029	106030	106028	29	0	0	-1	0
106030	十字斩2段30级	1	30	106030	106031	106029	30	0	0	-1	0
106031	十字斩2段31级	1	31	106031	106032	106030	31	0	0	-1	0
106032	十字斩2段32级	1	32	106032	106033	106031	32	0	0	-1	0
106033	十字斩2段33级	1	33	106033	106034	106032	33	0	0	-1	0
106034	十字斩2段34级	1	34	106034	106035	106033	34	0	0	-1	0
106035	十字斩2段35级	1	35	106035	106036	106034	35	0	0	-1	0
106036	十字斩2段36级	1	36	106036	106037	106035	36	0	0	-1	0
106037	十字斩2段37级	1	37	106037	106038	106036	37	0	0	-1	0
106038	十字斩2段38级	1	38	106038	106039	106037	38	0	0	-1	0
106039	十字斩2段39级	1	39	106039	106040	106038	39	0	0	-1	0
106040	十字斩2段40级	1	40	106040	106041	106039	40	0	0	-1	0
106041	十字斩2段41级	1	41	106041	106042	106040	41	0	0	-1	0
106042	十字斩2段42级	1	42	106042	106043	106041	42	0	0	-1	0
106043	十字斩2段43级	1	43	106043	106044	106042	43	0	0	-1	0
106044	十字斩2段44级	1	44	106044	106045	106043	44	0	0	-1	0
106045	十字斩2段45级	1	45	106045	106046	106044	45	0	0	-1	0
106046	十字斩2段46级	1	46	106046	106047	106045	46	0	0	-1	0
106047	十字斩2段47级	1	47	106047	106048	106046	47	0	0	-1	0
106048	十字斩2段48级	1	48	106048	106049	106047	48	0	0	-1	0
106049	十字斩2段49级	1	49	106049	106050	106048	49	0	0	-1	0
106050	十字斩2段50级	1	50	106050	106051	106049	50	0	0	-1	0
106051	十字斩2段51级	1	51	106051	106052	106050	51	0	0	-1	0
106052	十字斩2段52级	1	52	106052	106053	106051	52	0	0	-1	0
106053	十字斩2段53级	1	53	106053	106054	106052	53	0	0	-1	0
106054	十字斩2段54级	1	54	106054	106055	106053	54	0	0	-1	0
106055	十字斩2段55级	1	55	106055	106056	106054	55	0	0	-1	0
106056	十字斩2段56级	1	56	106056	106057	106055	56	0	0	-1	0
106057	十字斩2段57级	1	57	106057	106058	106056	57	0	0	-1	0
106058	十字斩2段58级	1	58	106058	106059	106057	58	0	0	-1	0
106059	十字斩2段59级	1	59	106059	106060	106058	59	0	0	-1	0
106060	十字斩2段60级	1	60	106060	106061	106059	60	0	0	-1	0
106061	十字斩2段61级	1	61	106061	106062	106060	61	0	0	-1	0
106062	十字斩2段62级	1	62	106062	106063	106061	62	0	0	-1	0
106063	十字斩2段63级	1	63	106063	106064	106062	63	0	0	-1	0
106064	十字斩2段64级	1	64	106064	106065	106063	64	0	0	-1	0
106065	十字斩2段65级	1	65	106065	106066	106064	65	0	0	-1	0
106066	十字斩2段66级	1	66	106066	106067	106065	66	0	0	-1	0
106067	十字斩2段67级	1	67	106067	106068	106066	67	0	0	-1	0
106068	十字斩2段68级	1	68	106068	106069	106067	68	0	0	-1	0
106069	十字斩2段69级	1	69	106069	106070	106068	69	0	0	-1	0
106070	十字斩2段70级	1	70	106070	106071	106069	70	0	0	-1	0
106071	十字斩2段71级	1	71	106071	106072	106070	71	0	0	-1	0
106072	十字斩2段72级	1	72	106072	106073	106071	72	0	0	-1	0
106073	十字斩2段73级	1	73	106073	106074	106072	73	0	0	-1	0
106074	十字斩2段74级	1	74	106074	106075	106073	74	0	0	-1	0
106075	十字斩2段75级	1	75	106075	106076	106074	75	0	0	-1	0
106076	十字斩2段76级	1	76	106076	106077	106075	76	0	0	-1	0
106077	十字斩2段77级	1	77	106077	106078	106076	77	0	0	-1	0
106078	十字斩2段78级	1	78	106078	106079	106077	78	0	0	-1	0
106079	十字斩2段79级	1	79	106079	106080	106078	79	0	0	-1	0
106080	十字斩2段80级	1	80	106080	106081	106079	80	0	0	-1	0
106081	十字斩2段81级	1	81	106081	106082	106080	81	0	0	-1	0
106082	十字斩2段82级	1	82	106082	106083	106081	82	0	0	-1	0
106083	十字斩2段83级	1	83	106083	106084	106082	83	0	0	-1	0
106084	十字斩2段84级	1	84	106084	106085	106083	84	0	0	-1	0
106085	十字斩2段85级	1	85	106085	106086	106084	85	0	0	-1	0
106086	十字斩2段86级	1	86	106086	106087	106085	86	0	0	-1	0
106087	十字斩2段87级	1	87	106087	106088	106086	87	0	0	-1	0
106088	十字斩2段88级	1	88	106088	106089	106087	88	0	0	-1	0
106089	十字斩2段89级	1	89	106089	106090	106088	89	0	0	-1	0
106090	十字斩2段90级	1	90	106090	106091	106089	90	0	0	-1	0
106091	十字斩2段91级	1	91	106091	106092	106090	91	0	0	-1	0
106092	十字斩2段92级	1	92	106092	106093	106091	92	0	0	-1	0
106093	十字斩2段93级	1	93	106093	106094	106092	93	0	0	-1	0
106094	十字斩2段94级	1	94	106094	106095	106093	94	0	0	-1	0
106095	十字斩2段95级	1	95	106095	106096	106094	95	0	0	-1	0
106096	十字斩2段96级	1	96	106096	106097	106095	96	0	0	-1	0
106097	十字斩2段97级	1	97	106097	106098	106096	97	0	0	-1	0
106098	十字斩2段98级	1	98	106098	106099	106097	98	0	0	-1	0
106099	十字斩2段99级	1	99	106099	106100	106098	99	0	0	-1	0
106100	十字斩2段100级	1	100	106100	-1	106099	100	0	0	-1	0
107001	死亡风暴1级	1	15	107001	107002	-1	1	0	100	-1	0
107002	死亡风暴2级	1	15	107002	107003	107001	2	0	200	-1	0
107003	死亡风暴3级	1	15	107003	107004	107002	3	0	300	-1	0
107004	死亡风暴4级	1	15	107004	107005	107003	4	0	400	-1	0
107005	死亡风暴5级	1	15	107005	107006	107004	5	0	500	-1	0
107006	死亡风暴6级	1	15	107006	107007	107005	6	0	650	-1	0
107007	死亡风暴7级	1	15	107007	107008	107006	7	0	800	-1	0
107008	死亡风暴8级	1	15	107008	107009	107007	8	0	1000	-1	0
107009	死亡风暴9级	1	15	107009	107010	107008	9	0	1200	-1	0
107010	死亡风暴10级	1	15	107010	107011	107009	10	0	1400	-1	0
107011	死亡风暴11级	1	15	107011	107012	107010	11	0	1700	-1	0
107012	死亡风暴12级	1	15	107012	107013	107011	12	0	1900	-1	0
107013	死亡风暴13级	1	15	107013	107014	107012	13	0	2100	-1	0
107014	死亡风暴14级	1	15	107014	107015	107013	14	0	2400	-1	0
107015	死亡风暴15级	1	15	107015	107016	107014	15	0	2700	-1	0
107016	死亡风暴16级	1	16	107016	107017	107015	16	0	3100	-1	0
107017	死亡风暴17级	1	17	107017	107018	107016	17	0	3500	-1	0
107018	死亡风暴18级	1	18	107018	107019	107017	18	0	3900	-1	0
107019	死亡风暴19级	1	19	107019	107020	107018	19	0	4300	-1	0
107020	死亡风暴20级	1	20	107020	107021	107019	20	0	4800	-1	0
107021	死亡风暴21级	1	21	107021	107022	107020	21	0	5300	-1	0
107022	死亡风暴22级	1	22	107022	107023	107021	22	0	5900	-1	0
107023	死亡风暴23级	1	23	107023	107024	107022	23	0	6500	-1	0
107024	死亡风暴24级	1	24	107024	107025	107023	24	0	7200	-1	0
107025	死亡风暴25级	1	25	107025	107026	107024	25	0	7900	-1	0
107026	死亡风暴26级	1	26	107026	107027	107025	26	0	8700	-1	0
107027	死亡风暴27级	1	27	107027	107028	107026	27	0	9500	-1	0
107028	死亡风暴28级	1	28	107028	107029	107027	28	0	10400	-1	0
107029	死亡风暴29级	1	29	107029	107030	107028	29	0	11300	-1	0
107030	死亡风暴30级	1	30	107030	107031	107029	30	0	12300	-1	0
107031	死亡风暴31级	1	31	107031	107032	107030	31	0	13300	-1	0
107032	死亡风暴32级	1	32	107032	107033	107031	32	0	14400	-1	0
107033	死亡风暴33级	1	33	107033	107034	107032	33	0	15600	-1	0
107034	死亡风暴34级	1	34	107034	107035	107033	34	0	16900	-1	0
107035	死亡风暴35级	1	35	107035	107036	107034	35	0	18200	-1	0
107036	死亡风暴36级	1	36	107036	107037	107035	36	0	19600	-1	0
107037	死亡风暴37级	1	37	107037	107038	107036	37	0	21000	-1	0
107038	死亡风暴38级	1	38	107038	107039	107037	38	0	22600	-1	0
107039	死亡风暴39级	1	39	107039	107040	107038	39	0	24200	-1	0
107040	死亡风暴40级	1	40	107040	107041	107039	40	0	25900	-1	0
107041	死亡风暴41级	1	41	107041	107042	107040	41	0	27600	-1	0
107042	死亡风暴42级	1	42	107042	107043	107041	42	0	29500	-1	0
107043	死亡风暴43级	1	43	107043	107044	107042	43	0	31400	-1	0
107044	死亡风暴44级	1	44	107044	107045	107043	44	0	33500	-1	0
107045	死亡风暴45级	1	45	107045	107046	107044	45	0	35600	-1	0
107046	死亡风暴46级	1	46	107046	107047	107045	46	0	37800	-1	0
107047	死亡风暴47级	1	47	107047	107048	107046	47	0	40100	-1	0
107048	死亡风暴48级	1	48	107048	107049	107047	48	0	42500	-1	0
107049	死亡风暴49级	1	49	107049	107050	107048	49	0	45000	-1	0
107050	死亡风暴50级	1	50	107050	107051	107049	50	0	47600	-1	0
107051	死亡风暴51级	1	51	107051	107052	107050	51	0	50300	-1	0
107052	死亡风暴52级	1	52	107052	107053	107051	52	0	53100	-1	0
107053	死亡风暴53级	1	53	107053	107054	107052	53	0	56000	-1	0
107054	死亡风暴54级	1	54	107054	107055	107053	54	0	59000	-1	0
107055	死亡风暴55级	1	55	107055	107056	107054	55	0	62100	-1	0
107056	死亡风暴56级	1	56	107056	107057	107055	56	0	65400	-1	0
107057	死亡风暴57级	1	57	107057	107058	107056	57	0	68700	-1	0
107058	死亡风暴58级	1	58	107058	107059	107057	58	0	72200	-1	0
107059	死亡风暴59级	1	59	107059	107060	107058	59	0	75800	-1	0
107060	死亡风暴60级	1	60	107060	107061	107059	60	0	79500	-1	0
107061	死亡风暴61级	1	61	107061	107062	107060	61	0	83300	-1	0
107062	死亡风暴62级	1	62	107062	107063	107061	62	0	87300	-1	0
107063	死亡风暴63级	1	63	107063	107064	107062	63	0	91400	-1	0
107064	死亡风暴64级	1	64	107064	107065	107063	64	0	95600	-1	0
107065	死亡风暴65级	1	65	107065	107066	107064	65	0	99900	-1	0
107066	死亡风暴66级	1	66	107066	107067	107065	66	0	104400	-1	0
107067	死亡风暴67级	1	67	107067	107068	107066	67	0	109000	-1	0
107068	死亡风暴68级	1	68	107068	107069	107067	68	0	113800	-1	0
107069	死亡风暴69级	1	69	107069	107070	107068	69	0	118700	-1	0
107070	死亡风暴70级	1	70	107070	107071	107069	70	0	123700	-1	0
107071	死亡风暴71级	1	71	107071	107072	107070	71	0	128900	-1	0
107072	死亡风暴72级	1	72	107072	107073	107071	72	0	134200	-1	0
107073	死亡风暴73级	1	73	107073	107074	107072	73	0	139600	-1	0
107074	死亡风暴74级	1	74	107074	107075	107073	74	0	145200	-1	0
107075	死亡风暴75级	1	75	107075	107076	107074	75	0	151000	-1	0
107076	死亡风暴76级	1	76	107076	107077	107075	76	0	156900	-1	0
107077	死亡风暴77级	1	77	107077	107078	107076	77	0	163000	-1	0
107078	死亡风暴78级	1	78	107078	107079	107077	78	0	169200	-1	0
107079	死亡风暴79级	1	79	107079	107080	107078	79	0	175600	-1	0
107080	死亡风暴80级	1	80	107080	107081	107079	80	0	182100	-1	0
107081	死亡风暴81级	1	81	107081	107082	107080	81	0	188800	-1	0
107082	死亡风暴82级	1	82	107082	107083	107081	82	0	195700	-1	0
107083	死亡风暴83级	1	83	107083	107084	107082	83	0	202700	-1	0
107084	死亡风暴84级	1	84	107084	107085	107083	84	0	210000	-1	0
107085	死亡风暴85级	1	85	107085	107086	107084	85	0	217300	-1	0
107086	死亡风暴86级	1	86	107086	107087	107085	86	0	224900	-1	0
107087	死亡风暴87级	1	87	107087	107088	107086	87	0	232600	-1	0
107088	死亡风暴88级	1	88	107088	107089	107087	88	0	240500	-1	0
107089	死亡风暴89级	1	89	107089	107090	107088	89	0	248600	-1	0
107090	死亡风暴90级	1	90	107090	107091	107089	90	0	256900	-1	0
107091	死亡风暴91级	1	91	107091	107092	107090	91	0	265300	-1	0
107092	死亡风暴92级	1	92	107092	107093	107091	92	0	274000	-1	0
107093	死亡风暴93级	1	93	107093	107094	107092	93	0	282800	-1	0
107094	死亡风暴94级	1	94	107094	107095	107093	94	0	291800	-1	0
107095	死亡风暴95级	1	95	107095	107096	107094	95	0	301000	-1	0
107096	死亡风暴96级	1	96	107096	107097	107095	96	0	310400	-1	0
107097	死亡风暴97级	1	97	107097	107098	107096	97	0	320000	-1	0
107098	死亡风暴98级	1	98	107098	107099	107097	98	0	329800	-1	0
107099	死亡风暴99级	1	99	107099	107100	107098	99	0	339800	-1	0
107100	死亡风暴100级	1	100	107100	-1	107099	100	0	350000	-1	0
108001	突刺1段1级	1	3	108001	108002	-1	1	0	100	-1	0
108002	突刺1段2级	1	3	108002	108003	108001	2	0	200	-1	0
108003	突刺1段3级	1	3	108003	108004	108002	3	0	300	-1	0
108004	突刺1段4级	1	4	108004	108005	108003	4	0	400	-1	0
108005	突刺1段5级	1	5	108005	108006	108004	5	0	500	-1	0
108006	突刺1段6级	1	6	108006	108007	108005	6	0	650	-1	0
108007	突刺1段7级	1	7	108007	108008	108006	7	0	800	-1	0
108008	突刺1段8级	1	8	108008	108009	108007	8	0	1000	-1	0
108009	突刺1段9级	1	9	108009	108010	108008	9	0	1200	-1	0
108010	突刺1段10级	1	10	108010	108011	108009	10	0	1400	-1	0
108011	突刺1段11级	1	11	108011	108012	108010	11	0	1700	-1	0
108012	突刺1段12级	1	12	108012	108013	108011	12	0	1900	-1	0
108013	突刺1段13级	1	13	108013	108014	108012	13	0	2100	-1	0
108014	突刺1段14级	1	14	108014	108015	108013	14	0	2400	-1	0
108015	突刺1段15级	1	15	108015	108016	108014	15	0	2700	-1	0
108016	突刺1段16级	1	16	108016	108017	108015	16	0	3100	-1	0
108017	突刺1段17级	1	17	108017	108018	108016	17	0	3500	-1	0
108018	突刺1段18级	1	18	108018	108019	108017	18	0	3900	-1	0
108019	突刺1段19级	1	19	108019	108020	108018	19	0	4300	-1	0
108020	突刺1段20级	1	20	108020	108021	108019	20	0	4800	-1	0
108021	突刺1段21级	1	21	108021	108022	108020	21	0	5300	-1	0
108022	突刺1段22级	1	22	108022	108023	108021	22	0	5900	-1	0
108023	突刺1段23级	1	23	108023	108024	108022	23	0	6500	-1	0
108024	突刺1段24级	1	24	108024	108025	108023	24	0	7200	-1	0
108025	突刺1段25级	1	25	108025	108026	108024	25	0	7900	-1	0
108026	突刺1段26级	1	26	108026	108027	108025	26	0	8700	-1	0
108027	突刺1段27级	1	27	108027	108028	108026	27	0	9500	-1	0
108028	突刺1段28级	1	28	108028	108029	108027	28	0	10400	-1	0
108029	突刺1段29级	1	29	108029	108030	108028	29	0	11300	-1	0
108030	突刺1段30级	1	30	108030	108031	108029	30	0	12300	-1	0
108031	突刺1段31级	1	31	108031	108032	108030	31	0	13300	-1	0
108032	突刺1段32级	1	32	108032	108033	108031	32	0	14400	-1	0
108033	突刺1段33级	1	33	108033	108034	108032	33	0	15600	-1	0
108034	突刺1段34级	1	34	108034	108035	108033	34	0	16900	-1	0
108035	突刺1段35级	1	35	108035	108036	108034	35	0	18200	-1	0
108036	突刺1段36级	1	36	108036	108037	108035	36	0	19600	-1	0
108037	突刺1段37级	1	37	108037	108038	108036	37	0	21000	-1	0
108038	突刺1段38级	1	38	108038	108039	108037	38	0	22600	-1	0
108039	突刺1段39级	1	39	108039	108040	108038	39	0	24200	-1	0
108040	突刺1段40级	1	40	108040	108041	108039	40	0	25900	-1	0
108041	突刺1段41级	1	41	108041	108042	108040	41	0	27600	-1	0
108042	突刺1段42级	1	42	108042	108043	108041	42	0	29500	-1	0
108043	突刺1段43级	1	43	108043	108044	108042	43	0	31400	-1	0
108044	突刺1段44级	1	44	108044	108045	108043	44	0	33500	-1	0
108045	突刺1段45级	1	45	108045	108046	108044	45	0	35600	-1	0
108046	突刺1段46级	1	46	108046	108047	108045	46	0	37800	-1	0
108047	突刺1段47级	1	47	108047	108048	108046	47	0	40100	-1	0
108048	突刺1段48级	1	48	108048	108049	108047	48	0	42500	-1	0
108049	突刺1段49级	1	49	108049	108050	108048	49	0	45000	-1	0
108050	突刺1段50级	1	50	108050	108051	108049	50	0	47600	-1	0
108051	突刺1段51级	1	51	108051	108052	108050	51	0	50300	-1	0
108052	突刺1段52级	1	52	108052	108053	108051	52	0	53100	-1	0
108053	突刺1段53级	1	53	108053	108054	108052	53	0	56000	-1	0
108054	突刺1段54级	1	54	108054	108055	108053	54	0	59000	-1	0
108055	突刺1段55级	1	55	108055	108056	108054	55	0	62100	-1	0
108056	突刺1段56级	1	56	108056	108057	108055	56	0	65400	-1	0
108057	突刺1段57级	1	57	108057	108058	108056	57	0	68700	-1	0
108058	突刺1段58级	1	58	108058	108059	108057	58	0	72200	-1	0
108059	突刺1段59级	1	59	108059	108060	108058	59	0	75800	-1	0
108060	突刺1段60级	1	60	108060	108061	108059	60	0	79500	-1	0
108061	突刺1段61级	1	61	108061	108062	108060	61	0	83300	-1	0
108062	突刺1段62级	1	62	108062	108063	108061	62	0	87300	-1	0
108063	突刺1段63级	1	63	108063	108064	108062	63	0	91400	-1	0
108064	突刺1段64级	1	64	108064	108065	108063	64	0	95600	-1	0
108065	突刺1段65级	1	65	108065	108066	108064	65	0	99900	-1	0
108066	突刺1段66级	1	66	108066	108067	108065	66	0	104400	-1	0
108067	突刺1段67级	1	67	108067	108068	108066	67	0	109000	-1	0
108068	突刺1段68级	1	68	108068	108069	108067	68	0	113800	-1	0
108069	突刺1段69级	1	69	108069	108070	108068	69	0	118700	-1	0
108070	突刺1段70级	1	70	108070	108071	108069	70	0	123700	-1	0
108071	突刺1段71级	1	71	108071	108072	108070	71	0	128900	-1	0
108072	突刺1段72级	1	72	108072	108073	108071	72	0	134200	-1	0
108073	突刺1段73级	1	73	108073	108074	108072	73	0	139600	-1	0
108074	突刺1段74级	1	74	108074	108075	108073	74	0	145200	-1	0
108075	突刺1段75级	1	75	108075	108076	108074	75	0	151000	-1	0
