Id	Desc	Vlue
192	没用	90
193	没用	90
194	没用	90
195	没用	90
196	没用	90
197	没用	90
198	没用	90
199	没用	90
200	没用	90
201	没用	80
202	没用	80
203	没用	80
204	没用	80
205	没用	80
206	没用	80
207	没用	80
208	没用	80
209	没用	80
210	没用	80
211	没用	80
212	没用	80
213	没用	80
214	没用	80
215	没用	80
216	没用	80
217	没用	80
218	没用	80
219	没用	80
220	没用	80
221	没用	80
222	没用	80
223	没用	80
224	没用	80
225	没用	80
226	没用	80
227	没用	80
228	没用	80
229	没用	80
230	没用	80
231	没用	80
232	没用	80
233	没用	80
234	没用	80
235	没用	80
236	没用	80
237	没用	80
238	没用	80
239	没用	80
240	没用	80
241	没用	80
242	没用	80
243	没用	80
244	没用	80
245	没用	80
246	没用	80
247	没用	80
248	没用	80
249	没用	80
250	没用	80
251	没用	80
252	没用	80
253	没用	80
254	没用	80
255	没用	80
256	没用	80
257	没用	80
258	没用	80
259	没用	80
260	没用	80
261	没用	80
262	没用	80
263	没用	80
264	没用	80
265	没用	80
266	没用	80
267	没用	80
268	没用	80
269	没用	80
270	没用	80
271	没用	80
272	没用	80
273	没用	80
274	没用	80
275	没用	80
276	没用	80
277	没用	80
278	没用	80
279	没用	80
280	没用	80
281	没用	80
282	没用	80
283	没用	80
284	没用	80
285	没用	80
286	没用	80
287	没用	80
288	没用	80
289	没用	80
290	没用	80
291	没用	80
292	没用	80
293	没用	80
294	没用	80
295	没用	80
296	没用	80
297	没用	80
298	没用	80
299	没用	80
300	没用	80
301	没用	80
302	没用	80
303	没用	80
304	没用	80
305	没用	80
306	没用	80
307	没用	80
308	没用	80
309	没用	80
310	没用	80
311	没用	80
312	没用	80
313	没用	80
314	没用	80
315	没用	80
316	没用	80
317	没用	80
318	没用	80
319	没用	80
320	没用	80
321	没用	80
322	没用	80
323	没用	80
324	没用	80
325	没用	80
326	没用	80
327	没用	80
328	没用	80
329	没用	80
330	没用	80
331	没用	80
332	没用	80
333	没用	80
334	没用	80
335	没用	80
336	没用	80
337	没用	80
338	没用	80
339	没用	80
340	没用	80
341	没用	80
342	没用	80
343	没用	80
344	没用	80
345	没用	80
346	没用	80
347	没用	80
348	没用	80
349	没用	80
350	没用	80
351	没用	80
352	没用	80
353	没用	80
354	没用	80
355	没用	80
356	没用	80
357	没用	80
358	没用	80
359	没用	80
360	没用	80
361	没用	80
362	没用	80
363	没用	80
364	没用	80
365	没用	80
366	没用	80
367	没用	80
368	没用	80
369	没用	80
370	没用	80
371	没用	80
372	没用	80
373	没用	80
374	没用	80
375	没用	80
376	没用	80
377	没用	80
378	没用	80
379	没用	80
380	没用	80
381	没用	80
382	没用	80
383	没用	80
384	没用	80
385	没用	80
386	没用	80
387	没用	80
388	没用	80
389	没用	80
390	没用	80
391	没用	80
392	没用	80
393	没用	80
394	没用	80
395	没用	80
396	没用	80
397	没用	80
398	没用	80
399	没用	80
400	没用	80
401	没用	80
402	没用	80
403	没用	80
404	没用	80
405	没用	80
406	没用	80
407	没用	80
408	没用	80
409	没用	80
410	没用	80
411	没用	80
412	没用	80
413	没用	80
414	没用	80
415	没用	80
416	没用	80
417	没用	80
418	没用	80
419	没用	80
420	没用	80
421	没用	80
422	没用	80
423	没用	80
424	没用	80
425	没用	80
426	没用	80
427	没用	80
428	没用	80
429	没用	80
430	没用	80
431	没用	80
432	没用	80
433	没用	80
434	没用	80
435	没用	80
436	没用	80
437	没用	80
438	没用	80
439	没用	80
440	没用	80
441	没用	80
442	没用	80
443	没用	80
444	没用	80
445	没用	80
446	没用	80
447	没用	80
448	没用	80
449	没用	80
450	没用	80
451	没用	80
452	没用	80
453	没用	80
454	没用	80
455	没用	80
456	没用	80
457	没用	80
458	没用	80
459	没用	80
460	没用	80
461	没用	80
462	没用	80
463	没用	80
464	没用	80
465	没用	80
466	没用	80
467	没用	80
468	没用	80
469	没用	80
470	没用	80
471	没用	80
472	没用	80
473	没用	80
474	没用	80
475	没用	80
476	没用	80
477	没用	80
478	没用	80
479	没用	80
480	没用	80
481	没用	80
482	没用	80
483	没用	80
484	没用	80
485	没用	80
486	没用	80
487	没用	80
488	没用	80
489	没用	80
490	没用	80
491	没用	80
492	没用	80
493	没用	80
494	没用	80
495	没用	80
496	没用	80
497	没用	80
498	没用	80
499	没用	80
500	没用	80
501	没用	70
502	没用	70
503	没用	70
504	没用	70
505	没用	70
506	没用	70
507	没用	70
508	没用	70
509	没用	70
510	没用	70
511	没用	70
512	没用	70
513	没用	70
514	没用	70
515	没用	70
516	没用	70
517	没用	70
518	没用	70
519	没用	70
520	没用	70
521	没用	70
522	没用	70
523	没用	70
524	没用	70
525	没用	70
526	没用	70
527	没用	70
528	没用	70
529	没用	70
530	没用	70
531	没用	70
532	没用	70
533	没用	70
534	没用	70
535	没用	70
536	没用	70
537	没用	70
538	没用	70
539	没用	70
540	没用	70
541	没用	70
542	没用	70
543	没用	70
544	没用	70
545	没用	70
546	没用	70
547	没用	70
548	没用	70
549	没用	70
550	没用	70
551	没用	70
552	没用	70
553	没用	70
554	没用	70
555	没用	70
556	没用	70
557	没用	70
558	没用	70
559	没用	70
560	没用	70
561	没用	70
562	没用	70
563	没用	70
564	没用	70
565	没用	70
566	没用	70
567	没用	70
568	没用	70
569	没用	70
570	没用	70
571	没用	70
572	没用	70
573	没用	70
574	没用	70
575	没用	70
576	没用	70
577	没用	70
578	没用	70
579	没用	70
580	没用	70
581	没用	70
582	没用	70
583	没用	70
584	没用	70
585	没用	70
586	没用	70
587	没用	70
588	没用	70
589	没用	70
590	没用	70
591	没用	70
592	没用	70
593	没用	70
594	没用	70
595	没用	70
596	没用	70
597	没用	70
598	没用	70
599	没用	70
600	没用	70
601	没用	70
602	没用	70
603	没用	70
604	没用	70
605	没用	70
606	没用	70
607	没用	70
608	没用	70
609	没用	70
610	没用	70
611	没用	70
612	没用	70
613	没用	70
614	没用	70
615	没用	70
616	没用	70
617	没用	70
618	没用	70
619	没用	70
620	没用	70
621	没用	70
622	没用	70
623	没用	70
624	没用	70
625	没用	70
626	没用	70
627	没用	70
628	没用	70
629	没用	70
630	没用	70
631	没用	70
632	没用	70
633	没用	70
634	没用	70
635	没用	70
636	没用	70
637	没用	70
638	没用	70
639	没用	70
640	没用	70
641	没用	70
642	没用	70
643	没用	70
644	没用	70
645	没用	70
646	没用	70
647	没用	70
648	没用	70
649	没用	70
650	没用	70
651	没用	70
652	没用	70
653	没用	70
654	没用	70
655	没用	70
656	没用	70
657	没用	70
658	没用	70
659	没用	70
660	没用	70
661	没用	70
662	没用	70
663	没用	70
664	没用	70
665	没用	70
666	没用	70
667	没用	70
668	没用	70
669	没用	70
670	没用	70
671	没用	70
672	没用	70
673	没用	70
674	没用	70
675	没用	70
676	没用	70
677	没用	70
678	没用	70
679	没用	70
680	没用	70
681	没用	70
682	没用	70
683	没用	70
684	没用	70
685	没用	70
686	没用	70
687	没用	70
688	没用	70
689	没用	70
690	没用	70
691	没用	70
692	没用	70
693	没用	70
694	没用	70
695	没用	70
696	没用	70
697	没用	70
698	没用	70
699	没用	70
700	没用	70
701	没用	70
702	没用	70
703	没用	70
704	没用	70
705	没用	70
706	没用	70
707	没用	70
708	没用	70
709	没用	70
710	没用	70
711	没用	70
712	没用	70
713	没用	70
714	没用	70
715	没用	70
716	没用	70
717	没用	70
718	没用	70
719	没用	70
720	没用	70
721	没用	70
722	没用	70
723	没用	70
724	没用	70
725	没用	70
726	没用	70
727	没用	70
728	没用	70
729	没用	70
730	没用	70
731	没用	70
732	没用	70
733	没用	70
734	没用	70
735	没用	70
736	没用	70
737	没用	70
738	没用	70
739	没用	70
740	没用	70
741	没用	70
742	没用	70
743	没用	70
744	没用	70
745	没用	70
746	没用	70
747	没用	70
748	没用	70
749	没用	70
750	没用	70
751	没用	70
752	没用	70
753	没用	70
754	没用	70
755	没用	70
756	没用	70
757	没用	70
758	没用	70
759	没用	70
760	没用	70
761	没用	70
762	没用	70
763	没用	70
764	没用	70
765	没用	70
766	没用	70
767	没用	70
768	没用	70
769	没用	70
770	没用	70
771	没用	70
772	没用	70
773	没用	70
774	没用	70
775	没用	70
776	没用	70
777	没用	70
778	没用	70
779	没用	70
780	没用	70
781	没用	70
782	没用	70
783	没用	70
784	没用	70
785	没用	70
786	没用	70
787	没用	70
788	没用	70
789	没用	70
790	没用	70
791	没用	70
792	没用	70
793	没用	70
794	没用	70
795	没用	70
796	没用	70
797	没用	70
798	没用	70
799	没用	70
800	没用	70
801	没用	70
802	没用	70
803	没用	70
804	没用	70
805	没用	70
806	没用	70
807	没用	70
808	没用	70
809	没用	70
810	没用	70
811	没用	70
812	没用	70
813	没用	70
814	没用	70
815	没用	70
816	没用	70
817	没用	70
818	没用	70
819	没用	70
820	没用	70
821	没用	70
822	没用	70
823	没用	70
824	没用	70
825	没用	70
826	没用	70
827	没用	70
828	没用	70
829	没用	70
830	没用	70
831	没用	70
832	没用	70
833	没用	70
834	没用	70
835	没用	70
836	没用	70
837	没用	70
838	没用	70
839	没用	70
840	没用	70
841	没用	70
842	没用	70
843	没用	70
844	没用	70
845	没用	70
846	没用	70
847	没用	70
848	没用	70
849	没用	70
850	没用	70
851	没用	70
852	没用	70
853	没用	70
854	没用	70
855	没用	70
856	没用	70
857	没用	70
858	没用	70
859	没用	70
860	没用	70
861	没用	70
862	没用	70
863	没用	70
864	没用	70
865	没用	70
866	没用	70
867	没用	70
868	没用	70
869	没用	70
870	没用	70
871	没用	70
872	没用	70
873	没用	70
874	没用	70
875	没用	70
876	没用	70
877	没用	70
878	没用	70
879	没用	70
880	没用	70
881	没用	70
882	没用	70
883	没用	70
884	没用	70
885	没用	70
886	没用	70
887	没用	70
888	没用	70
889	没用	70
890	没用	70
891	没用	70
892	没用	70
893	没用	70
894	没用	70
895	没用	70
896	没用	70
897	没用	70
898	没用	70
899	没用	70
900	没用	70
901	没用	70
902	没用	70
903	没用	70
904	没用	70
905	没用	70
906	没用	70
907	没用	70
908	没用	70
909	没用	70
910	没用	70
911	没用	70
912	没用	70
913	没用	70
914	没用	70
915	没用	70
916	没用	70
917	没用	70
918	没用	70
919	没用	70
920	没用	70
921	没用	70
922	没用	70
923	没用	70
924	没用	70
925	没用	70
926	没用	70
927	没用	70
928	没用	70
929	没用	70
930	没用	70
931	没用	70
932	没用	70
933	没用	70
934	没用	70
935	没用	70
936	没用	70
937	没用	70
938	没用	70
939	没用	70
940	没用	70
941	没用	70
942	没用	70
943	没用	70
944	没用	70
945	没用	70
946	没用	70
947	没用	70
948	没用	70
949	没用	70
950	没用	70
951	没用	70
952	没用	70
953	没用	70
954	没用	70
955	没用	70
956	没用	70
957	没用	70
958	没用	70
959	没用	70
960	没用	70
961	没用	70
962	没用	70
963	没用	70
964	没用	70
965	没用	70
966	没用	70
967	没用	70
968	没用	70
969	没用	70
970	没用	70
971	没用	70
972	没用	70
973	没用	70
974	没用	70
975	没用	70
976	没用	70
977	没用	70
978	没用	70
979	没用	70
980	没用	70
981	没用	70
982	没用	70
983	没用	70
984	没用	70
985	没用	70
986	没用	70
987	没用	70
988	没用	70
989	没用	70
990	没用	70
991	没用	70
992	没用	70
993	没用	70
994	没用	70
995	没用	70
996	没用	70
997	没用	70
998	没用	70
999	没用	70
1000	没用	50
