Id	Desc	Name	Level	BaseClass	AttrClass	MaxHP	MaxMP	PysAttack	MagAttack	PysDef	MagDef	Hit	Dodge	Critical	Decritical	Strike	Ductical	CritiAdd	CritiMis	EffectID
8501		1级物防宝石	1	2	5	0	0	0	0	149	0	0	0	0	0	0	0	0	0	117
8502		2级物防宝石	2	2	5	0	0	0	0	235	0	0	0	0	0	0	0	0	0	117
8503		3级物防宝石	3	2	5	0	0	0	0	428	0	0	0	0	0	0	0	0	0	118
8504		4级物防宝石	4	2	5	0	0	0	0	705	0	0	0	0	0	0	0	0	0	118
8505		5级物防宝石	5	2	5	0	0	0	0	1055	0	0	0	0	0	0	0	0	0	118
8506		6级物防宝石	6	2	5	0	0	0	0	1473	0	0	0	0	0	0	0	0	0	119
8507		7级物防宝石	7	2	5	0	0	0	0	1953	0	0	0	0	0	0	0	0	0	119
8508		8级物防宝石	8	2	5	0	0	0	0	2494	0	0	0	0	0	0	0	0	0	119
8509		9级物防宝石	9	2	5	0	0	0	0	3091	0	0	0	0	0	0	0	0	0	120
8510		10级物防宝石	10	2	5	0	0	0	0	3744	0	0	0	0	0	0	0	0	0	120
8511		11级物防宝石	11	2	5	0	0	0	0	13347	0	0	0	0	0	0	0	0	0	120
8512		12级物防宝石	12	2	5	0	0	0	0	20820	0	0	0	0	0	0	0	0	0	120
8601		1级魔防宝石	1	2	6	0	0	0	0	0	149	0	0	0	0	0	0	0	0	109
8602		2级魔防宝石	2	2	6	0	0	0	0	0	235	0	0	0	0	0	0	0	0	109
8603		3级魔防宝石	3	2	6	0	0	0	0	0	428	0	0	0	0	0	0	0	0	110
8604		4级魔防宝石	4	2	6	0	0	0	0	0	705	0	0	0	0	0	0	0	0	110
8605		5级魔防宝石	5	2	6	0	0	0	0	0	1055	0	0	0	0	0	0	0	0	110
8606		6级魔防宝石	6	2	6	0	0	0	0	0	1473	0	0	0	0	0	0	0	0	111
8607		7级魔防宝石	7	2	6	0	0	0	0	0	1953	0	0	0	0	0	0	0	0	111
8608		8级魔防宝石	8	2	6	0	0	0	0	0	2494	0	0	0	0	0	0	0	0	111
8609		9级魔防宝石	9	2	6	0	0	0	0	0	3091	0	0	0	0	0	0	0	0	112
8610		10级魔防宝石	10	2	6	0	0	0	0	0	3744	0	0	0	0	0	0	0	0	112
8611		11级魔防宝石	11	2	6	0	0	0	0	0	13347	0	0	0	0	0	0	0	0	112
8612		12级魔防宝石	12	2	6	0	0	0	0	0	20820	0	0	0	0	0	0	0	0	112
8701		1级命中宝石	1	1	7	0	0	0	0	0	0	23	0	0	0	0	0	0	0	113
8702		2级命中宝石	2	1	7	0	0	0	0	0	0	36	0	0	0	0	0	0	0	113
8703		3级命中宝石	3	1	7	0	0	0	0	0	0	66	0	0	0	0	0	0	0	114
8704		4级命中宝石	4	1	7	0	0	0	0	0	0	109	0	0	0	0	0	0	0	114
8705		5级命中宝石	5	1	7	0	0	0	0	0	0	164	0	0	0	0	0	0	0	114
8706		6级命中宝石	6	1	7	0	0	0	0	0	0	229	0	0	0	0	0	0	0	115
8707		7级命中宝石	7	1	7	0	0	0	0	0	0	304	0	0	0	0	0	0	0	115
8708		8级命中宝石	8	1	7	0	0	0	0	0	0	388	0	0	0	0	0	0	0	115
8709		9级命中宝石	9	1	7	0	0	0	0	0	0	481	0	0	0	0	0	0	0	116
8710		10级命中宝石	10	1	7	0	0	0	0	0	0	583	0	0	0	0	0	0	0	116
8711		11级命中宝石	11	1	7	0	0	0	0	0	0	2079	0	0	0	0	0	0	0	149
8712		12级命中宝石	12	1	7	0	0	0	0	0	0	3243	0	0	0	0	0	0	0	150
8801		1级闪避宝石	1	2	8	0	0	0	0	0	0	0	24	0	0	0	0	0	0	105
8802		2级闪避宝石	2	2	8	0	0	0	0	0	0	0	38	0	0	0	0	0	0	105
8803		3级闪避宝石	3	2	8	0	0	0	0	0	0	0	70	0	0	0	0	0	0	106
8804		4级闪避宝石	4	2	8	0	0	0	0	0	0	0	115	0	0	0	0	0	0	106
8805		5级闪避宝石	5	2	8	0	0	0	0	0	0	0	172	0	0	0	0	0	0	106
8806		6级闪避宝石	6	2	8	0	0	0	0	0	0	0	240	0	0	0	0	0	0	107
8807		7级闪避宝石	7	2	8	0	0	0	0	0	0	0	319	0	0	0	0	0	0	107
8808		8级闪避宝石	8	2	8	0	0	0	0	0	0	0	407	0	0	0	0	0	0	107
8809		9级闪避宝石	9	2	8	0	0	0	0	0	0	0	505	0	0	0	0	0	0	108
8810		10级闪避宝石	10	2	8	0	0	0	0	0	0	0	612	0	0	0	0	0	0	108
8811		11级闪避宝石	11	2	8	0	0	0	0	0	0	0	2183	0	0	0	0	0	0	108
8812		12级闪避宝石	12	2	8	0	0	0	0	0	0	0	3405	0	0	0	0	0	0	108
8901		1级致命几率宝石	1	1	9	0	0	0	0	0	0	0	0	12	0	0	0	0	0	105
8902		2级致命几率宝石	2	1	9	0	0	0	0	0	0	0	0	20	0	0	0	0	0	105
8903		3级致命几率宝石	3	1	9	0	0	0	0	0	0	0	0	36	0	0	0	0	0	106
8904		4级致命几率宝石	4	1	9	0	0	0	0	0	0	0	0	60	0	0	0	0	0	106
8905		5级致命几率宝石	5	1	9	0	0	0	0	0	0	0	0	90	0	0	0	0	0	106
8906		6级致命几率宝石	6	1	9	0	0	0	0	0	0	0	0	126	0	0	0	0	0	107
8907		7级致命几率宝石	7	1	9	0	0	0	0	0	0	0	0	168	0	0	0	0	0	107
8908		8级致命几率宝石	8	1	9	0	0	0	0	0	0	0	0	214	0	0	0	0	0	107
8909		9级致命几率宝石	9	1	9	0	0	0	0	0	0	0	0	266	0	0	0	0	0	108
8910		10级致命几率宝石	10	1	9	0	0	0	0	0	0	0	0	322	0	0	0	0	0	108
8911		11级致命几率宝石	11	1	9	0	0	0	0	0	0	0	0	1148	0	0	0	0	0	145
8912		12级致命几率宝石	12	1	9	0	0	0	0	0	0	0	0	1791	0	0	0	0	0	146
9001		1级致命抵抗宝石	1	2	10	0	0	0	0	0	0	0	0	0	13	0	0	0	0	105
9002		2级致命抵抗宝石	2	2	10	0	0	0	0	0	0	0	0	0	21	0	0	0	0	105
9003		3级致命抵抗宝石	3	2	10	0	0	0	0	0	0	0	0	0	38	0	0	0	0	106
9004		4级致命抵抗宝石	4	2	10	0	0	0	0	0	0	0	0	0	63	0	0	0	0	106
9005		5级致命抵抗宝石	5	2	10	0	0	0	0	0	0	0	0	0	95	0	0	0	0	106
9006		6级致命抵抗宝石	6	2	10	0	0	0	0	0	0	0	0	0	133	0	0	0	0	107
9007		7级致命抵抗宝石	7	2	10	0	0	0	0	0	0	0	0	0	176	0	0	0	0	107
9008		8级致命抵抗宝石	8	2	10	0	0	0	0	0	0	0	0	0	225	0	0	0	0	107
9009		9级致命抵抗宝石	9	2	10	0	0	0	0	0	0	0	0	0	279	0	0	0	0	108
9010		10级致命抵抗宝石	10	2	10	0	0	0	0	0	0	0	0	0	338	0	0	0	0	108
9011		11级致命抵抗宝石	11	2	10	0	0	0	0	0	0	0	0	0	1206	0	0	0	0	108
9012		12级致命抵抗宝石	12	2	10	0	0	0	0	0	0	0	0	0	1881	0	0	0	0	108
9101		1级穿透宝石	1	1	11	0	0	0	0	0	0	0	0	0	0	87	0	0	0	113
9102		2级穿透宝石	2	1	11	0	0	0	0	0	0	0	0	0	0	149	0	0	0	113
9103		3级穿透宝石	3	1	11	0	0	0	0	0	0	0	0	0	0	287	0	0	0	114
9104		4级穿透宝石	4	1	11	0	0	0	0	0	0	0	0	0	0	485	0	0	0	114
9105		5级穿透宝石	5	1	11	0	0	0	0	0	0	0	0	0	0	736	0	0	0	114
9106		6级穿透宝石	6	1	11	0	0	0	0	0	0	0	0	0	0	1035	0	0	0	115
9107		7级穿透宝石	7	1	11	0	0	0	0	0	0	0	0	0	0	1380	0	0	0	115
9108		8级穿透宝石	8	1	11	0	0	0	0	0	0	0	0	0	0	1767	0	0	0	115
9109		9级穿透宝石	9	1	11	0	0	0	0	0	0	0	0	0	0	2195	0	0	0	116
9110		10级穿透宝石	10	1	11	0	0	0	0	0	0	0	0	0	0	5325	0	0	0	116
9111		11级穿透宝石	11	1	11	0	0	0	0	0	0	0	0	0	0	9504	0	0	0	149
9112		12级穿透宝石	12	1	11	0	0	0	0	0	0	0	0	0	0	14839	0	0	0	150
9201		1级韧性宝石	1	2	12	0	0	0	0	0	0	0	0	0	0	0	87	0	0	109
9202		2级韧性宝石	2	2	12	0	0	0	0	0	0	0	0	0	0	0	149	0	0	109
9203		3级韧性宝石	3	2	12	0	0	0	0	0	0	0	0	0	0	0	287	0	0	110
9204		4级韧性宝石	4	2	12	0	0	0	0	0	0	0	0	0	0	0	485	0	0	110
9205		5级韧性宝石	5	2	12	0	0	0	0	0	0	0	0	0	0	0	736	0	0	110
9206		6级韧性宝石	6	2	12	0	0	0	0	0	0	0	0	0	0	0	1035	0	0	111
9207		7级韧性宝石	7	2	12	0	0	0	0	0	0	0	0	0	0	0	1380	0	0	111
9208		8级韧性宝石	8	2	12	0	0	0	0	0	0	0	0	0	0	0	1767	0	0	111
9209		9级韧性宝石	9	2	12	0	0	0	0	0	0	0	0	0	0	0	2195	0	0	112
9210		10级韧性宝石	10	2	12	0	0	0	0	0	0	0	0	0	0	0	5325	0	0	112
9211		11级韧性宝石	11	2	12	0	0	0	0	0	0	0	0	0	0	0	9504	0	0	112
9212		12级韧性宝石	12	2	12	0	0	0	0	0	0	0	0	0	0	0	14839	0	0	112
9301		1级致命伤害宝石	1	1	13	0	0	0	0	0	0	0	0	0	0	0	0	112	0	105
9302		2级致命伤害宝石	2	1	13	0	0	0	0	0	0	0	0	0	0	0	0	190	0	105
9303		3级致命伤害宝石	3	1	13	0	0	0	0	0	0	0	0	0	0	0	0	367	0	106
9304		4级致命伤害宝石	4	1	13	0	0	0	0	0	0	0	0	0	0	0	0	620	0	106
9305		5级致命伤害宝石	5	1	13	0	0	0	0	0	0	0	0	0	0	0	0	940	0	106
9306		6级致命伤害宝石	6	1	13	0	0	0	0	0	0	0	0	0	0	0	0	1322	0	107
9307		7级致命伤害宝石	7	1	13	0	0	0	0	0	0	0	0	0	0	0	0	1762	0	107
9308		8级致命伤害宝石	8	1	13	0	0	0	0	0	0	0	0	0	0	0	0	2257	0	107
9309		9级致命伤害宝石	9	1	13	0	0	0	0	0	0	0	0	0	0	0	0	2804	0	108
9310		10级致命伤害宝石	10	1	13	0	0	0	0	0	0	0	0	0	0	0	0	6801	0	108
9311		11级致命伤害宝石	11	1	13	0	0	0	0	0	0	0	0	0	0	0	0	12137	0	145
9312		12级致命伤害宝石	12	1	13	0	0	0	0	0	0	0	0	0	0	0	0	18950	0	146
9401		1级致命减免宝石	1	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	112	105
9402		2级致命减免宝石	2	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	190	105
9403		3级致命减免宝石	3	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	367	106
9404		4级致命减免宝石	4	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	620	106
9405		5级致命减免宝石	5	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	940	106
9406		6级致命减免宝石	6	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1322	107
9407		7级致命减免宝石	7	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1762	107
9408		8级致命减免宝石	8	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2257	107
9409		9级致命减免宝石	9	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2804	108
9410		10级致命减免宝石	10	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	6801	108
9411		11级致命减免宝石	11	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	12137	108
9412		12级致命减免宝石	12	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	18950	108
9500		丐帮选人武器宝石-临时只显示特效用	12	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340
