Id	Desc	SceneClassID	DataID	PosX	PosZ	FaceDirection	Section	BornWhenEnterScene	KeyEnemy
34	黄昏要塞副本2牛头守卫	20	78	63.80496	76.81629	3.14	2	0	1
35	黄昏要塞副本2牛头守卫	20	78	66.56	83.36	3.14	2	0	1
36	黄昏要塞副本2牛头守卫	20	78	66.54	80.79	3.14	2	0	1
37	黄昏要塞副本2牛头守卫	20	78	66.68	75.89	3.14	2	0	1
38	黄昏要塞副本2牛头守卫	20	78	66.72	73.38	3.14	2	0	1
39	黄昏要塞副本2牛头首领	20	79	68.56203	78.11916	3.14	2	0	1
40	黄昏要塞副本2要塞首领	20	80	83.50578	82.87832	3.14	3	0	1
41	黄昏要塞副本2皮亚索拉	20	38	85.93	77.15	1.57	3	1	0
42	黄昏要塞副本3阿尔得巴兰	21	1147	54.78873	35.49168	3.14	1	1	0
43	黄昏要塞副本3巨魔	21	81	61.72	37.41	3.14	1	1	1
44	黄昏要塞副本3巨魔	21	81	63.27	35.97	3.14	1	1	1
45	黄昏要塞副本3巨魔	21	81	62.71	33.3	3.14	1	1	1
46	黄昏要塞副本3巨魔	21	81	60.2	29.94	1.57	1	1	1
47	黄昏要塞副本3巨魔	21	81	57.33	29.92	1.57	1	1	1
48	黄昏要塞副本3巨魔	21	81	57.87	27.56	1.57	1	1	1
49	黄昏要塞副本3巨魔	21	81	61.72	37.41	3.14	2	0	1
50	黄昏要塞副本3巨魔	21	81	63.27	35.97	3.14	2	0	1
51	黄昏要塞副本3巨魔	21	81	62.71	33.3	3.14	2	0	1
52	黄昏要塞副本3巨魔	21	81	60.2	29.94	1.57	2	0	1
53	黄昏要塞副本3巨魔	21	81	57.33	29.92	1.57	2	0	1
54	黄昏要塞副本3巨魔	21	81	57.87	27.56	1.57	2	0	1
55	黄昏要塞副本3巨魔	21	81	61.72	37.41	3.14	3	0	1
56	黄昏要塞副本3巨魔	21	81	63.27	35.97	3.14	3	0	1
57	黄昏要塞副本3巨魔	21	81	62.71	33.3	3.14	3	0	1
58	黄昏要塞副本3巨魔	21	81	60.2	29.94	1.57	3	0	1
59	黄昏要塞副本3巨魔	21	81	57.33	29.92	1.57	3	0	1
60	黄昏要塞副本3巨魔	21	81	57.87	27.56	1.57	3	0	1
61	黄昏要塞副本3眼魔	21	82	63.52028	31.48358	1.047	3	0	1
62	遗忘废墟（替代）剧情副本1猫又	24	86	16.2	9.33	0	1	1	1
63	遗忘废墟（替代）剧情副本1猫又	24	87	16.2	12.35	0	1	1	1
64	遗忘废墟（替代）剧情副本1猫又	24	88	16.2	14.79	0	1	1	1
65	遗忘废墟（替代）剧情副本1猫又	24	89	16.2	20.27	0	1	1	1
66	遗忘废墟（替代）剧情副本1猫又	24	90	16.2	17.9	0	1	1	1
67	遗忘废墟（替代）剧情副本1猫又	24	22	6.75	20.73	0	2	0	0
68	遗忘废墟（替代）剧情副本1猫又	24	22	4.7	19.27	0	2	0	0
69	遗忘废墟（替代）剧情副本1猫又	24	22	3.04	17.5	0	2	0	0
70	遗忘废墟（替代）剧情副本1猫又	24	22	3.11	13.84	0	2	0	0
71	遗忘废墟（替代）剧情副本1猫又	24	22	4.47	11.32	0	2	0	0
72	遗忘废墟（替代）剧情副本1猫又	24	22	6.5	9.32	0	2	0	0
73	暮色雨林剧情副本1Boss	24	26	6.06	15.74	0	2	0	1
74	镜头女王蜂	24	163	6.06	15.74	0	1	1	0
75	遗忘废墟（替代）剧情副本2Boss	25	29	84.51	65.15	-1.57	1	1	1
76	遗忘废墟（替代）剧情副本2小男孩	25	83	81.46	63.38	-1.57	1	1	0
77	遗忘废墟（替代）剧情副本2小男孩	25	83	81.46	65.94	-1.57	1	1	0
78	遗忘废墟（替代）剧情副本2小男孩	25	83	80.18	64.83	-1.57	1	1	0
79	遗忘废墟（替代）剧情副本2小男孩	25	84	87.36	66.28	-1.57	1	1	0
80	遗忘废墟（替代）剧情副本2小男孩	25	84	88.72	64.86	-1.57	1	1	0
81	遗忘废墟（替代）剧情副本2小男孩	25	84	87.46	63.16	-1.57	1	1	0
82	遗忘废墟（替代）剧情副本3Boss	26	30	84.51	65.15	1.57	1	1	1
83	遗忘废墟（替代）剧情副本3莉莉丝	26	48	78.03	46.1	0	1	1	0
84	遗忘废墟（替代）剧情副本3镜头用瑟克萨斯	26	164	82.9	46.1	0	1	1	0
85	遗忘废墟（替代）剧情副本3镜头用小女孩	26	85	88.2	46.1	0	1	1	0
86	血色冰封剧情副本1	40	160	10.57	80.67	0	1	1	1
87	血色冰封剧情副本1	40	160	10.48	78.57	0	1	1	1
88	血色冰封剧情副本1	40	160	12.69	81.51	0	1	1	1
89	血色冰封剧情副本1	40	160	12.46	79.56	0	1	1	1
90	血色冰封剧情副本1	40	160	12.47	77.52	0	1	1	1
91	血色冰封剧情副本1	40	160	15.17	81.47	0	1	1	1
92	血色冰封剧情副本1	40	160	15.18	79.52	0	1	1	1
93	血色冰封剧情副本1	40	160	15.14	77.53	0	1	1	1
94	血色冰封剧情副本1	40	160	17.32	67.25	0	2	0	1
95	血色冰封剧情副本1	40	160	17.47	65.05	0	2	0	1
96	血色冰封剧情副本1	40	160	17.43	62.26	0	2	0	1
97	血色冰封剧情副本1	40	160	14.88	67.16	0	2	0	1
98	血色冰封剧情副本1	40	160	15.04	64.7	0	2	0	1
99	血色冰封剧情副本1	40	160	15.37	62.11	0	2	0	1
100	血色冰封剧情副本1	40	160	12.61	67.11	0	2	0	1
101	血色冰封剧情副本1	40	160	12.73	61.62	0	2	0	1
102	血色冰封剧情副本1	40	160	12.75	62.25	0	2	0	1
103	血色冰封剧情副本1	40	160	10.69	66.88	0	2	0	1
104	血色冰封剧情副本1	40	160	10.71	64.44	0	2	0	1
105	血色冰封剧情副本1	40	160	10.76	62.24	0	2	0	1
106	血色冰封剧情副本1	40	161	7.07	48.5	0	3	0	1
107	血色冰封剧情副本2	41	177	12.33	47.05	0	1	1	1
108	血色冰封剧情副本2	41	177	6.79	51.79	0	1	1	1
109	血色冰封剧情副本2	41	177	9.03	51.79	0	1	1	1
110	血色冰封剧情副本2	41	177	11.24	51.33	0	1	1	1
111	血色冰封剧情副本2	41	177	12.07	49.33	0	1	1	1
112	血色冰封剧情副本2	41	177	12.94	44.75	0	1	1	1
113	血色冰封剧情副本2	41	177	12.33	47.05	0	2	0	1
114	血色冰封剧情副本2	41	177	6.79	51.79	0	2	0	1
115	血色冰封剧情副本2	41	177	9.03	51.79	0	2	0	1
116	血色冰封剧情副本2	41	177	11.24	51.33	0	2	0	1
117	血色冰封剧情副本2	41	177	12.07	49.33	0	2	0	1
118	血色冰封剧情副本2	41	177	12.94	44.75	0	2	0	1
119	血色冰封剧情副本2	41	177	12.33	47.05	0	3	0	1
120	血色冰封剧情副本2	41	177	6.79	51.79	0	3	0	1
121	血色冰封剧情副本2	41	177	9.03	51.79	0	3	0	1
122	血色冰封剧情副本2	41	177	11.24	51.33	0	3	0	1
123	血色冰封剧情副本2	41	177	12.07	49.33	0	3	0	1
124	血色冰封剧情副本2	41	177	12.94	44.75	0	3	0	1
125	血色冰封剧情副本2	41	178	5.23	46.87	0	1	1	0
126	血色冰封剧情副本2Boss	41	1162	9.82	49.47	0	3	0	1
127	马修斯	42	181	82.26	3.74	1.57	1	1	0
128	艾莉娜	42	179	82.4	17.96	-1.57	1	1	0
129	阿里奥奈尔	42	180	84.44	17.85	-1.57	1	1	0
130	魔王兵	42	168	82.84	10.92	-1.57	1	0	1
131	魔王兵	42	168	84.71	10.92	-1.57	1	0	1
132	魔王兵	42	168	82.23	9.23	-1.57	1	0	1
133	魔王兵	42	168	84.13	9.17	-1.57	1	0	1
134	魔王兵	42	168	85.75	8.52	-1.57	1	0	1
135	魔王兵	42	168	80.48	7.29	-1.57	1	0	1
136	魔王兵	42	168	83.14	7.28	-1.57	1	0	1
137	魔王兵	42	168	85.46	7.27	-1.57	1	0	1
138	魔王兵	42	168	82.84	10.92	-1.57	2	0	1
139	魔王兵	42	168	84.71	10.92	-1.57	2	0	1
140	魔王兵	42	168	82.23	9.23	-1.57	2	0	1
141	魔王兵	42	168	84.13	9.17	-1.57	2	0	1
142	魔王兵	42	168	85.75	8.52	-1.57	2	0	1
143	魔王兵	42	168	80.48	7.29	-1.57	2	0	1
144	魔王兵	42	168	83.14	7.28	-1.57	2	0	1
145	魔王兵	42	168	85.46	7.27	-1.57	2	0	1
146	魔王幻象	42	169	83.08	9.45	-1.57	3	0	1
147	皮亚索拉	44	182	67.72	81.55	-1.57	1	1	0
148	黄昏半兽人	44	183	71.49	80.71	1.57	1	1	1
149	黄昏半兽人	44	183	70.61	78.41	1.57	1	1	1
150	黄昏半兽人	44	183	69.18	77	1.57	1	1	1
151	黄昏半兽人	44	183	66.56	76.78	1.57	1	1	1
152	黄昏半兽人	44	183	64.68	78.05	1.57	1	1	1
153	黄昏半兽人	44	183	63.21	79.88	1.57	1	1	1
154	黄昏半兽人	44	183	71.49	80.71	1.57	2	0	1
155	黄昏半兽人	44	183	70.61	78.41	1.57	2	0	1
156	黄昏半兽人	44	183	69.18	77	1.57	2	0	1
157	黄昏半兽人	44	183	66.56	76.78	1.57	2	0	1
158	黄昏半兽人	44	183	64.68	78.05	1.57	2	0	1
159	黄昏半兽人	44	183	63.21	79.88	1.57	2	0	1
160	黄昏半兽人	44	183	71.49	80.71	1.57	3	0	1
161	黄昏半兽人	44	183	70.61	78.41	1.57	3	0	1
162	黄昏半兽人	44	183	69.18	77	1.57	3	0	1
163	黄昏食人魔	44	184	66.56	76.78	1.57	3	0	1
164	黄昏半兽人	44	183	64.68	78.05	1.57	3	0	1
165	黄昏半兽人	44	183	63.21	79.88	1.57	3	0	1
166	要塞守卫（镜头用）	45	185	41.1	31.82	-1.57	1	1	0
167	要塞守卫（镜头用）	45	186	37.49	31.48	-1.57	1	1	0
168	要塞守卫（镜头用）	45	187	33.7	31.23	-1.57	1	1	0
169	要塞守卫（镜头用）	45	188	41.14	21.46	1.57	1	1	0
170	要塞守卫（镜头用）	45	189	37.8	21.31	1.57	1	1	0
171	要塞守卫（镜头用）	45	190	33.9	21.19	1.57	1	1	0
172	要塞守卫	45	193	39.79	29.14	-1.57	1	0	1
173	要塞守卫	45	193	37.48	30.79	-1.57	1	0	1
174	要塞守卫	45	193	33.7	28.37	-1.57	1	0	1
175	要塞守卫	45	193	41.14	24.14	1.57	1	0	1
176	要塞守卫	45	193	37.8	21.85	1.57	1	0	1
177	琳	45	191	53	28.19	-1.57	1	1	0
178	要塞祭司	45	192	30.78	26.11	0	1	1	1
179	机器人	46	194	25.65	59.23	0	1	0	1
180	机器人	46	194	26.65	56.2	1.57	1	0	1
181	机器人	46	194	34.75	63.31	3.14	1	0	1
182	机器人	46	194	35.05	60.81	3.14	1	0	1
183	机器人	46	194	33.97	57.44	3.14	1	0	1
184	机器人	46	194	25.65	59.23	0	2	0	1
185	机器人	46	194	26.65	56.2	1.57	2	0	1
186	机器人	46	194	34.75	63.31	3.14	2	0	1
187	机器人	46	194	35.05	60.81	3.14	2	0	1
188	机器人	46	194	33.97	57.44	3.14	2	0	1
189	机器人	46	194	25.65	59.23	0	3	0	1
190	机器人	46	194	26.65	56.2	1.57	3	0	1
191	机器人	46	194	34.75	63.31	3.14	3	0	1
192	机器人	46	194	35.05	60.81	3.14	3	0	1
193	机器人	46	194	33.97	57.44	3.14	3	0	1
194	坏的机器人	46	195	28.29	56.73	0	3	0	1
195	莉莉丝	47	48	18.47	14.82	1.57	1	1	0
196	蜥蜴人斥候	47	196	19.05	22.66	-1.57	1	1	1
197	蜥蜴人斥候	47	196	16.88	21.41	-1.57	1	1	1
198	蜥蜴人斥候	47	196	21.09	21.85	-1.57	1	1	1
199	蜥蜴人斥候	47	196	23.88	20.67	-1.57	1	1	1
200	蜥蜴人斥候	47	196	25.02	18.13	-1.57	1	1	1
201	蜥蜴人斥候	47	196	15.22	19.23	-1.57	1	1	1
202	蜥蜴人斥候	47	196	19.05	22.66	-1.57	2	0	1
203	蜥蜴人斥候	47	196	16.88	21.41	-1.57	2	0	1
204	蜥蜴人斥候	47	196	21.09	21.85	-1.57	2	0	1
205	蜥蜴人斥候	47	196	23.88	20.67	-1.57	2	0	1
206	蜥蜴人斥候	47	196	25.02	18.13	-1.57	2	0	1
207	蜥蜴人斥候	47	196	15.22	19.23	-1.57	2	0	1
208	蜥蜴人斥候	47	196	19.05	22.66	-1.57	3	0	1
209	蜥蜴人斥候	47	196	16.88	21.41	-1.57	3	0	1
210	蜥蜴人斥候	47	196	21.09	21.85	-1.57	3	0	1
211	蜥蜴人斥候	47	196	23.88	20.67	-1.57	3	0	1
212	蜥蜴人斥候	47	196	25.02	18.13	-1.57	3	0	1
213	蜥蜴人斥候	47	196	15.22	19.23	-1.57	3	0	1
214	斥候队长	47	1163	19.02	20.84	-1.57	3	0	1
215	土著勇士	48	197	27.7	69.35	3.14	1	1	1
216	土著勇士	48	197	27.15	77.28	3.14	1	1	1
217	土著勇士	48	197	24.09	77.82	3.14	1	1	1
218	土著勇士	48	197	25.82	75.21	3.14	1	1	1
219	土著勇士	48	197	25.55	71.75	3.14	1	1	1
220	土著勇士	48	197	22.16	69.09	3.14	1	1	1
221	牛头守卫	48	198	39.22	70.21	3.14	2	0	1
222	牛头守卫	48	198	39.22	72.98	3.14	2	0	1
223	牛头守卫	49	200	80.52	66.78	1.57	1	0	0
224	牛头守卫	49	200	77.29	63.69	1.57	1	0	0
225	牛头守卫	49	200	73.5	63.49	1.57	1	0	0
226	牛头守卫	49	200	68.73	66.65	1.57	1	0	0
227	牛头守卫	49	200	80.43	72.62	-1.57	1	0	0
228	牛头守卫	49	200	77.35	74.85	-1.57	1	0	0
229	牛头守卫	49	200	73.76	74.73	-1.57	1	0	0
230	牛头守卫	49	200	68.21	72.43	-1.57	1	0	0
231	要塞领主	49	199	83.6	69.67	3.14	1	1	1
232	佩特伦	49	201	55.71	72.05	0	1	1	0
233	琳	49	202	56.22	70.14	0	1	1	0
234	弗里德	49	203	55.96	70.91	0	1	1	0
235	修尔克	49	204	55.94	69.16	3.14	1	1	0
236	沙漠狼	52	1109	76.53	67.06	2.355	1	1	1
237	沙漠狼	52	1109	78.28	66.62	2.355	1	1	1
238	沙漠狼	52	1109	74.58	66.83	2.355	1	1	1
239	沙漠狼	52	1109	79.13	69.2	2.355	1	1	1
240	沙漠狼	52	1109	77.2	69.57	2.355	1	1	1
241	沙漠狼	52	1109	75.61	69.08	2.355	1	1	1
242	沙漠狼	52	1109	80.06	66.75	2.355	1	1	1
243	沙漠狼	52	1109	80.9	69.68	2.355	1	1	1
244	沙漠狼	52	1109	76.43	56.17	1.57	2	0	1
245	沙漠狼	52	1109	78.38	56.24	1.57	2	0	1
246	沙漠狼	52	1109	79.71	55.91	1.57	2	0	1
247	沙漠狼	52	1109	75.64	58.52	1.57	2	0	1
248	沙漠狼	52	1109	77.41	58.31	1.57	2	0	1
249	沙漠狼	52	1109	79.36	58.32	1.57	2	0	1
250	沙漠狼	52	1109	81.25	58.45	1.57	2	0	1
251	沙漠狼首领	52	1110	78.23	46.43	1.57	3	0	1
252	毒蝎子	53	1111	72.12	31.45	1.57	1	1	1
253	毒蝎子	53	1111	71.07	32.97	0.755	1	1	1
254	毒蝎子	53	1111	73.98	30.98	1.57	1	1	1
255	毒蝎子	53	1111	75.68	31.6	2.355	1	1	1
256	毒蝎子	53	1111	75.86	33.94	3.14	1	1	1
257	毒蝎子	53	1111	76	36.17	-2.355	1	1	1
258	毒蝎子	53	1111	83.72	26.06	3.14	2	0	1
259	毒蝎子	53	1111	81.72	26.63	3.14	2	0	1
260	毒蝎子	53	1111	81.18	28.98	3.14	2	0	1
261	毒蝎子	53	1111	81.66	31.98	3.14	2	0	1
262	毒蝎子	53	1111	83.58	33.73	3.14	2	0	1
263	毒蝎子	53	1111	85.22	33.65	3.14	2	0	1
264	毒蝎子	53	1111	79.76	26.88	3.14	2	0	1
265	毒蝎子	53	1111	79.87	31.43	3.14	2	0	1
266	毒蝎子	53	1111	81.36	33.95	3.14	2	0	1
267	毒蝎之王	53	1112	91.56	28.84	3.14	3	0	1
268	毒蝎子	53	1111	90.34	26.89	3.14	3	0	0
269	毒蝎子	53	1111	90.39	30.9	3.14	3	0	0
270	毒蝎子	53	1111	89.47	28.27	3.14	3	0	0
271	海因达	54	1117	30.36	19.81	3.14	1	1	0
272	火焰鹰仙子法师	54	1116	47.73	21.92	0	1	1	0
273	火焰鹰仙子法师	54	1115	21.6	20.64	0	1	0	1
274	半兽人祭司	54	1113	23.3	15.92	0	1	0	1
275	半兽人祭司	54	1113	26.04	17.86	0	1	0	1
276	半兽人祭司	54	1113	26.45	23.55	0	1	0	1
277	半兽人祭司	54	1113	22.7	25.7	0	1	0	1
278	半兽人战士	54	1114	29.86	15.04	0	1	0	1
279	半兽人战士	54	1114	32.78	17.2	0	1	0	1
280	半兽人战士	54	1114	29.78	25.82	0	1	0	1
281	半兽人战士	54	1114	32.83	23.85	0	1	0	1
282	废墟卫士	55	1118	13.3	71.47	-0.755	1	1	1
283	废墟卫士	55	1118	15.42	73.62	-0.755	1	1	1
284	废墟之主	55	1119	9.36	81.23	-0.755	2	0	1
285	废墟之主	55	1120	16.99	59.84	-0.755	1	1	0
286	里奇莱	56	1136	31.39	18.81	3.14	1	1	0
287	机械巨猿	56	1121	18.23	12.24	3.14	1	0	1
288	机械巨猿	56	1121	18.55	19.96	3.14	1	0	1
289	机械巨猿	56	1121	19.38	14.02	3.14	1	0	1
290	机械巨猿	56	1121	19.63	18.53	3.14	1	0	1
291	机械巨猿	56	1121	17.67	15.17	3.14	1	0	1
292	机械巨猿	56	1121	17.59	17.52	3.14	1	0	1
293	机械巨猿	56	1121	20.81	15.23	3.14	1	0	1
294	机械巨猿	56	1121	20.83	17.74	3.14	1	0	1
295	机械巨猿	56	1121	18.23	12.24	3.14	2	0	1
296	机械巨猿	56	1121	18.55	19.96	3.14	2	0	1
297	机械巨猿	56	1121	19.38	14.02	3.14	2	0	1
298	机械巨猿	56	1121	19.63	18.53	3.14	2	0	1
299	机械巨猿	56	1121	17.67	15.17	3.14	2	0	1
300	机械巨猿	56	1121	17.59	17.52	3.14	2	0	1
301	机械巨猿	56	1121	20.81	15.23	3.14	2	0	1
302	机械巨猿	56	1121	20.83	17.74	3.14	2	0	1
303	机械巨猿	56	1121	18.23	12.24	3.14	3	0	1
304	机械巨猿	56	1121	18.55	19.96	3.14	3	0	1
305	机械巨猿	56	1121	19.38	14.02	3.14	3	0	1
306	机械巨猿	56	1121	19.63	18.53	3.14	3	0	1
307	机械巨猿	56	1121	17.67	15.17	3.14	3	0	1
308	机械巨猿	56	1121	17.59	17.52	3.14	3	0	1
309	机械巨猿	56	1121	20.81	15.23	3.14	3	0	1
310	机械巨猿	56	1121	20.83	17.74	3.14	3	0	1
311	boss	56	1164	18.82	16.27	3.14	3	0	1
312	机械巨猿	57	1122	18.23	12.24	3.14	1	0	1
313	机械巨猿	57	1122	18.55	19.96	3.14	1	0	1
314	机械巨猿	57	1122	19.38	14.02	3.14	1	0	1
315	机械巨猿	57	1122	19.63	18.53	3.14	1	0	1
316	机械巨猿	57	1122	17.67	15.17	3.14	1	0	1
317	机械巨猿	57	1122	17.59	17.52	3.14	1	0	1
318	机械巨猿	57	1122	20.81	15.23	3.14	1	0	1
319	机械巨猿	57	1122	20.83	17.74	3.14	1	0	1
320	机械巨猿	57	1122	18.23	12.24	3.14	2	0	1
321	机械巨猿	57	1122	18.55	19.96	3.14	2	0	1
322	机械巨猿	57	1122	19.38	14.02	3.14	2	0	1
323	机械巨猿	57	1122	19.63	18.53	3.14	2	0	1
324	机械巨猿	57	1122	17.67	15.17	3.14	2	0	1
325	机械巨猿	57	1122	17.59	17.52	3.14	2	0	1
326	机械巨猿	57	1122	20.81	15.23	3.14	2	0	1
327	机械巨猿	57	1122	20.83	17.74	3.14	2	0	1
328	机械巨猿	57	1122	18.23	12.24	3.14	3	0	1
329	机械巨猿	57	1122	18.55	19.96	3.14	3	0	1
330	机械巨猿	57	1122	19.38	14.02	3.14	3	0	1
331	机械巨猿	57	1122	19.63	18.53	3.14	3	0	1
332	机械巨猿	57	1122	17.67	15.17	3.14	3	0	1
333	机械巨猿	57	1122	17.59	17.52	3.14	3	0	1
334	机械巨猿	57	1122	20.81	15.23	3.14	3	0	1
335	机械巨猿	57	1122	20.83	17.74	3.14	3	0	1
336	钢铁巨猿	57	1123	19.24	16.43	3.14	3	0	1
337	乔安娜	57	1137	11.24	24.03	1.57	1	1	0
338	狮鹫兽	60	1128	31.81	62.09	0	1	1	1
339	赤翼翔狮	60	1129	31.81	62.09	0	2	0	1
340	长炮怪	58	1124	52.5	89.47	3.14	1	0	1
341	长炮怪	58	1124	52.41	84.9	3.14	1	0	1
342	长炮怪	58	1124	53.86	86.8	3.14	1	0	1
343	长臂怪	58	1125	49.71	83.98	1.57	1	0	1
344	长臂怪	58	1125	50.17	90.06	-1.57	1	0	1
345	牛头怪	58	1126	47.39	84.99	0	1	0	1
346	牛头怪	58	1126	47.91	89.15	0	1	0	1
347	牛头怪	58	1126	46.33	86.95	0	1	0	1
348	长炮怪	58	1124	52.5	89.47	3.14	2	0	1
349	长炮怪	58	1124	52.41	84.9	3.14	2	0	1
350	长炮怪	58	1124	53.86	86.8	3.14	2	0	1
351	长臂怪	58	1125	49.71	83.98	1.57	2	0	1
352	长臂怪	58	1125	50.17	90.06	-1.57	2	0	1
353	牛头怪	58	1126	47.39	84.99	0	2	0	1
354	牛头怪	58	1126	47.91	89.15	0	2	0	1
355	牛头怪	58	1126	46.33	86.95	0	2	0	1
356	长炮怪	58	1124	52.5	89.47	3.14	3	0	1
357	长炮怪	58	1124	52.41	84.9	3.14	3	0	1
358	长炮怪	58	1124	53.86	86.8	3.14	3	0	1
359	长臂怪	58	1125	49.71	83.98	1.57	3	0	1
360	长臂怪	58	1125	50.17	90.06	-1.57	3	0	1
361	牛头怪	58	1126	47.39	84.99	0	3	0	1
362	牛头怪	58	1126	47.91	89.15	0	3	0	1
363	牛头怪	58	1126	46.33	86.95	0	3	0	1
364	里奇莱	58	1136	40.58	87.48	0	1	1	0
365	仲裁者	59	1127	63.86	26.49	1.57	1	0	1
366	仲裁者	59	1138	62.63	15.45	1.57	1	1	0
367	乔安娜	59	1137	62.62	15.45	-1.57	1	1	0
368	冰塔僵尸	61	1130	17.79	77.31	1.57	1	1	1
369	冰塔僵尸	61	1130	21.63	76.91	1.57	1	1	1
370	冰塔僵尸	61	1130	25.57	76.77	1.57	1	1	1
371	冰塔僵尸	61	1130	28.62	76.82	1.57	1	1	1
372	冰塔僵尸	61	1130	15.58	79.4	1.57	1	1	1
373	冰塔僵尸	61	1130	20.21	79.2	1.57	1	1	1
374	冰塔僵尸	61	1130	23.81	78.85	1.57	1	1	1
375	冰塔僵尸	61	1130	27.48	78.64	1.57	1	1	1
376	冰塔僵尸	61	1130	13.81	77.18	1.57	1	1	1
377	冰塔僵尸	61	1130	19.74	59.34	1.57	2	0	1
378	冰塔僵尸	61	1130	22.67	59.55	1.57	2	0	1
379	冰塔僵尸	61	1130	25.6	59.74	1.57	2	0	1
380	冰塔僵尸	61	1130	18.64	62.25	1.57	2	0	1
381	冰塔僵尸	61	1130	25.95	62.3	1.57	2	0	1
382	冰塔僵尸	61	1130	26.05	64.98	1.57	2	0	1
383	冰塔僵尸	61	1130	18.64	65.34	1.57	2	0	1
384	冰塔僵尸	61	1130	23.6	65.89	1.57	2	0	1
385	冰塔僵尸	61	1130	23.34	62.63	1.57	2	0	1
386	冰塔僵尸	61	1130	21.19	62.4	1.57	2	0	1
387	冰塔僵尸	61	1130	21.18	65.43	1.57	2	0	1
388	黑杰克	61	1131	6.79	59.98	0	3	0	1
389	艾莉娜	62	1139	72.37	47.73	1.57	1	1	0
390	阿里奥奈尔	62	1141	72.1	45.35	1.57	1	1	0
391	艾琳娜	62	1140	72.23	55.28	-1.57	1	1	0
392	地狱三头犬	62	1132	69.99	52.43	-0.78	1	1	1
393	地狱三头犬	62	1132	74.76	52.74	-2.35	1	1	1
394	地狱三头犬	62	1132	76.31	47.75	3.14	1	1	1
395	地狱三头犬	62	1132	67.86	49.86	-0.5	1	1	1
396	地狱三头犬	62	1132	75.78	51.39	-2.64	1	1	1
397	地狱三头犬	62	1132	67.04	47.96	0	1	1	1
398	地狱三头犬	62	1132	68.34	51.62	-0.78	1	1	1
