Id	Desc	TransferId
12459	职业橙套少林鞋子(90)5阶	42409
12559	职业橙套少林手腕(90)5阶	42509
12659	职业橙套少林武器(90)5阶	42609
12759	职业橙套少林饰品1(90)5阶	42709
12859	职业橙套少林饰品2(90)5阶	42809
12120	职业橙套少林头部(100)1阶	42110
12220	职业橙套少林上衣(100)1阶	42210
12320	职业橙套少林下衣(100)1阶	42310
12420	职业橙套少林鞋子(100)1阶	42410
12520	职业橙套少林手腕(100)1阶	42510
12620	职业橙套少林武器(100)1阶	42610
12720	职业橙套少林饰品1(100)1阶	42710
12820	职业橙套少林饰品2(100)1阶	42810
12130	职业橙套少林头部(100)2阶	42110
12230	职业橙套少林上衣(100)2阶	42210
12330	职业橙套少林下衣(100)2阶	42310
12430	职业橙套少林鞋子(100)2阶	42410
12530	职业橙套少林手腕(100)2阶	42510
12630	职业橙套少林武器(100)2阶	42610
12730	职业橙套少林饰品1(100)2阶	42710
12830	职业橙套少林饰品2(100)2阶	42810
12140	职业橙套少林头部(100)3阶	42110
12240	职业橙套少林上衣(100)3阶	42210
12340	职业橙套少林下衣(100)3阶	42310
12440	职业橙套少林鞋子(100)3阶	42410
12540	职业橙套少林手腕(100)3阶	42510
12640	职业橙套少林武器(100)3阶	42610
12740	职业橙套少林饰品1(100)3阶	42710
12840	职业橙套少林饰品2(100)3阶	42810
12150	职业橙套少林头部(100)4阶	42110
12250	职业橙套少林上衣(100)4阶	42210
12350	职业橙套少林下衣(100)4阶	42310
12450	职业橙套少林鞋子(100)4阶	42410
12550	职业橙套少林手腕(100)4阶	42510
12650	职业橙套少林武器(100)4阶	42610
12750	职业橙套少林饰品1(100)4阶	42710
12850	职业橙套少林饰品2(100)4阶	42810
12160	职业橙套少林头部(100)5阶	42110
12260	职业橙套少林上衣(100)5阶	42210
12360	职业橙套少林下衣(100)5阶	42310
12460	职业橙套少林鞋子(100)5阶	42410
12560	职业橙套少林手腕(100)5阶	42510
12660	职业橙套少林武器(100)5阶	42610
12760	职业橙套少林饰品1(100)5阶	42710
12860	职业橙套少林饰品2(100)5阶	42810
12170	职业橙套少林头部(100)6阶	42110
12270	职业橙套少林上衣(100)6阶	42210
12370	职业橙套少林下衣(100)6阶	42310
12470	职业橙套少林鞋子(100)6阶	42410
12570	职业橙套少林手腕(100)6阶	42510
12670	职业橙套少林武器(100)6阶	42610
12770	职业橙套少林饰品1(100)6阶	42710
12870	职业橙套少林饰品2(100)6阶	42810
12180	职业橙套少林头部(100)7阶	42110
12280	职业橙套少林上衣(100)7阶	42210
12380	职业橙套少林下衣(100)7阶	42310
12480	职业橙套少林鞋子(100)7阶	42410
12580	职业橙套少林手腕(100)7阶	42510
12680	职业橙套少林武器(100)7阶	42610
12780	职业橙套少林饰品1(100)7阶	42710
12880	职业橙套少林饰品2(100)7阶	42810
12190	职业橙套少林头部(100)8阶	42110
12290	职业橙套少林上衣(100)8阶	42210
12390	职业橙套少林下衣(100)8阶	42310
12490	职业橙套少林鞋子(100)8阶	42410
12590	职业橙套少林手腕(100)8阶	42510
12690	职业橙套少林武器(100)8阶	42610
12790	职业橙套少林饰品1(100)8阶	42710
12890	职业橙套少林饰品2(100)8阶	42810
12200	职业橙套少林头部(100)9阶	42110
12300	职业橙套少林上衣(100)9阶	42210
12400	职业橙套少林下衣(100)9阶	42310
12500	职业橙套少林鞋子(100)9阶	42410
12600	职业橙套少林手腕(100)9阶	42510
12700	职业橙套少林武器(100)9阶	42610
12800	职业橙套少林饰品1(100)9阶	42710
12900	职业橙套少林饰品2(100)9阶	42810
12210	职业橙套少林头部(100)10阶	42110
12310	职业橙套少林上衣(100)10阶	42210
12410	职业橙套少林下衣(100)10阶	42310
12510	职业橙套少林鞋子(100)10阶	42410
12610	职业橙套少林手腕(100)10阶	42510
12710	职业橙套少林武器(100)10阶	42610
12810	职业橙套少林饰品1(100)10阶	42710
12910	职业橙套少林饰品2(100)10阶	42810
12221	VIP少林上衣(90)1阶	59013
12321	VIP少林下衣(90)1阶	59031
12621	VIP少林武器(90)1阶	59017
12721	VIP少林饰品1(90)1阶	59035
12231	VIP少林上衣(90)2阶	59013
12331	VIP少林下衣(90)2阶	59031
12631	VIP少林武器(90)2阶	59017
12731	VIP少林饰品1(90)2阶	59035
12241	VIP少林上衣(90)3阶	59013
12341	VIP少林下衣(90)3阶	59031
12641	VIP少林武器(90)3阶	59017
12741	VIP少林饰品1(90)3阶	59035
12251	VIP少林上衣(90)4阶	59013
12351	VIP少林下衣(90)4阶	59031
12651	VIP少林武器(90)4阶	59017
12751	VIP少林饰品1(90)4阶	59035
12261	VIP少林上衣(90)5阶	59013
12361	VIP少林下衣(90)5阶	59031
12661	VIP少林武器(90)5阶	59017
12761	VIP少林饰品1(90)5阶	59035
13118	职业橙套天山头部(80)1阶	43108
13218	职业橙套天山上衣(80)1阶	43208
13318	职业橙套天山下衣(80)1阶	43308
13418	职业橙套天山鞋子(80)1阶	43408
13518	职业橙套天山手腕(80)1阶	43508
13618	职业橙套天山武器(80)1阶	43608
13718	职业橙套天山饰品1(80)1阶	43708
13818	职业橙套天山饰品2(80)1阶	43808
13128	职业橙套天山头部(80)2阶	43108
13228	职业橙套天山上衣(80)2阶	43208
13328	职业橙套天山下衣(80)2阶	43308
13428	职业橙套天山鞋子(80)2阶	43408
13528	职业橙套天山手腕(80)2阶	43508
13628	职业橙套天山武器(80)2阶	43608
13728	职业橙套天山饰品1(80)2阶	43708
13828	职业橙套天山饰品2(80)2阶	43808
13138	职业橙套天山头部(80)3阶	43108
13238	职业橙套天山上衣(80)3阶	43208
13338	职业橙套天山下衣(80)3阶	43308
13438	职业橙套天山鞋子(80)3阶	43408
13538	职业橙套天山手腕(80)3阶	43508
13638	职业橙套天山武器(80)3阶	43608
13738	职业橙套天山饰品1(80)3阶	43708
13838	职业橙套天山饰品2(80)3阶	43808
13148	职业橙套天山头部(80)4阶	43108
13248	职业橙套天山上衣(80)4阶	43208
13348	职业橙套天山下衣(80)4阶	43308
13448	职业橙套天山鞋子(80)4阶	43408
13548	职业橙套天山手腕(80)4阶	43508
13648	职业橙套天山武器(80)4阶	43608
13748	职业橙套天山饰品1(80)4阶	43708
13848	职业橙套天山饰品2(80)4阶	43808
13158	职业橙套天山头部(80)5阶	43108
13258	职业橙套天山上衣(80)5阶	43208
13358	职业橙套天山下衣(80)5阶	43308
13458	职业橙套天山鞋子(80)5阶	43408
13558	职业橙套天山手腕(80)5阶	43508
13658	职业橙套天山武器(80)5阶	43608
13758	职业橙套天山饰品1(80)5阶	43708
13858	职业橙套天山饰品2(80)5阶	43808
13119	职业橙套天山头部(90)1阶	43109
13219	职业橙套天山上衣(90)1阶	43209
13319	职业橙套天山下衣(90)1阶	43309
13419	职业橙套天山鞋子(90)1阶	43409
13519	职业橙套天山手腕(90)1阶	43509
13619	职业橙套天山武器(90)1阶	43609
13719	职业橙套天山饰品1(90)1阶	43709
13819	职业橙套天山饰品2(90)1阶	43809
13129	职业橙套天山头部(90)2阶	43109
13229	职业橙套天山上衣(90)2阶	43209
13329	职业橙套天山下衣(90)2阶	43309
13429	职业橙套天山鞋子(90)2阶	43409
13529	职业橙套天山手腕(90)2阶	43509
13629	职业橙套天山武器(90)2阶	43609
13729	职业橙套天山饰品1(90)2阶	43709
13829	职业橙套天山饰品2(90)2阶	43809
13139	职业橙套天山头部(90)3阶	43109
13239	职业橙套天山上衣(90)3阶	43209
13339	职业橙套天山下衣(90)3阶	43309
13439	职业橙套天山鞋子(90)3阶	43409
13539	职业橙套天山手腕(90)3阶	43509
13639	职业橙套天山武器(90)3阶	43609
13739	职业橙套天山饰品1(90)3阶	43709
13839	职业橙套天山饰品2(90)3阶	43809
13149	职业橙套天山头部(90)4阶	43109
13249	职业橙套天山上衣(90)4阶	43209
13349	职业橙套天山下衣(90)4阶	43309
13449	职业橙套天山鞋子(90)4阶	43409
13549	职业橙套天山手腕(90)4阶	43509
13649	职业橙套天山武器(90)4阶	43609
13749	职业橙套天山饰品1(90)4阶	43709
13849	职业橙套天山饰品2(90)4阶	43809
13159	职业橙套天山头部(90)5阶	43109
13259	职业橙套天山上衣(90)5阶	43209
13359	职业橙套天山下衣(90)5阶	43309
13459	职业橙套天山鞋子(90)5阶	43409
13559	职业橙套天山手腕(90)5阶	43509
13659	职业橙套天山武器(90)5阶	43609
13759	职业橙套天山饰品1(90)5阶	43709
13859	职业橙套天山饰品2(90)5阶	43809
13120	职业橙套天山头部(100)1阶	43110
13220	职业橙套天山上衣(100)1阶	43210
13320	职业橙套天山下衣(100)1阶	43310
13420	职业橙套天山鞋子(100)1阶	43410
13520	职业橙套天山手腕(100)1阶	43510
13620	职业橙套天山武器(100)1阶	43610
13720	职业橙套天山饰品1(100)1阶	43710
13820	职业橙套天山饰品2(100)1阶	43810
13130	职业橙套天山头部(100)2阶	43110
13230	职业橙套天山上衣(100)2阶	43210
13330	职业橙套天山下衣(100)2阶	43310
13430	职业橙套天山鞋子(100)2阶	43410
13530	职业橙套天山手腕(100)2阶	43510
13630	职业橙套天山武器(100)2阶	43610
13730	职业橙套天山饰品1(100)2阶	43710
13830	职业橙套天山饰品2(100)2阶	43810
13140	职业橙套天山头部(100)3阶	43110
13240	职业橙套天山上衣(100)3阶	43210
13340	职业橙套天山下衣(100)3阶	43310
13440	职业橙套天山鞋子(100)3阶	43410
13540	职业橙套天山手腕(100)3阶	43510
13640	职业橙套天山武器(100)3阶	43610
13740	职业橙套天山饰品1(100)3阶	43710
13840	职业橙套天山饰品2(100)3阶	43810
13150	职业橙套天山头部(100)4阶	43110
13250	职业橙套天山上衣(100)4阶	43210
13350	职业橙套天山下衣(100)4阶	43310
13450	职业橙套天山鞋子(100)4阶	43410
13550	职业橙套天山手腕(100)4阶	43510
13650	职业橙套天山武器(100)4阶	43610
13750	职业橙套天山饰品1(100)4阶	43710
13850	职业橙套天山饰品2(100)4阶	43810
13160	职业橙套天山头部(100)5阶	43110
13260	职业橙套天山上衣(100)5阶	43210
13360	职业橙套天山下衣(100)5阶	43310
13460	职业橙套天山鞋子(100)5阶	43410
13560	职业橙套天山手腕(100)5阶	43510
13660	职业橙套天山武器(100)5阶	43610
13760	职业橙套天山饰品1(100)5阶	43710
13860	职业橙套天山饰品2(100)5阶	43810
13170	职业橙套天山头部(100)6阶	43110
13270	职业橙套天山上衣(100)6阶	43210
13370	职业橙套天山下衣(100)6阶	43310
13470	职业橙套天山鞋子(100)6阶	43410
13570	职业橙套天山手腕(100)6阶	43510
13670	职业橙套天山武器(100)6阶	43610
13770	职业橙套天山饰品1(100)6阶	43710
13870	职业橙套天山饰品2(100)6阶	43810
13180	职业橙套天山头部(100)7阶	43110
13280	职业橙套天山上衣(100)7阶	43210
13380	职业橙套天山下衣(100)7阶	43310
13480	职业橙套天山鞋子(100)7阶	43410
13580	职业橙套天山手腕(100)7阶	43510
13680	职业橙套天山武器(100)7阶	43610
13780	职业橙套天山饰品1(100)7阶	43710
13880	职业橙套天山饰品2(100)7阶	43810
13190	职业橙套天山头部(100)8阶	43110
13290	职业橙套天山上衣(100)8阶	43210
13390	职业橙套天山下衣(100)8阶	43310
13490	职业橙套天山鞋子(100)8阶	43410
13590	职业橙套天山手腕(100)8阶	43510
13690	职业橙套天山武器(100)8阶	43610
13790	职业橙套天山饰品1(100)8阶	43710
13890	职业橙套天山饰品2(100)8阶	43810
13200	职业橙套天山头部(100)9阶	43110
13300	职业橙套天山上衣(100)9阶	43210
13400	职业橙套天山下衣(100)9阶	43310
13500	职业橙套天山鞋子(100)9阶	43410
13600	职业橙套天山手腕(100)9阶	43510
13700	职业橙套天山武器(100)9阶	43610
13800	职业橙套天山饰品1(100)9阶	43710
13900	职业橙套天山饰品2(100)9阶	43810
13210	职业橙套天山头部(100)10阶	43110
13310	职业橙套天山上衣(100)10阶	43210
13410	职业橙套天山下衣(100)10阶	43310
13510	职业橙套天山鞋子(100)10阶	43410
13610	职业橙套天山手腕(100)10阶	43510
13710	职业橙套天山武器(100)10阶	43610
13810	职业橙套天山饰品1(100)10阶	43710
13910	职业橙套天山饰品2(100)10阶	43810
13221	VIP天山上衣(90)1阶	59014
13321	VIP天山下衣(90)1阶	59032
13621	VIP天山武器(90)1阶	59018
13721	VIP天山饰品1(90)1阶	59036
13231	VIP天山上衣(90)2阶	59014
13331	VIP天山下衣(90)2阶	59032
13631	VIP天山武器(90)2阶	59018
13731	VIP天山饰品1(90)2阶	59036
13241	VIP天山上衣(90)3阶	59014
13341	VIP天山下衣(90)3阶	59032
13641	VIP天山武器(90)3阶	59018
13741	VIP天山饰品1(90)3阶	59036
13251	VIP天山上衣(90)4阶	59014
13351	VIP天山下衣(90)4阶	59032
13651	VIP天山武器(90)4阶	59018
13751	VIP天山饰品1(90)4阶	59036
13261	VIP天山上衣(90)5阶	59014
13361	VIP天山下衣(90)5阶	59032
13661	VIP天山武器(90)5阶	59018
13761	VIP天山饰品1(90)5阶	59036
14118	职业橙套逍遥头部(80)1阶	44108
14218	职业橙套逍遥上衣(80)1阶	44208
14318	职业橙套逍遥下衣(80)1阶	44308
14418	职业橙套逍遥鞋子(80)1阶	44408
14518	职业橙套逍遥手腕(80)1阶	44508
14618	职业橙套逍遥武器(80)1阶	44608
14718	职业橙套逍遥饰品1(80)1阶	44708
14818	职业橙套逍遥饰品2(80)1阶	44808
14128	职业橙套逍遥头部(80)2阶	44108
14228	职业橙套逍遥上衣(80)2阶	44208
14328	职业橙套逍遥下衣(80)2阶	44308
14428	职业橙套逍遥鞋子(80)2阶	44408
14528	职业橙套逍遥手腕(80)2阶	44508
14628	职业橙套逍遥武器(80)2阶	44608
14728	职业橙套逍遥饰品1(80)2阶	44708
14828	职业橙套逍遥饰品2(80)2阶	44808
14138	职业橙套逍遥头部(80)3阶	44108
14238	职业橙套逍遥上衣(80)3阶	44208
14338	职业橙套逍遥下衣(80)3阶	44308
14438	职业橙套逍遥鞋子(80)3阶	44408
14538	职业橙套逍遥手腕(80)3阶	44508
14638	职业橙套逍遥武器(80)3阶	44608
14738	职业橙套逍遥饰品1(80)3阶	44708
14838	职业橙套逍遥饰品2(80)3阶	44808
14148	职业橙套逍遥头部(80)4阶	44108
14248	职业橙套逍遥上衣(80)4阶	44208
14348	职业橙套逍遥下衣(80)4阶	44308
14448	职业橙套逍遥鞋子(80)4阶	44408
14548	职业橙套逍遥手腕(80)4阶	44508
14648	职业橙套逍遥武器(80)4阶	44608
14748	职业橙套逍遥饰品1(80)4阶	44708
14848	职业橙套逍遥饰品2(80)4阶	44808
14158	职业橙套逍遥头部(80)5阶	44108
14258	职业橙套逍遥上衣(80)5阶	44208
14358	职业橙套逍遥下衣(80)5阶	44308
14458	职业橙套逍遥鞋子(80)5阶	44408
14558	职业橙套逍遥手腕(80)5阶	44508
14658	职业橙套逍遥武器(80)5阶	44608
14758	职业橙套逍遥饰品1(80)5阶	44708
14858	职业橙套逍遥饰品2(80)5阶	44808
14119	职业橙套逍遥头部(90)1阶	44109
14219	职业橙套逍遥上衣(90)1阶	44209
14319	职业橙套逍遥下衣(90)1阶	44309
14419	职业橙套逍遥鞋子(90)1阶	44409
14519	职业橙套逍遥手腕(90)1阶	44509
14619	职业橙套逍遥武器(90)1阶	44609
14719	职业橙套逍遥饰品1(90)1阶	44709
14819	职业橙套逍遥饰品2(90)1阶	44809
14129	职业橙套逍遥头部(90)2阶	44109
14229	职业橙套逍遥上衣(90)2阶	44209
14329	职业橙套逍遥下衣(90)2阶	44309
14429	职业橙套逍遥鞋子(90)2阶	44409
14529	职业橙套逍遥手腕(90)2阶	44509
14629	职业橙套逍遥武器(90)2阶	44609
14729	职业橙套逍遥饰品1(90)2阶	44709
14829	职业橙套逍遥饰品2(90)2阶	44809
14139	职业橙套逍遥头部(90)3阶	44109
14239	职业橙套逍遥上衣(90)3阶	44209
14339	职业橙套逍遥下衣(90)3阶	44309
14439	职业橙套逍遥鞋子(90)3阶	44409
14539	职业橙套逍遥手腕(90)3阶	44509
14639	职业橙套逍遥武器(90)3阶	44609
14739	职业橙套逍遥饰品1(90)3阶	44709
14839	职业橙套逍遥饰品2(90)3阶	44809
14149	职业橙套逍遥头部(90)4阶	44109
14249	职业橙套逍遥上衣(90)4阶	44209
14349	职业橙套逍遥下衣(90)4阶	44309
14449	职业橙套逍遥鞋子(90)4阶	44409
14549	职业橙套逍遥手腕(90)4阶	44509
14649	职业橙套逍遥武器(90)4阶	44609
14749	职业橙套逍遥饰品1(90)4阶	44709
14849	职业橙套逍遥饰品2(90)4阶	44809
14159	职业橙套逍遥头部(90)5阶	44109
14259	职业橙套逍遥上衣(90)5阶	44209
14359	职业橙套逍遥下衣(90)5阶	44309
14459	职业橙套逍遥鞋子(90)5阶	44409
14559	职业橙套逍遥手腕(90)5阶	44509
14659	职业橙套逍遥武器(90)5阶	44609
14759	职业橙套逍遥饰品1(90)5阶	44709
14859	职业橙套逍遥饰品2(90)5阶	44809
14120	职业橙套逍遥头部(100)1阶	44110
14220	职业橙套逍遥上衣(100)1阶	44210
14320	职业橙套逍遥下衣(100)1阶	44310
14420	职业橙套逍遥鞋子(100)1阶	44410
14520	职业橙套逍遥手腕(100)1阶	44510
14620	职业橙套逍遥武器(100)1阶	44610
14720	职业橙套逍遥饰品1(100)1阶	44710
14820	职业橙套逍遥饰品2(100)1阶	44810
14130	职业橙套逍遥头部(100)2阶	44110
14230	职业橙套逍遥上衣(100)2阶	44210
14330	职业橙套逍遥下衣(100)2阶	44310
14430	职业橙套逍遥鞋子(100)2阶	44410
14530	职业橙套逍遥手腕(100)2阶	44510
14630	职业橙套逍遥武器(100)2阶	44610
14730	职业橙套逍遥饰品1(100)2阶	44710
14830	职业橙套逍遥饰品2(100)2阶	44810
14140	职业橙套逍遥头部(100)3阶	44110
14240	职业橙套逍遥上衣(100)3阶	44210
14340	职业橙套逍遥下衣(100)3阶	44310
14440	职业橙套逍遥鞋子(100)3阶	44410
14540	职业橙套逍遥手腕(100)3阶	44510
14640	职业橙套逍遥武器(100)3阶	44610
14740	职业橙套逍遥饰品1(100)3阶	44710
14840	职业橙套逍遥饰品2(100)3阶	44810
14150	职业橙套逍遥头部(100)4阶	44110
14250	职业橙套逍遥上衣(100)4阶	44210
14350	职业橙套逍遥下衣(100)4阶	44310
14450	职业橙套逍遥鞋子(100)4阶	44410
14550	职业橙套逍遥手腕(100)4阶	44510
14650	职业橙套逍遥武器(100)4阶	44610
14750	职业橙套逍遥饰品1(100)4阶	44710
14850	职业橙套逍遥饰品2(100)4阶	44810
14160	职业橙套逍遥头部(100)5阶	44110
14260	职业橙套逍遥上衣(100)5阶	44210
14360	职业橙套逍遥下衣(100)5阶	44310
14460	职业橙套逍遥鞋子(100)5阶	44410
14560	职业橙套逍遥手腕(100)5阶	44510
14660	职业橙套逍遥武器(100)5阶	44610
14760	职业橙套逍遥饰品1(100)5阶	44710
14860	职业橙套逍遥饰品2(100)5阶	44810
14170	职业橙套逍遥头部(100)6阶	44110
14270	职业橙套逍遥上衣(100)6阶	44210
14370	职业橙套逍遥下衣(100)6阶	44310
14470	职业橙套逍遥鞋子(100)6阶	44410
14570	职业橙套逍遥手腕(100)6阶	44510
14670	职业橙套逍遥武器(100)6阶	44610
14770	职业橙套逍遥饰品1(100)6阶	44710
14870	职业橙套逍遥饰品2(100)6阶	44810
14180	职业橙套逍遥头部(100)7阶	44110
14280	职业橙套逍遥上衣(100)7阶	44210
14380	职业橙套逍遥下衣(100)7阶	44310
14480	职业橙套逍遥鞋子(100)7阶	44410
14580	职业橙套逍遥手腕(100)7阶	44510
14680	职业橙套逍遥武器(100)7阶	44610
14780	职业橙套逍遥饰品1(100)7阶	44710
14880	职业橙套逍遥饰品2(100)7阶	44810
14190	职业橙套逍遥头部(100)8阶	44110
14290	职业橙套逍遥上衣(100)8阶	44210
14390	职业橙套逍遥下衣(100)8阶	44310
14490	职业橙套逍遥鞋子(100)8阶	44410
14590	职业橙套逍遥手腕(100)8阶	44510
14690	职业橙套逍遥武器(100)8阶	44610
14790	职业橙套逍遥饰品1(100)8阶	44710
14890	职业橙套逍遥饰品2(100)8阶	44810
14200	职业橙套逍遥头部(100)9阶	44110
14300	职业橙套逍遥上衣(100)9阶	44210
14400	职业橙套逍遥下衣(100)9阶	44310
14500	职业橙套逍遥鞋子(100)9阶	44410
14600	职业橙套逍遥手腕(100)9阶	44510
14700	职业橙套逍遥武器(100)9阶	44610
14800	职业橙套逍遥饰品1(100)9阶	44710
14900	职业橙套逍遥饰品2(100)9阶	44810
14210	职业橙套逍遥头部(100)10阶	44110
14310	职业橙套逍遥上衣(100)10阶	44210
14410	职业橙套逍遥下衣(100)10阶	44310
14510	职业橙套逍遥鞋子(100)10阶	44410
14610	职业橙套逍遥手腕(100)10阶	44510
14710	职业橙套逍遥武器(100)10阶	44610
14810	职业橙套逍遥饰品1(100)10阶	44710
14910	职业橙套逍遥饰品2(100)10阶	44810
14221	VIP逍遥上衣(90)1阶	59015
14321	VIP逍遥下衣(90)1阶	59033
14621	VIP逍遥武器(90)1阶	59019
14721	VIP逍遥饰品1(90)1阶	59037
14231	VIP逍遥上衣(90)2阶	59015
14331	VIP逍遥下衣(90)2阶	59033
14631	VIP逍遥武器(90)2阶	59019
14731	VIP逍遥饰品1(90)2阶	59037
14241	VIP逍遥上衣(90)3阶	59015
14341	VIP逍遥下衣(90)3阶	59033
14641	VIP逍遥武器(90)3阶	59019
14741	VIP逍遥饰品1(90)3阶	59037
14251	VIP逍遥上衣(90)4阶	59015
14351	VIP逍遥下衣(90)4阶	59033
14651	VIP逍遥武器(90)4阶	59019
14751	VIP逍遥饰品1(90)4阶	59037
14261	VIP逍遥上衣(90)5阶	59015
14361	VIP逍遥下衣(90)5阶	59033
14661	VIP逍遥武器(90)5阶	59019
14761	VIP逍遥饰品1(90)5阶	59037
15118	职业橙套大理头部(80)1阶	45108
15218	职业橙套大理上衣(80)1阶	45208
15318	职业橙套大理下衣(80)1阶	45308
15418	职业橙套大理鞋子(80)1阶	45408
15518	职业橙套大理手腕(80)1阶	45508
15618	职业橙套大理武器(80)1阶	45608
15718	职业橙套大理饰品1(80)1阶	45708
15818	职业橙套大理饰品2(80)1阶	45808
15128	职业橙套大理头部(80)2阶	45108
15228	职业橙套大理上衣(80)2阶	45208
15328	职业橙套大理下衣(80)2阶	45308
15428	职业橙套大理鞋子(80)2阶	45408
15528	职业橙套大理手腕(80)2阶	45508
15628	职业橙套大理武器(80)2阶	45608
15728	职业橙套大理饰品1(80)2阶	45708
15828	职业橙套大理饰品2(80)2阶	45808
15138	职业橙套大理头部(80)3阶	45108
15238	职业橙套大理上衣(80)3阶	45208
15338	职业橙套大理下衣(80)3阶	45308
15438	职业橙套大理鞋子(80)3阶	45408
15538	职业橙套大理手腕(80)3阶	45508
15638	职业橙套大理武器(80)3阶	45608
15738	职业橙套大理饰品1(80)3阶	45708
15838	职业橙套大理饰品2(80)3阶	45808
15148	职业橙套大理头部(80)4阶	45108
15248	职业橙套大理上衣(80)4阶	45208
15348	职业橙套大理下衣(80)4阶	45308
