ImpactID	Desc	Name	IsForever	MaxOverlayCount	MaxBuffCount	IsNeedNoticeClient	BuffIcon	BuffType	LogicID	DelayTime	EffectId	PlayTime	IsRemoveEffectFadeOut	FadeOutRule	MutexcollectionId	Mutexpriority	ParamValue_01	ParamValue_02	ParamValue_03	ParamValue_04	ParamValue_05	ParamValue_06	ParamValue_07	ParamValue_08	ParamValue_09	ParamValue_10	ParamValue_11	ParamValue_12	ParamValue_13	ParamValue_14	ParamValue_15	IsEffectToObj	StartMotionID	IsFellowTallent
5020	类型伤害	淬毒1级	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	130	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5021	类型伤害	淬毒2级	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	150	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5022	类型伤害	淬毒3级	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	180	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5023	类型伤害	淬毒4级	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	220	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5024	类型伤害	淬毒5级	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	260	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5025	定时派发子伤害buff	淬毒1级持续伤害派发	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	0	0	0	1000	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5026	定时派发子伤害buff	淬毒2级持续伤害派发	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	0	0	0	1500	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5027	定时派发子伤害buff	淬毒3级持续伤害派发	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	0	0	0	1800	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5028	定时派发子伤害buff	淬毒4级持续伤害派发	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	0	0	0	2200	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5029	定时派发子伤害buff	淬毒5级持续伤害派发	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	0	0	0	2500	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5030	类型伤害	削铁1级	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5031	类型伤害	削铁2级	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	120	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5032	类型伤害	削铁3级	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	140	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5033	类型伤害	削铁4级	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	170	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5034	类型伤害	削铁5级	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	200	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5040	类型伤害	横扫1级	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	130	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5041	类型伤害	横扫2级	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	160	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5042	类型伤害	横扫3级	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	190	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5043	类型伤害	横扫4级	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	230	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5044	类型伤害	横扫5级	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	280	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5050	类型伤害	阳炎1级	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	20	0	0	1000	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5051	类型伤害	阳炎2级	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	23	0	0	1200	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5052	类型伤害	阳炎3级	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	27	0	0	1400	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5053	类型伤害	阳炎4级	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	33	0	0	1700	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5054	类型伤害	阳炎5级	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	40	0	0	2000	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5080	无类型伤害buff	荆棘之狩1级伤害buff	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	0	0	0	1500	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5081	无类型伤害buff	荆棘之狩2级伤害buff	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	0	0	0	2000	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5082	无类型伤害buff	荆棘之狩3级伤害buff	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	0	0	0	2800	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5083	无类型伤害buff	荆棘之狩4级伤害buff	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	0	0	0	3800	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
5084	无类型伤害buff	荆棘之狩5级伤害buff	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	0	0	0	5000	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
6001	类型伤害	人型普攻	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	10000	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
7001	类型伤害	怪物普攻1级	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	10000	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
7002	类型伤害	改装型X5普攻1级	0	-1	-1	0	-1	0	0	300	-1	-1	0	2	-1	-1	10000	0	0	0	0	0	0	0	0	0	0	0	3	100	-1	127	-1	0
25100	暴击派发buff	群兽怒吼1级	0	-1	-1	1	baoji	1	2	0	-1	-1	0	3	-1	-1	45100	16	1	10	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
25101	暴击派发buff	群兽怒吼2级	0	-1	-1	1	baoji	1	2	0	-1	-1	0	3	-1	-1	45101	16	1	10	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
25102	暴击派发buff	群兽怒吼3级	0	-1	-1	1	baoji	1	2	0	-1	-1	0	3	-1	-1	45102	16	1	10	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
25103	暴击派发buff	群兽怒吼4级	0	-1	-1	1	baoji	1	2	0	-1	-1	0	3	-1	-1	45103	16	1	10	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
25104	暴击派发buff	群兽怒吼5级	0	-1	-1	1	baoji	1	2	0	-1	-1	0	3	-1	-1	45104	16	1	10	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
37010	普攻无类型伤害buff	demo期boss普攻	0	-1	-1	0	-1	0	0	0	8	0	0	2	-1	-1	10000	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37011	技能1无类型伤害buff	demo期boss直线aoe	0	-1	-1	0	-1	1	3	0	-1	-1	0	2	-1	-1	300	150	37014	4	3	8	2	-1	9999	-1	-1	-1	-1	-1	-1	127	-1	0
37012	技能2无类型伤害buff	demo期boss扇形aoe	0	-1	-1	0	-1	1	3	0	-1	-1	0	2	-1	-1	0	0	37015	4	2	6	120	-1	9999	-1	-1	-1	-1	-1	-1	127	-1	0
37013	技能3无类型伤害buff	demo期boss大招	0	-1	-1	0	-1	1	3	0	-1	-1	0	2	-1	-1	1000	200	37016	4	1	6	-1	-1	9999	-1	-1	-1	-1	-1	-1	127	-1	0
37014	技能1无类型伤害子buff	demo期boss直线aoe_伤害	0	-1	-1	0	-1	0	0	0	8	0	0	2	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37015	技能2无类型伤害子buff	demo期boss扇形aoe_伤害	0	-1	-1	0	-1	0	0	0	8	0	0	2	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37016	技能3无类型伤害子buff	demo期boss大招_伤害	0	-1	-1	0	-1	0	0	0	8	0	0	2	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37017	技能3击退buff	demo期boss大招击退	0	-1	-1	0	-1	1	3	1000	-1	-1	0	2	-1	-1	0	0	37018	4	1	6	-1	-1	9999	-1	-1	-1	-1	-1	-1	127	-1	0
37018	技能3击退效果	demo期boss大招击退效果	0	-1	-1	1	-1	1	18	0	-1	-1	0	-1	-1	-1	100	4	100	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
37019	技能1眩晕buff	demo期boss直线aoe眩晕	0	-1	-1	0	-1	1	3	0	-1	-1	0	2	-1	-1	0	0	37020	4	3	8	2	-1	9999	-1	-1	-1	-1	-1	-1	127	-1	0
37020	技能1眩晕效果	demo期boss直线aoe眩晕效果	0	-1	-1	1	-1	0	8	0	122	1	1	-1	-1	-1	3000	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	127	252	0
37021	瑟克萨斯技能伤害	瑟克萨斯技能伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	2	-1	-1	200	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37022	赤炎樱魔技能1buff	赤炎樱魔技能1伤害派发	0	-1	-1	0	-1	1	3	0	-1	-1	0	2	-1	-1	2000	200	37023	4	1	3	-1	-1	9999	-1	-1	-1	-1	-1	-1	127	-1	0
37023	赤炎樱魔技能1伤害子buff	赤炎樱魔技能1_伤害	0	-1	-1	0	-1	0	0	0	8	0	0	2	-1	-1	20	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37024	赤炎魔影	加血	0	-1	-1	0	-1	1	5	0	-1	-1	0	-1	-1	-1	0	200	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
37025	赤炎魔影	伤害火焰	0	-1	-1	0	-1	0	3	0	-1	-1	0	-1	-1	-1	1900	1900	37026	4	2	4	180	-1	5	-1	-1	-1	-1	-1	-1	127	-1	0
37026	赤炎魔影	伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	-1	200	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37027	定时派发伤害	转换型X01技能	0	-1	-1	0	-1	0	2	0	-1	-1	0	-1	-1	-1	37028	4	2	3	180	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
37028	伤害类型	X01技能1伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37029	定时派发多段伤害	转换型X01技能2段	0	-1	-1	0	-1	0	2	1100	-1	-1	0	-1	-1	-1	37030	4	2	3	180	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
37030	伤害类型	X01技能2段伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37031	定时派发多段伤害	X01技能2	0	-1	-1	0	-1	0	3	0	-1	-1	0	-1	-1	-1	500	100	37032	4	2	3	180	-1	3	-1	-1	-1	-1	-1	-1	127	-1	0
37032	定时派发多段伤害	X01技能2伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37033	定时派发伤害	废墟卫士技能	0	-1	-1	0	-1	0	2	0	-1	-1	0	-1	-1	-1	37034	4	3	4	2	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
37034	伤害类型	技能伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37035	增加防御buff	技能X01	0	-1	-1	0	-1	1	4	0	-1	-1	0	-1	-1	-1	5	0	3000	-1	0	0	-1	0	0	2000	-1	0	0	-1	-1	127	-1	0
37036	定时派发伤害	转换型X02技能1	0	-1	-1	0	-1	0	2	0	-1	-1	0	-1	-1	-1	37037	4	1	3	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
37037	伤害类型	X02伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37038	定时派发伤害	仲裁者技能1	0	-1	-1	0	-1	0	2	0	-1	-1	0	-1	-1	-1	37039	4	3	4	2	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
37039	伤害类型	技能1伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	-1	200	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37040	定时派发多段伤害	仲裁者技能2	0	-1	-1	0	-1	0	3	0	-1	-1	0	-1	-1	-1	450	90	37041	4	1	4	-1	-1	5	-1	-1	-1	-1	-1	-1	127	-1	0
37041	伤害类型	技能2伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37042	定时派发伤害	火焰应仙子	0	-1	-1	0	-1	0	2	0	-1	-1	0	-1	-1	-1	37043	4	1	5	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
37043	伤害类型	仙子伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37044	定时派发伤害	火焰鹰仙子技能2	0	-1	-1	0	-1	0	2	0	-1	-1	0	-1	-1	-1	37045	4	1	5	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
37045	伤害类型	技能2伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37046	定时派发伤害	废墟之主技能	0	-1	-1	0	-1	0	3	0	-1	-1	0	-1	-1	-1	300	150	37047	4	1	4	-1	-1	5	-1	-1	-1	-1	-1	-1	127	-1	0
37047	伤害类型	技能伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37048	定时派发伤害	废墟之主技能2	0	-1	-1	0	-1	0	2	0	-1	-1	0	-1	-1	-1	37049	4	1	5	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
37049	伤害类型	技能伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37050	定时派发伤害	机械之灵	0	-1	-1	0	-1	0	3	0	-1	-1	0	-1	-1	-1	400	100	37051	4	1	4	-1	-1	5	-1	-1	-1	-1	-1	-1	127	-1	0
37051	伤害类型	技能伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37052	定时派发伤害	心魔制造者技能1	0	-1	-1	0	-1	0	2	0	-1	-1	0	-1	-1	-1	37053	4	1	5	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
37053	伤害类型	制造者伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37054	定时派发眩晕	心魔制造者技能1	0	-1	-1	0	-1	0	2	0	-1	-1	0	-1	-1	-1	37055	4	1	5	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
37055	派发眩晕	心魔制造者技能1	0	-1	-1	1	-1	0	8	0	122	1	1	-1	-1	-1	2000	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	127	252	0
37056	定时派发多段伤害	心魔制造技能2	0	-1	-1	0	-1	0	2	0	-1	-1	0	-1	-1	-1	37057	4	1	3	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
37057	伤害类型	技能伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37058	定时派发多段伤害	木乃伊技能	0	-1	-1	0	-1	0	2	0	-1	-1	0	-1	-1	-1	37059	4	1	5	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
37059	伤害类型	技能伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37060	定时派发多段伤害	冰冻鬼王技能	0	-1	-1	0	-1	0	2	0	-1	-1	0	-1	-1	-1	37061	4	1	5	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
37061	伤害类型	技能伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37062	定时派发多段伤害	幽灵学者	0	-1	-1	0	-1	0	3	0	-1	-1	0	-1	-1	-1	1000	200	37063	4	1	5	-1	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
37063	定时派发多段伤害	技能伤害1	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37064	增加防御buff	幽灵学者技能2	0	-1	-1	1	-1	1	4	0	645	1	1	2	10	1	5	0	3000	6	0	3000	-1	0	0	4000	-1	0	0	-1	-1	127	-1	0
37065	定时派发伤害	幽灵爵士	0	-1	-1	0	-1	0	2	0	-1	-1	-1	-1	-1	-1	37066	4	1	5	-1	-1	10	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
37066	减少攻击力	减攻击力	0	-1	-1	0	-1	0	4	0	465	1	1	2	50	1	3	0	-3000	4	0	-3000	0	0	0	3000	0	0	-1	-1	-1	127	-1	0
37067	定时派发伤害	普攻	0	-1	-1	0	-1	0	2	0	-1	-1	-1	-1	-1	-1	37068	4	3	3	2	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	0
37068	伤害类型	普攻伤害	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	-1	125	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37069	定时派发	火焰技能	0	-1	-1	0	-1	0	3	0	-1	-1	0	-1	-1	-1	1400	200	37070	4	1	5	-1	-1	200	-1	-1	-1	-1	-1	-1	127	-1	0
37070	伤害类型	火焰技能	0	-1	-1	0	-1	0	0	0	-1	-1	0	-1	-1	-1	300	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	127	-1	0
37071	反弹BUFF	世界BOSS技能2	0	-1	-1	0	-1	1	21	0	645	0	1	2	37	1	37072	-1	-1	-1	-1	-1	10000	-1	7000	1	1	-1	-1	-1	-1	127	-1	0
37072	反弹减速	攻击力和移动速度	0	-1	-1	0	-1	0	4	0	-1	-1	0	-1	-1	-1	3	0	-3000	4	0	-3000	15	0	-4000	3000	-1	0	0	-1	-1	127	-1	0
39999	GM专用群伤BUFF	GM专用群伤BUFF	1	1	-1	0	-1	1	3	0	-1	-1	0	-1	-1	-1	14000	1000	7001	4	1	8	-1	-1	10	-1	-1	-1	-1	-1	-1	127	-1	0
44604	类型减速单次	十字斩1级	0	-1	-1	0	-1	0	4	0	-1	1	1	-1	13	1	15	0	-8000	-1	0	0	-1	0	0	5000	-1	0	0	-1	-1	127	-1	0
44605	类型减速单次	十字斩2级	0	-1	-1	0	-1	0	4	0	-1	1	1	-1	13	2	15	0	-8000	-1	0	0	-1	0	0	5000	-1	0	0	-1	-1	127	-1	0
44606	类型减速单次	十字斩3级	0	-1	-1	0	-1	0	4	0	-1	1	1	-1	13	3	15	0	-8000	-1	0	0	-1	0	0	5000	-1	0	0	-1	-1	127	-1	0
44607	类型减速单次	十字斩4级	0	-1	-1	0	-1	0	4	0	-1	1	1	-1	13	4	15	0	-8500	-1	0	0	-1	0	0	5000	-1	0	0	-1	-1	127	-1	0
44608	类型减速单次	十字斩5级	0	-1	-1	0	-1	0	4	0	-1	1	1	-1	13	5	15	0	-8500	-1	0	0	-1	0	0	5000	-1	0	0	-1	-1	127	-1	0
44609	类型减速单次	十字斩6级	0	-1	-1	0	-1	0	4	0	-1	1	1	-1	13	6	15	0	-8500	-1	0	0	-1	0	0	5000	-1	0	0	-1	-1	127	-1	0
44610	类型减速单次	十字斩7级	0	-1	-1	0	-1	0	4	0	-1	1	1	-1	13	7	15	0	-8500	-1	0	0	-1	0	0	5000	-1	0	0	-1	-1	127	-1	0
44611	类型减速单次	十字斩8级	0	-1	-1	0	-1	0	4	0	-1	1	1	-1	13	8	15	0	-9000	-1	0	0	-1	0	0	5000	-1	0	0	-1	-1	127	-1	0
44612	类型减速单次	十字斩9级	0	-1	-1	0	-1	0	4	0	-1	1	1	-1	13	9	15	0	-9000	-1	0	0	-1	0	0	5000	-1	0	0	-1	-1	127	-1	0
44613	类型减速单次	十字斩10级	0	-1	-1	0	-1	0	4	0	-1	1	1	-1	13	10	15	0	-9000	-1	0	0	-1	0	0	5000	-1	0	0	-1	-1	127	-1	0
45030	固定数值减防	削铁1级减放	0	-1	-1	0	-1	0	4	0	-1	-1	0	-1	16	1	5	0	-1000	6	0	-1000	-1	0	0	3000	-1	0	0	-1	-1	127	-1	0
45031	固定数值减防	削铁2级减放	0	-1	-1	0	-1	0	4	0	-1	-1	0	-1	16	2	5	0	-1200	6	0	-1200	-1	0	0	3000	-1	0	0	-1	-1	127	-1	0
45032	固定数值减防	削铁3级减放	0	-1	-1	0	-1	0	4	0	-1	-1	0	-1	16	3	5	0	-1400	6	0	-1400	-1	0	0	3000	-1	0	0	-1	-1	127	-1	0
