Id	Desc	Name	CookDuration	OpenLevel	RewardItemID_1	RewardItemNum_1	RewardItemID_2	RewardItemNum_2	RewardItemID_3	RewardItemNum_3	Money	BindYuanBao	PlayerExp	RestaurantExp	CostYuanBao	Icon
43	金币晶体3	青金石	14400	3	-1	0	-1	0	-1	0	1382	0	0	48	5	jinbi
44	金币晶体3	青金石	28800	3	-1	0	-1	0	-1	0	2073	0	0	96	5	jinbi
45	道具晶体1（合金）	月明合金	1800	3	2012	20	-1	0	-1	0	0	0	0	6	5	Hejin
46	道具晶体1（合金）	月明合金	14400	3	2012	140	-1	0	-1	0	0	0	0	48	5	Hejin
47	道具晶体1（合金）	月明合金	28800	3	2012	210	-1	0	-1	0	0	0	0	96	5	Hejin
48	道具晶体2（合金）	日落合金	1800	3	2013	10	-1	0	-1	0	0	0	0	6	5	Hejin
49	道具晶体2（合金）	日落合金	14400	3	2013	70	-1	0	-1	0	0	0	0	48	5	Hejin
50	道具晶体2（合金）	日落合金	28800	3	2013	100	-1	0	-1	0	0	0	0	96	5	Hejin
51	道具晶体3（合金）	深海合金	1800	3	2014	10	-1	0	-1	0	0	0	0	6	5	Hejin
52	道具晶体3（合金）	深海合金	14400	3	2014	30	-1	0	-1	0	0	0	0	48	5	Hejin
53	道具晶体3（合金）	深海合金	28800	3	2014	40	-1	0	-1	0	0	0	0	96	5	Hejin
54	道具晶体1（魔晶）	金晶	1800	3	2021	20	-1	0	-1	0	0	0	0	6	5	Hechengjingti_1
55	道具晶体1（魔晶）	金晶	14400	3	2021	140	-1	0	-1	0	0	0	0	48	5	Hechengjingti_1
56	道具晶体1（魔晶）	金晶	28800	3	2021	210	-1	0	-1	0	0	0	0	96	5	Hechengjingti_1
57	道具晶体2（魔晶）	红玉	1800	3	2022	10	-1	0	-1	0	0	0	0	6	5	Hechengjingti_2
58	道具晶体2（魔晶）	红玉	14400	3	2022	70	-1	0	-1	0	0	0	0	48	5	Hechengjingti_2
59	道具晶体2（魔晶）	红玉	28800	3	2022	100	-1	0	-1	0	0	0	0	96	5	Hechengjingti_2
60	道具晶体3（魔晶）	月长石	1800	3	2023	10	-1	0	-1	0	0	0	0	6	5	Hechengjingti_3
61	道具晶体3（魔晶）	月长石	14400	3	2023	30	-1	0	-1	0	0	0	0	48	5	Hechengjingti_3
62	道具晶体3（魔晶）	月长石	28800	3	2023	40	-1	0	-1	0	0	0	0	96	5	Hechengjingti_3
63	道具晶体1（维生素）	维生素C	600	3	2030	20	-1	0	-1	0	0	0	0	6	5	Weishengsu
64	道具晶体1（维生素）	维生素C	4800	3	2030	140	-1	0	-1	0	0	0	0	48	5	Weishengsu
65	道具晶体1（维生素）	维生素C	9600	3	2030	210	-1	0	-1	0	0	0	0	96	5	Weishengsu
66	道具晶体2（维生素）	维生素B12	600	3	2031	10	-1	0	-1	0	0	0	0	6	5	Weishengsu
67	道具晶体2（维生素）	维生素B12	4800	3	2031	70	-1	0	-1	0	0	0	0	48	5	Weishengsu
68	道具晶体2（维生素）	维生素B12	9600	3	2031	100	-1	0	-1	0	0	0	0	96	5	Weishengsu
69	道具晶体3（维生素）	维生素B6	600	3	2032	10	-1	0	-1	0	0	0	0	6	5	Weishengsu
70	道具晶体3（维生素）	维生素B6	4800	3	2032	30	-1	0	-1	0	0	0	0	48	5	Weishengsu
71	道具晶体3（维生素）	维生素B6	9600	3	2032	40	-1	0	-1	0	0	0	0	96	5	Weishengsu
72	经验晶体4	经验晶树	1800	4	-1	0	-1	0	-1	0	0	0	2952	6	5	playerexp
73	经验晶体4	经验晶树	14400	4	-1	0	-1	0	-1	0	0	0	18892	48	5	playerexp
74	经验晶体4	经验晶树	28800	4	-1	0	-1	0	-1	0	0	0	28339	96	5	playerexp
75	金币晶体4	祖母绿	1800	4	-1	0	-1	0	-1	0	288	0	0	6	5	jinbi
76	金币晶体4	祖母绿	14400	4	-1	0	-1	0	-1	0	1843	0	0	48	5	jinbi
77	金币晶体4	祖母绿	28800	4	-1	0	-1	0	-1	0	2764	0	0	96	5	jinbi
78	道具晶体1（合金）	沙尘合金	1800	4	2012	30	-1	0	-1	0	0	0	0	6	5	Hejin
79	道具晶体1（合金）	沙尘合金	14400	4	2012	180	-1	0	-1	0	0	0	0	48	5	Hejin
80	道具晶体1（合金）	沙尘合金	28800	4	2012	260	-1	0	-1	0	0	0	0	96	5	Hejin
81	道具晶体2（合金）	丹铅合金	1800	4	2013	10	-1	0	-1	0	0	0	0	6	5	Hejin
82	道具晶体2（合金）	丹铅合金	14400	4	2013	90	-1	0	-1	0	0	0	0	48	5	Hejin
83	道具晶体2（合金）	丹铅合金	28800	4	2013	130	-1	0	-1	0	0	0	0	96	5	Hejin
84	道具晶体3（合金）	碧钴合金	1800	4	2014	10	-1	0	-1	0	0	0	0	6	5	Hejin
85	道具晶体3（合金）	碧钴合金	14400	4	2014	40	-1	0	-1	0	0	0	0	48	5	Hejin
86	道具晶体3（合金）	碧钴合金	28800	4	2014	50	-1	0	-1	0	0	0	0	96	5	Hejin
87	道具晶体4（合金）	翡翠合金	1800	4	2015	10	-1	0	-1	0	0	0	0	6	5	Hejin
88	道具晶体4（合金）	翡翠合金	14400	4	2015	40	-1	0	-1	0	0	0	0	48	5	Hejin
89	道具晶体4（合金）	翡翠合金	28800	4	2015	50	-1	0	-1	0	0	0	0	96	5	Hejin
90	道具晶体1（魔晶）	黄玉	1800	4	2021	30	-1	0	-1	0	0	0	0	6	5	Hechengjingti_1
91	道具晶体1（魔晶）	黄玉	14400	4	2021	180	-1	0	-1	0	0	0	0	48	5	Hechengjingti_1
92	道具晶体1（魔晶）	黄玉	28800	4	2021	260	-1	0	-1	0	0	0	0	96	5	Hechengjingti_1
93	道具晶体2（魔晶）	鸽血红	1800	4	2022	10	-1	0	-1	0	0	0	0	6	5	Hechengjingti_2
94	道具晶体2（魔晶）	鸽血红	14400	4	2022	90	-1	0	-1	0	0	0	0	48	5	Hechengjingti_2
95	道具晶体2（魔晶）	鸽血红	28800	4	2022	130	-1	0	-1	0	0	0	0	96	5	Hechengjingti_2
96	道具晶体3（魔晶）	托帕石	1800	4	2023	10	-1	0	-1	0	0	0	0	6	5	Hechengjingti_3
97	道具晶体3（魔晶）	托帕石	14400	4	2023	40	-1	0	-1	0	0	0	0	48	5	Hechengjingti_3
98	道具晶体3（魔晶）	托帕石	28800	4	2023	50	-1	0	-1	0	0	0	0	96	5	Hechengjingti_3
99	道具晶体4（魔晶）	猫眼石	1800	4	2024	10	-1	0	-1	0	0	0	0	6	5	Hechengjingti_4
100	道具晶体4（魔晶）	猫眼石	14400	4	2024	40	-1	0	-1	0	0	0	0	48	5	Hechengjingti_4
101	道具晶体4（魔晶）	猫眼石	28800	4	2024	50	-1	0	-1	0	0	0	0	96	5	Hechengjingti_4
102	道具晶体1（维生素）	维生素B1	600	4	2030	30	-1	0	-1	0	0	0	0	6	5	Weishengsu
103	道具晶体1（维生素）	维生素B1	4800	4	2030	180	-1	0	-1	0	0	0	0	48	5	Weishengsu
104	道具晶体1（维生素）	维生素B1	9600	4	2030	260	-1	0	-1	0	0	0	0	96	5	Weishengsu
105	道具晶体2（维生素）	维生素D	600	4	2031	10	-1	0	-1	0	0	0	0	6	5	Weishengsu
106	道具晶体2（维生素）	维生素D	4800	4	2031	90	-1	0	-1	0	0	0	0	48	5	Weishengsu
107	道具晶体2（维生素）	维生素D	9600	4	2031	130	-1	0	-1	0	0	0	0	96	5	Weishengsu
108	道具晶体3（维生素）	维生素E	600	4	2032	10	-1	0	-1	0	0	0	0	6	5	Weishengsu
109	道具晶体3（维生素）	维生素E	4800	4	2032	40	-1	0	-1	0	0	0	0	48	5	Weishengsu
110	道具晶体3（维生素）	维生素E	9600	4	2032	50	-1	0	-1	0	0	0	0	96	5	Weishengsu
111	道具晶体4（维生素）	维生素K	600	4	2033	10	-1	0	-1	0	0	0	0	6	5	Weishengsu
112	道具晶体4（维生素）	维生素K	4800	4	2033	40	-1	0	-1	0	0	0	0	48	5	Weishengsu
113	道具晶体4（维生素）	维生素K	9600	4	2033	50	-1	0	-1	0	0	0	0	96	5	Weishengsu
114	经验菜5	经验晶脉	1800	5	-1	0	-1	0	-1	0	0	0	3312	6	5	playerexp
115	经验菜5	经验晶脉	14400	5	-1	0	-1	0	-1	0	0	0	21196	48	5	playerexp
116	经验菜5	经验晶脉	28800	5	-1	0	-1	0	-1	0	0	0	31795	96	5	playerexp
117	金币菜5	琥珀石	1800	5	-1	0	-1	0	-1	0	324	0	0	6	5	jinbi
118	金币菜5	琥珀石	14400	5	-1	0	-1	0	-1	0	2073	0	0	48	5	jinbi
119	金币菜5	琥珀石	28800	5	-1	0	-1	0	-1	0	3110	0	0	96	5	jinbi
120	道具菜1（合金）	麒麟合金	1800	5	2012	30	-1	0	-1	0	0	0	0	6	5	Hejin
121	道具菜1（合金）	麒麟合金	14400	5	2012	200	-1	0	-1	0	0	0	0	48	5	Hejin
122	道具菜1（合金）	麒麟合金	28800	5	2012	290	-1	0	-1	0	0	0	0	96	5	Hejin
123	道具菜2（合金）	火凤合金	1800	5	2013	20	-1	0	-1	0	0	0	0	6	5	Hejin
124	道具菜2（合金）	火凤合金	14400	5	2013	100	-1	0	-1	0	0	0	0	48	5	Hejin
125	道具菜2（合金）	火凤合金	28800	5	2013	150	-1	0	-1	0	0	0	0	96	5	Hejin
126	道具菜3（合金）	白虎合金	1800	5	2014	20	-1	0	-1	0	0	0	0	6	5	Hejin
127	道具菜3（合金）	白虎合金	14400	5	2014	100	-1	0	-1	0	0	0	0	48	5	Hejin
128	道具菜3（合金）	白虎合金	28800	5	2014	150	-1	0	-1	0	0	0	0	96	5	Hejin
129	道具菜4（合金）	龙神合金	1800	5	2015	10	-1	0	-1	0	0	0	0	6	5	Hejin
130	道具菜4（合金）	龙神合金	14400	5	2015	40	-1	0	-1	0	0	0	0	48	5	Hejin
131	道具菜4（合金）	龙神合金	28800	5	2015	60	-1	0	-1	0	0	0	0	96	5	Hejin
132	道具菜1（魔晶）	黄碧玺	1800	5	2021	30	-1	0	-1	0	0	0	0	6	5	Hechengjingti_1
133	道具菜1（魔晶）	黄碧玺	14400	5	2021	200	-1	0	-1	0	0	0	0	48	5	Hechengjingti_1
134	道具菜1（魔晶）	黄碧玺	28800	5	2021	290	-1	0	-1	0	0	0	0	96	5	Hechengjingti_1
135	道具菜2（魔晶）	红碧玺	1800	5	2022	20	-1	0	-1	0	0	0	0	6	5	Hechengjingti_2
136	道具菜2（魔晶）	红碧玺	14400	5	2022	100	-1	0	-1	0	0	0	0	48	5	Hechengjingti_2
137	道具菜2（魔晶）	红碧玺	28800	5	2022	150	-1	0	-1	0	0	0	0	96	5	Hechengjingti_2
138	道具菜3（魔晶）	坦桑石	1800	5	2023	20	-1	0	-1	0	0	0	0	6	5	Hechengjingti_3
139	道具菜3（魔晶）	坦桑石	14400	5	2023	100	-1	0	-1	0	0	0	0	48	5	Hechengjingti_3
140	道具菜3（魔晶）	坦桑石	28800	5	2023	150	-1	0	-1	0	0	0	0	96	5	Hechengjingti_3
141	道具菜4（魔晶）	孔雀石	1800	5	2024	10	-1	0	-1	0	0	0	0	6	5	Hechengjingti_4
142	道具菜4（魔晶）	孔雀石	14400	5	2024	40	-1	0	-1	0	0	0	0	48	5	Hechengjingti_4
143	道具菜4（魔晶）	孔雀石	28800	5	2024	60	-1	0	-1	0	0	0	0	96	5	Hechengjingti_4
144	道具菜1（维生素）	维生素B3	600	5	2030	30	-1	0	-1	0	0	0	0	6	5	Weishengsu
145	道具菜1（维生素）	维生素B3	4800	5	2030	200	-1	0	-1	0	0	0	0	48	5	Weishengsu
146	道具菜1（维生素）	维生素B3	9600	5	2030	290	-1	0	-1	0	0	0	0	96	5	Weishengsu
147	道具菜2（维生素）	维生素B9	600	5	2031	20	-1	0	-1	0	0	0	0	6	5	Weishengsu
148	道具菜2（维生素）	维生素B9	4800	5	2031	100	-1	0	-1	0	0	0	0	48	5	Weishengsu
149	道具菜2（维生素）	维生素B9	9600	5	2031	150	-1	0	-1	0	0	0	0	96	5	Weishengsu
150	道具菜3（维生素）	维生素B4	600	5	2032	20	-1	0	-1	0	0	0	0	6	5	Weishengsu
151	道具菜3（维生素）	维生素B4	4800	5	2032	100	-1	0	-1	0	0	0	0	48	5	Weishengsu
152	道具菜3（维生素）	维生素B4	9600	5	2032	150	-1	0	-1	0	0	0	0	96	5	Weishengsu
153	道具菜4（维生素）	未命名维生素	600	5	2033	10	-1	0	-1	0	0	0	0	6	5	Weishengsu
154	道具菜4（维生素）	未命名维生素	4800	5	2033	40	-1	0	-1	0	0	0	0	48	5	Weishengsu
155	道具菜4（维生素）	未命名维生素	9600	5	2033	60	-1	0	-1	0	0	0	0	96	5	Weishengsu
