Id	Desc	Name	Icon	Tips	ClassID	SubClassID	ThirdClassID	Quality	MinLevelRequire	MaxLevelRequire	CanUse	BindType	CanSell	SellPrice	SellMoneyType	MaxStackSize	ProfessionRequire	SortId	CompoundType	CompondLevel	MaxStorageCount	HyperLinkColor	SoundID	ExistTime	DropIcon	DropScaling	DropEffectId	CanThrow	Exp	IsCanConsign	IsCanCangKu	IsCanQianKunDai	IsCanBatchUse	IsNeedAddRemind
8	测试用	GM剑-双剑士	ShuangJianShi_10_wuqi	少侠，愿你有一份不悔的姻缘	1	1	1	1	1	200	0	0	1	10	0	1	1	1000	1	1	1	1	1	-1	DiaoLuo_WuQi_DaLi	0.005	-1	0	100	0	1	0	1	0
9	测试用	GM剑-弓箭手	Equip-weapon	少侠，愿你有一份不悔的姻缘	1	1	1	1	1	200	0	0	1	10	0	1	2	1000	1	1	1	1	1	-1	DiaoLuo_WuQi_DaLi	0.005	-1	0	100	0	1	0	1	0
10	测试用	GM剑-魔导士	Equip-weapon	传说中留美酱用过的武器	1	1	1	1	1	200	0	0	1	10	0	1	3	1000	1	1	1	1	1	-1	DiaoLuo_WuQi_DaLi	0.005	-1	0	100	0	1	0	1	0
11	测试用	GM剑-丐帮	Equip-weapon	少侠，愿你有一份不悔的姻缘	1	1	1	1	1	200	0	0	1	10	0	1	4	1000	1	1	1	1	1	-1	DiaoLuo_WuQi_DaLi	0.005	-1	0	100	0	1	0	1	0
12	测试用	护腕	ShuangJianShi_10_huwan	护腕	1	5	1	5	1	200	0	0	1	170	0	1	1	1000	1	1	9999	5	1	-1	DiaoLuo_HuWan	0.005	-1	0	100	0	1	0	1	0
13	测试用	鞋子	ShuangJianShi_10_xiezi	鞋子	1	6	1	5	1	200	0	0	1	170	0	1	1	1000	1	1	9999	5	1	-1	DiaoLuo_WuQi_ShaoLin	0.005	-1	0	100	0	1	0	1	0
14	测试用	饰品1	ShuangJianShi_10_xianglian	饰品1	1	7	1	5	1	200	0	0	1	170	0	1	1	1000	1	1	9999	5	1	-1	DiaoLuo_WuQi_ShaoLin	0.005	-1	0	150	0	1	0	1	0
15	测试用	饰品2	Equip-ring	饰品2	1	8	1	5	1	200	0	0	1	170	0	1	1	1000	1	1	9999	5	1	-1	DiaoLuo_WuQi_ShaoLin	0.005	-1	0	150	0	1	0	1	0
16	测试用	骑乘	Ride1	骑乘	8	1	1	4	1	200	0	0	1	100	0	1	-1	3000	1	1	9999	4	1	-1	DiaoLuo_ZuoQi	0.005	-1	0	0	0	1	0	1	0
17	测试用	时装	Equip-clothes	时装	7	1	1	4	1	200	0	0	1	100	0	1	-1	4000	1	1	9999	4	1	-1	DiaoLuo_ShiZhuang	0.005	-1	0	0	0	1	0	1	0
18	测试用	宠物令牌	Pet	宠物令牌	9	1	1	4	1	200	0	0	1	100	0	1	-1	9000	1	1	9999	4	1	-1	DiaoLuo_HuoBanLingPai	0.005	-1	0	0	0	1	0	1	0
19	测试用	打造图	PetSkillBook	打造图	2	1	1	1	1	200	0	0	1	10	0	1	-1	7200	1	1	9999	1	1	-1	DiaoLuo_DaZaoTu	0.005	-1	0	0	0	1	0	1	0
20	测试用	生活材料	StrengthStone	生活材料	2	2	1	1	1	200	0	0	1	10	0	999	-1	6800	1	1	9999	1	1	-1	DiaoLuo_DaZaoCaiLiao	0.005	-1	0	0	0	1	0	1	0
21	测试用	庄园种子	Box	庄园种子	2	3	1	1	1	200	0	0	1	10	0	999	-1	6801	1	1	9999	1	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	0
22	装备强化材料（装备强化引导）	磁芯碎片	cixinsuipian	拥有自然神力的装备强化材料，提供500点强化经验。10个磁芯碎片可通过工匠之盒升级为1个完整磁芯。	3	2	1	3	1	200	0	2	1	50	0	99	-1	8900	1	1	9999	3	1	-1	DiaoLuo_XuanTie	0.005	-1	0	500	0	1	1	1	0
23	装备强化材料	磁芯碎片	cixinsuipian	拥有自然神力的装备强化材料，提供500点强化经验。10个磁芯碎片可通过工匠之盒升级为1个完整磁芯。	3	2	1	3	1	200	0	2	1	50	0	99	-1	8900	1	1	9999	3	1	-1	DiaoLuo_XuanTie	0.005	-1	0	500	0	1	1	1	0
24	装备强化材料	打星石	daxingshi	用于装备提升星阶的普通合剂	3	3	1	3	1	200	0	2	1	50	0	99	-1	8800	1	1	9999	3	1	-1	DiaoLuo_BaoShi	0.005	-1	0	0	0	1	0	1	1
25	测试用	宠物技能书	PetSkillBook	宠物技能书	3	4	1	3	1	200	0	1	1	50	0	99	-1	7300	1	1	9999	3	1	-1	DiaoLuo_HuoBanLingPai	0.005	-1	0	0	0	1	0	1	0
26	测试用	测试用-宠物资质胶囊	Potion	测试用-宠物资质胶囊	3	5	1	3	1	200	0	1	1	50	0	99	-1	7100	1	1	9999	3	1	-1	DiaoLuo_HuoBanLingPai	0.005	-1	0	0	0	1	0	1	0
27	测试用	修炼胶囊	Potion	修炼胶囊	3	6	1	3	1	200	0	1	1	50	0	99	-1	8700	1	1	9999	3	1	-1	DiaoLuo_ZhenZhu	0.005	-1	0	0	0	1	0	1	0
28	魔灵材料	冰魄神胶囊	Potion	传说为龙王之子的内胶囊，可令人容颜不老。赠之于魔灵，可使魔灵进化，提升属性。	3	7	1	3	1	200	0	2	1	50	0	999	-1	7600	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	0
29	绑定点券	绑定点券	bdyuanbao	绑定点券	4	1	1	2	1	200	0	1	1	25	0	99	-1	9400	1	1	9999	2	1	-1	DiaoLuo_YuanBao	0.005	-1	0	0	0	1	0	1	0
30	金币	金币	jinbi	金币	4	2	1	2	1	200	0	1	1	25	0	99	-1	9300	1	1	9999	2	1	-1	DiaoLuo_BaoShi	0.005	-1	0	0	0	1	0	1	0
31	礼包	礼包	libao	礼包	4	3	1	2	1	200	1	1	1	25	0	99	-1	9500	1	1	9999	2	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	0
32	体能药剂	体能药剂	Potion	体能药剂	4	4	1	2	1	200	1	1	1	25	0	99	-1	8600	1	1	9999	2	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	0
33	经验胶囊	经验胶囊	dongtaijingyanjiaonang	经验胶囊	4	5	1	2	1	200	1	1	1	25	0	99	-1	8500	1	1	9999	2	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	0
34	双倍胶囊绑定	玉灵胶囊	xianshishuangbeiyaoji	具有提神醒脑之功效；使用后1小时内杀敌所获得的经验奖励额外提高100%。重复使用可叠加持续时间。	4	6	1	5	1	200	1	1	1	170	0	99	-1	8400	1	1	9999	2	1	-1	DiaoLuo_BaoShi	0.005	-1	0	0	0	1	0	1	0
35	喇叭	废弃	kuoyinqi	世界频道喊话道具	4	7	1	2	1	200	1	1	1	25	0	99	-1	8300	1	1	9999	2	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	0
36	测试用	九花玉露丸	Potion	红药剂	5	1	1	1	1	200	1	1	1	10	0	99	-1	8200	1	1	9999	1	1	-1	DiaoLuo_HongYao	0.005	-1	0	0	0	1	0	1	0
37	测试用	雪莲凝气散	Potion	蓝药剂	5	2	1	1	1	200	1	1	1	10	0	99	-1	8200	1	1	9999	1	1	-1	DiaoLuo_LanYao	0.005	-1	0	0	0	1	0	1	0
38	测试用	属性增强	Potion	属性增强	5	3	1	1	1	200	1	1	1	10	0	99	-1	8000	1	1	9999	1	1	-1	DiaoLuo_ShuXingYao	0.005	-1	0	0	0	1	0	1	0
39	测试用	任务道具	Box	任务道具	6	1	1	1	1	200	0	1	0	10	0	99	-1	9998	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
40	佣兵令牌	剑宗弟子	Box	任务道具	6	1	1	1	1	200	0	1	0	10	0	99	-1	9997	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
41	控制元件	控制元件	jixiebujian	好像是附带了方便控制的指令的机械元件。	6	1	1	1	1	200	0	1	0	10	0	99	-1	9996	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
42	黑豹胆	黑豹胆	Box	任务道具	6	1	1	1	1	200	0	1	0	10	0	99	-1	9995	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
43	驱蚊草	驱蚊草	quwencao	有香气，具有顽强生命力的植物	6	1	1	1	1	200	0	1	0	10	0	99	-1	9994	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
44	驱虫剂	驱虫剂	quchongji	具有驱杀生命体内寄生虫的作用	6	1	1	1	1	200	1	1	0	10	0	99	-1	9999	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
45	金币补给	金币补给	jinbi	使用可以获得50000金币	4	8	1	3	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
46	【同34】双倍胶囊绑定	玉灵胶囊	Potion	绑定	4	6	1	5	1	200	1	1	1	170	0	99	-1	8400	1	1	9999	2	1	-1	DiaoLuo_BaoShi	0.005	-1	0	0	0	1	0	1	0
47	【同34】双倍胶囊绑定	玉灵胶囊	Potion	具有提神醒脑之功效；使用后1小时内杀敌所获得的经验奖励额外提高100%。重复使用可叠加持续时间。	4	6	1	5	1	200	1	1	1	170	0	99	-1	8400	1	1	9999	2	1	-1	DiaoLuo_BaoShi	0.005	-1	0	0	0	1	0	1	0
48	结婚戒指 - 求婚前	一见倾心（奢）	Box	[ffff33]关关雎鸠，在河之洲。窈窕淑女，君子好逑。[33cc66]使用：向心爱的人求婚。[ffff33]唯一物品，不可重复获得，成亲后可在苏州[迎宾]处免费开启一次花车巡游。	6	1	1	4	1	200	0	2	0	100	0	1	-1	9999	1	1	1	4	-1	-1	DiaoLuo_JieZhi	0.005	-1	0	0	0	1	0	1	0
49	结婚礼包	结婚礼包	Box	[33cc66]开启可获得如下物品：[时装：新婚礼服]、[骑乘：结婚马车][ffff33]唯一物品，不可重复获得	4	8	1	4	1	200	1	1	0	100	0	1	-1	9500	1	1	1	4	-1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	0
50	结婚戒指 - 结婚后	鸳鸯戏水	Box	[ffff33]关关雎鸠，在河之洲。窈窕淑女，君子好逑。[33cc66]结婚纪念戒指[ffff33]唯一物品，不可重复获得。使用后可传送到配偶身边，特殊场景除外，冷却时间5分钟。	6	2	1	4	1	200	1	1	0	100	0	1	-1	9999	1	1	1	4	-1	-1	DiaoLuo_JieZhi	0.005	-1	1	0	0	0	0	1	0
51	野猪肉	野猪肉	yezhurou	肉质鲜嫩香醇，野味浓郁	6	1	1	1	1	200	0	1	0	10	0	99	-1	9992	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
52	真气修炼胶囊	真气胶囊	weiliangAXP	服用后可以增加1000点真气	3	6	1	3	1	200	1	1	1	50	0	99	-1	9992	1	1	9999	3	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	1	0	1	0
53	书信	书信	Box	藏有秘密的信函	6	1	1	1	1	200	0	1	0	10	0	99	-1	9991	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
54	奇怪的机械部件	奇怪的机械部件	qiguaijixiebujian	一个奇怪的机械部件，具体功能……	6	1	1	1	1	200	0	1	0	10	0	99	-1	9992	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
55	魔力矿石	魔力矿石	tongyongmolingsuipian	一块散发着微光的矿石，看起来像是有魔力的样子……	6	1	1	1	1	200	0	1	0	10	0	99	-1	9992	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
57	灵芝	灵芝	Box	任务道具	6	1	1	1	1	200	0	1	0	10	0	99	-1	9989	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
58	魂玉	魂玉	Box	任务道具	6	1	1	1	1	200	0	1	0	10	0	99	-1	9988	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	0	0	1	0
59	雾影寻踪	追踪雷达	jixiebujian	“什么！你又找到我了！”追踪道具，在【社交】界面使用，可将您快速传送到好友或仇人的附近。	2	1	1	1	1	200	0	2	1	10	0	999	-1	9999	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	0
60	装备强化材料	完整磁芯	wanzhengcixin	拥有大地神力的装备强化材料，提供5000点强化经验。10个完整磁芯可通过工匠之盒升级为1个优质磁芯。	3	2	1	4	1	200	0	2	1	100	0	99	-1	8900	1	1	9999	4	1	-1	DiaoLuo_XuanTie	0.005	-1	0	5000	0	1	1	1	1
61	装备强化材料	优质磁芯	wanzhengcixin	拥有宇宙神力的装备强化材料，提供50000点强化经验。	3	2	1	5	1	200	0	2	1	170	0	99	-1	8900	1	1	9999	5	1	-1	DiaoLuo_XuanTie	0.005	-1	0	50000	0	1	0	1	1
104	符文炼化符	符文转换符	fuwenzhuanhuan	将此道具和一颗符文放入工匠之盒合成，可得到相同等级的随机属性符文。	3	3	1	1	1	200	0	0	1	10	0	999	-1	9992	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	1	1	1	0
105	魔灵碎片转化符	魔灵转换药剂	molingzhuanhuanyaoji	将此道具和任意魂器碎片放入工匠之盒合成，可随机得到1枚新的魂器碎片。	3	3	1	1	1	200	0	0	1	10	0	999	-1	9992	1	1	9999	1	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	1	0	1	0
106	技能书重修之笔	重修之笔	PetSkillBook	将此道具和任意宠物技能书放入工匠之盒合成，可随机得到1本新的随机品质的宠物技能书。	3	4	1	2	1	200	0	0	1	25	0	999	-1	9992	1	1	9999	2	1	-1	DiaoLuo_RenWuDaoJu	0.005	-1	0	0	0	1	1	1	0
111	1级符文包	1级符文礼包	fudai	使用后随机获得1级符文。	4	8	1	3	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
112	2级符文包	2级符文礼包	fudai	使用后随机获得2级符文。	4	8	1	4	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
113	3级符文包	3级符文礼包	fudai	使用后随机获得3级符文。	4	8	1	4	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
114	4级符文包	4级符文礼包	fudai	使用后随机获得4级符文。	4	8	1	5	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
115	5级符文包	5级符文礼包	fudai	使用后随机获得5级符文。	4	8	1	5	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
116	6级符文包	6级符文礼包	fudai	使用后随机获得6级符文。	4	8	1	5	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
117	7级符文包	7级符文礼包	fudai	使用后随机获得7级符文。	4	8	1	5	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
125	魔灵礼包	魔灵礼包	Box	使用后随机获得1枚通用魔灵碎片。	4	8	1	4	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
126	普通魔灵礼包	普通魔灵礼包	Box	使用后随机获得1枚普通魔灵碎片。	4	8	1	3	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
127	稀有魔灵礼包	稀有魔灵礼包	Box	使用后随机获得1枚稀有魔灵碎片。	4	8	1	4	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
128	极品魔灵礼包	极品魔灵礼包	Box	使用后随机获得1枚极品魔灵碎片。	4	8	1	5	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
130	宠物技能书(火）	宠物技能书礼包(火）	Box	使用后随机获得一本火系宠物技能书。	4	8	1	4	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
131	宠物技能书(气）	宠物技能书礼包(气）	Box	使用后随机获得一本气系宠物技能书。	4	8	1	4	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
132	宠物技能书(水）	宠物技能书礼包(水）	Box	使用后随机获得一本水系宠物技能书。	4	8	1	4	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
133	宠物技能书(地）	宠物技能书礼包(地）	Box	使用后随机获得一本地系宠物技能书。	4	8	1	4	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
134	宠物技能书	宠物技能书礼包	Box	使用后随机获得一本宠物技能书。	4	8	1	4	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
135	宠物技能升级书	宠物技能升级书礼包	Box	使用后随机获得一本宠物技能升级书。	4	8	1	3	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
140	宠物宝宝蛋	宠物宝宝蛋礼包	Box	使用后随机获得一个宠物宝宝蛋。	4	8	1	4	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
141	宠物宝宝蛋(火）	宠物宝宝蛋礼包(火）	Box	使用后随机获得一个火系宠物宝宝蛋。	4	8	1	4	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
142	宠物宝宝蛋(气）	宠物宝宝蛋礼包(气）	Box	使用后随机获得一个气系宠物宝宝蛋。	4	8	1	4	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
143	宠物宝宝蛋(水）	宠物宝宝蛋礼包(水）	Box	使用后随机获得一个水系宠物宝宝蛋。	4	8	1	4	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
144	宠物宝宝蛋(地）	宠物宝宝蛋礼包(地）	Box	使用后随机获得一个地系宠物宝宝蛋。	4	8	1	4	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
149	成年宠物蛋	成年宠物蛋礼包	Box	使用后随机获得一个成年宠物蛋。	4	8	1	3	1	200	1	1	0	50	0	99	-1	9501	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
181	狂战变身技能书3	狂战变身技能书礼包	yinjianxin	可以获得狂战变身第3技能激活书	4	8	1	5	1	200	1	0	0	100	0	99	0	9500	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
182	双剑变身技能书3	双剑变身技能书礼包	yinjianxin	可以获得双剑变身第3技能激活书	4	8	1	5	1	200	1	0	0	100	0	99	1	9500	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
183	魔导变身技能书3	魔导变身技能书礼包	yinjianxin	可以获得魔导变身第3技能激活书	4	8	1	5	1	200	1	0	0	100	0	99	3	9500	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
184	弓箭变身技能书3	弓箭变身技能书礼包	yinjianxin	可以获得弓箭变身第3技能激活书	4	8	1	5	1	200	1	0	0	100	0	99	2	9500	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
200	变身技能书3	变身技能书礼包	yinjianxin	可以获得职业变身3技能激活书	4	8	1	5	1	200	1	0	0	100	0	99	-1	9500	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
201	30级职业橙色武器	30级职业橙色武器礼包	huangjinbaoxiang	可以获得30级职业橙色武器	4	8	1	5	1	200	1	0	0	100	0	99	-1	9500	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
202	60级职业橙色装备	60级职业橙色装备礼包	huangjinbaoxiang	可以获得60级职业橙色装备套装	4	8	1	5	1	200	1	0	0	100	0	99	-1	9500	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
203	狂战职业橙色装备（60）	狂战60级职业橙色装备礼包	huangjinbaoxiang	可以获得狂战60级橙色装备套装	4	8	1	5	1	200	1	0	0	100	0	99	0	9500	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
204	双剑职业橙色装备（60）	双剑60级职业橙色装备礼包	huangjinbaoxiang	可以获得双剑60级橙色装备套装	4	8	1	5	1	200	1	0	0	100	0	99	1	9500	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
205	魔导职业橙色装备（60）	魔导60级职业橙色装备礼包	huangjinbaoxiang	可以获得魔导60级橙色装备套装	4	8	1	5	1	200	1	0	0	100	0	99	3	9500	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
206	弓箭职业橙色装备（60）	弓箭60级职业橙色装备礼包	huangjinbaoxiang	可以获得弓箭60级橙色装备套装	4	8	1	5	1	200	1	0	0	100	0	99	2	9500	-1	-1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
2000	40级戒指打造图	40级戒指打造图	Jiezhi_1	打造雷兽戒指（40级）的必备材料。戒指可能被打造成绿色至橙色品质。可在商城购买，或参加公会战、世界BOSS活动获得。	2	1	1	3	1	200	0	0	1	50	0	999	-1	7601	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	1	1	1
2001	60级戒指打造图	60级戒指打造图	Jiezhi_2	打造冬啸戒指（60级）的必备材料。戒指可能被打造成绿色至橙色品质。可在商城购买，或参加公会战、世界BOSS活动有几率获得。	2	1	1	3	1	200	0	0	1	50	0	999	-1	7601	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
2002	80级戒指打造图	80级戒指打造图	Jiezhi_3	打造德鲁伊戒指（80级）的必备材料。戒指可能被打造成绿色至橙色品质。可在商城购买，或参加公会战、世界BOSS活动有几率获得。	2	1	1	3	1	200	0	0	1	50	0	999	-1	7601	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
2003	100级戒指打造图	100级戒指打造图	Jiezhi_4	打造神迹戒指（100级）的必备材料。戒指可能被打造成绿色至橙色品质。可在商城购买，或参加公会战、世界BOSS活动有几率获得。	2	1	1	3	1	200	0	0	1	50	0	999	-1	7601	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
2004	110级戒指打造图	110级戒指打造图	PetSkillBook	110级戒指打造图	2	1	1	3	1	200	0	0	1	50	0	999	-1	7601	1	1	9999	3	1	-1	DiaoLuo_HongSeJinNang	0.005	-1	0	0	0	1	0	1	1
