Id	Desc	BelleId	Level	MainLevel	SubLevel	Duration	ConsumeType_1	ConsumeSubType_1	ConsumeNum_1	ConsumeType_2	ConsumeSubType_2	ConsumeNum_2	AttrType_1	AttrValue_1	AttrType_2	AttrValue_2	AttrType_3	AttrValue_3	AttrType_4	AttrValue_4	AttrType_5	AttrValue_5	AttrType_6	AttrValue_6
11		0	11	2	2	2400	5	59064	5	2	1	5500	1001	243	10	32	8	0	1001	0	1000	0	0	0
12		0	12	2	3	2700	5	59064	5	2	1	6000	1001	243	10	48	8	0	1001	0	1000	0	0	0
13		0	13	2	4	3600	5	59064	5	2	1	6500	1001	243	10	64	8	0	1001	0	1000	0	0	0
14		0	14	2	5	5400	5	59064	5	2	1	7000	1001	243	10	80	8	0	1001	0	1000	0	0	0
15		0	15	2	6	7200	5	59064	5	2	1	7500	1001	243	10	96	8	0	1001	0	1000	0	0	0
16		0	16	2	7	9000	5	59064	5	2	1	8000	1001	243	10	112	8	0	1001	0	1000	0	0	0
17		0	17	2	8	10800	5	59064	5	2	1	8500	1001	243	10	128	8	0	1001	0	1000	0	0	0
18		0	18	2	9	12600	5	59064	5	2	1	9000	1001	243	10	144	8	0	1001	0	1000	0	0	0
19		0	19	3	1	14400	5	59064	10	2	1	19000	1001	243	10	144	8	16	1001	0	1000	0	0	0
20		0	20	3	2	16200	5	59064	10	2	1	20000	1001	243	10	144	8	32	1001	0	1000	0	0	0
21		0	21	3	3	18000	5	59064	10	2	1	21000	1001	243	10	144	8	48	1001	0	1000	0	0	0
22		0	22	3	4	21600	5	59064	10	2	1	22000	1001	243	10	144	8	64	1001	0	1000	0	0	0
23		0	23	3	5	25200	5	59064	10	2	1	23000	1001	243	10	144	8	80	1001	0	1000	0	0	0
24		0	24	3	6	28800	5	59064	10	2	1	24000	1001	243	10	144	8	96	1001	0	1000	0	0	0
25		0	25	3	7	36000	5	59064	10	2	1	25000	1001	243	10	144	8	112	1001	0	1000	0	0	0
26		0	26	3	8	43200	5	59064	10	2	1	26000	1001	243	10	144	8	128	1001	0	1000	0	0	0
27		0	27	3	9	50400	5	59064	10	2	1	27000	1001	243	10	144	8	144	1001	0	1000	0	0	0
28		0	28	4	1	57600	5	59064	15	2	1	42000	1001	243	10	144	8	144	1001	17	1000	0	0	0
29		0	29	4	2	64800	5	59064	15	2	1	43500	1001	243	10	144	8	144	1001	34	1000	0	0	0
30		0	30	4	3	72000	5	59064	15	2	1	45000	1001	243	10	144	8	144	1001	51	1000	0	0	0
31		0	31	4	4	86400	5	59064	15	2	1	46500	1001	243	10	144	8	144	1001	68	1000	0	0	0
32		0	32	4	5	100800	5	59064	15	2	1	48000	1001	243	10	144	8	144	1001	85	1000	0	0	0
33		0	33	4	6	115200	5	59064	15	2	1	49500	1001	243	10	144	8	144	1001	102	1000	0	0	0
34		0	34	4	7	129600	5	59064	15	2	1	51000	1001	243	10	144	8	144	1001	119	1000	0	0	0
35		0	35	4	8	151200	5	59064	15	2	1	52500	1001	243	10	144	8	144	1001	136	1000	0	0	0
36		0	36	4	9	172800	5	59064	15	2	1	54000	1001	243	10	144	8	144	1001	153	1000	0	0	0
37		0	37	5	1	194400	5	59064	20	2	1	74000	1001	243	10	144	8	144	1001	153	1000	24	0	0
38		0	38	5	2	216000	5	59064	20	2	1	76000	1001	243	10	144	8	144	1001	153	1000	48	0	0
39		0	39	5	3	237600	5	59064	20	2	1	78000	1001	243	10	144	8	144	1001	153	1000	72	0	0
40		0	40	5	4	259200	5	59064	20	2	1	80000	1001	243	10	144	8	144	1001	153	1000	96	0	0
41		0	41	5	5	280800	5	59064	20	2	1	82000	1001	243	10	144	8	144	1001	153	1000	120	0	0
42		0	42	5	6	302400	5	59064	20	2	1	84000	1001	243	10	144	8	144	1001	153	1000	144	0	0
43		0	43	5	7	324000	5	59064	20	2	1	86000	1001	243	10	144	8	144	1001	153	1000	168	0	0
44		0	44	5	8	345600	5	59064	20	2	1	88000	1001	243	10	144	8	144	1001	153	1000	192	0	0
45		0	45	5	9	367200	5	59064	20	2	1	90000	1001	243	10	144	8	144	1001	153	1000	216	0	0
46		1	1	1	1	60	5	59055	1	2	1	100	1000	39	9	0	7	0	1001	0	1000	0	0	0
47		1	2	1	2	120	5	59055	1	2	1	200	1000	78	9	0	7	0	1001	0	1000	0	0	0
48		1	3	1	3	300	5	59055	1	2	1	300	1000	117	9	0	7	0	1001	0	1000	0	0	0
49		1	4	1	4	480	5	59055	2	2	1	800	1000	156	9	0	7	0	1001	0	1000	0	0	0
50		1	5	1	5	600	5	59055	2	2	1	1000	1000	195	9	0	7	0	1001	0	1000	0	0	0
51		1	6	1	6	900	5	59055	2	2	1	1200	1000	234	9	0	7	0	1001	0	1000	0	0	0
52		1	7	1	7	1200	5	59055	2	2	1	1400	1000	273	9	0	7	0	1001	0	1000	0	0	0
53		1	8	1	8	1500	5	59055	2	2	1	1600	1000	312	9	0	7	0	1001	0	1000	0	0	0
54		1	9	1	9	1800	5	59055	2	2	1	1800	1000	351	9	0	7	0	1001	0	1000	0	0	0
55		1	10	2	1	2100	5	59055	5	2	1	5000	1000	351	9	16	7	0	1001	0	1000	0	0	0
56		1	11	2	2	2400	5	59055	5	2	1	5500	1000	351	9	32	7	0	1001	0	1000	0	0	0
57		1	12	2	3	2700	5	59055	5	2	1	6000	1000	351	9	48	7	0	1001	0	1000	0	0	0
58		1	13	2	4	3600	5	59055	5	2	1	6500	1000	351	9	64	7	0	1001	0	1000	0	0	0
59		1	14	2	5	5400	5	59055	5	2	1	7000	1000	351	9	80	7	0	1001	0	1000	0	0	0
60		1	15	2	6	7200	5	59055	5	2	1	7500	1000	351	9	96	7	0	1001	0	1000	0	0	0
61		1	16	2	7	9000	5	59055	5	2	1	8000	1000	351	9	112	7	0	1001	0	1000	0	0	0
62		1	17	2	8	10800	5	59055	5	2	1	8500	1000	351	9	128	7	0	1001	0	1000	0	0	0
63		1	18	2	9	12600	5	59055	5	2	1	9000	1000	351	9	144	7	0	1001	0	1000	0	0	0
64		1	19	3	1	14400	5	59055	10	2	1	19000	1000	351	9	144	7	16	1001	0	1000	0	0	0
65		1	20	3	2	16200	5	59055	10	2	1	20000	1000	351	9	144	7	32	1001	0	1000	0	0	0
66		1	21	3	3	18000	5	59055	10	2	1	21000	1000	351	9	144	7	48	1001	0	1000	0	0	0
67		1	22	3	4	21600	5	59055	10	2	1	22000	1000	351	9	144	7	64	1001	0	1000	0	0	0
68		1	23	3	5	25200	5	59055	10	2	1	23000	1000	351	9	144	7	80	1001	0	1000	0	0	0
69		1	24	3	6	28800	5	59055	10	2	1	24000	1000	351	9	144	7	96	1001	0	1000	0	0	0
70		1	25	3	7	36000	5	59055	10	2	1	25000	1000	351	9	144	7	112	1001	0	1000	0	0	0
71		1	26	3	8	43200	5	59055	10	2	1	26000	1000	351	9	144	7	128	1001	0	1000	0	0	0
72		1	27	3	9	50400	5	59055	10	2	1	27000	1000	351	9	144	7	144	1001	0	1000	0	0	0
73		1	28	4	1	57600	5	59055	15	2	1	42000	1000	351	9	144	7	144	1001	17	1000	0	0	0
74		1	29	4	2	64800	5	59055	15	2	1	43500	1000	351	9	144	7	144	1001	34	1000	0	0	0
75		1	30	4	3	72000	5	59055	15	2	1	45000	1000	351	9	144	7	144	1001	51	1000	0	0	0
76		1	31	4	4	86400	5	59055	15	2	1	46500	1000	351	9	144	7	144	1001	68	1000	0	0	0
77		1	32	4	5	100800	5	59055	15	2	1	48000	1000	351	9	144	7	144	1001	85	1000	0	0	0
78		1	33	4	6	115200	5	59055	15	2	1	49500	1000	351	9	144	7	144	1001	102	1000	0	0	0
79		1	34	4	7	129600	5	59055	15	2	1	51000	1000	351	9	144	7	144	1001	119	1000	0	0	0
80		1	35	4	8	151200	5	59055	15	2	1	52500	1000	351	9	144	7	144	1001	136	1000	0	0	0
81		1	36	4	9	172800	5	59055	15	2	1	54000	1000	351	9	144	7	144	1001	153	1000	0	0	0
82		1	37	5	1	194400	5	59055	20	2	1	74000	1000	351	9	144	7	144	1001	153	1000	24	0	0
83		1	38	5	2	216000	5	59055	20	2	1	76000	1000	351	9	144	7	144	1001	153	1000	48	0	0
84		1	39	5	3	237600	5	59055	20	2	1	78000	1000	351	9	144	7	144	1001	153	1000	72	0	0
85		1	40	5	4	259200	5	59055	20	2	1	80000	1000	351	9	144	7	144	1001	153	1000	96	0	0
86		1	41	5	5	280800	5	59055	20	2	1	82000	1000	351	9	144	7	144	1001	153	1000	120	0	0
87		1	42	5	6	302400	5	59055	20	2	1	84000	1000	351	9	144	7	144	1001	153	1000	144	0	0
88		1	43	5	7	324000	5	59055	20	2	1	86000	1000	351	9	144	7	144	1001	153	1000	168	0	0
89		1	44	5	8	345600	5	59055	20	2	1	88000	1000	351	9	144	7	144	1001	153	1000	192	0	0
90		1	45	5	9	367200	5	59055	20	2	1	90000	1000	351	9	144	7	144	1001	153	1000	216	0	0
91		2	1	1	1	60	5	59056	1	2	1	100	1001	34	10	0	8	0	1001	0	1000	0	0	0
92		2	2	1	2	120	5	59056	1	2	1	200	1001	68	10	0	8	0	1001	0	1000	0	0	0
93		2	3	1	3	300	5	59056	1	2	1	300	1001	102	10	0	8	0	1001	0	1000	0	0	0
94		2	4	1	4	480	5	59056	2	2	1	800	1001	136	10	0	8	0	1001	0	1000	0	0	0
95		2	5	1	5	600	5	59056	2	2	1	1000	1001	170	10	0	8	0	1001	0	1000	0	0	0
96		2	6	1	6	900	5	59056	2	2	1	1200	1001	204	10	0	8	0	1001	0	1000	0	0	0
97		2	7	1	7	1200	5	59056	2	2	1	1400	1001	238	10	0	8	0	1001	0	1000	0	0	0
98		2	8	1	8	1500	5	59056	2	2	1	1600	1001	272	10	0	8	0	1001	0	1000	0	0	0
99		2	9	1	9	1800	5	59056	2	2	1	1800	1001	306	10	0	8	0	1001	0	1000	0	0	0
100		2	10	2	1	2100	5	59056	5	2	1	5000	1001	306	10	19	8	0	1001	0	1000	0	0	0
101		2	11	2	2	2400	5	59056	5	2	1	5500	1001	306	10	38	8	0	1001	0	1000	0	0	0
102		2	12	2	3	2700	5	59056	5	2	1	6000	1001	306	10	57	8	0	1001	0	1000	0	0	0
103		2	13	2	4	3600	5	59056	5	2	1	6500	1001	306	10	76	8	0	1001	0	1000	0	0	0
104		2	14	2	5	5400	5	59056	5	2	1	7000	1001	306	10	95	8	0	1001	0	1000	0	0	0
105		2	15	2	6	7200	5	59056	5	2	1	7500	1001	306	10	114	8	0	1001	0	1000	0	0	0
106		2	16	2	7	9000	5	59056	5	2	1	8000	1001	306	10	133	8	0	1001	0	1000	0	0	0
107		2	17	2	8	10800	5	59056	5	2	1	8500	1001	306	10	152	8	0	1001	0	1000	0	0	0
108		2	18	2	9	12600	5	59056	5	2	1	9000	1001	306	10	171	8	0	1001	0	1000	0	0	0
109		2	19	3	1	14400	5	59056	10	2	1	19000	1001	306	10	171	8	19	1001	0	1000	0	0	0
110		2	20	3	2	16200	5	59056	10	2	1	20000	1001	306	10	171	8	38	1001	0	1000	0	0	0
111		2	21	3	3	18000	5	59056	10	2	1	21000	1001	306	10	171	8	57	1001	0	1000	0	0	0
112		2	22	3	4	21600	5	59056	10	2	1	22000	1001	306	10	171	8	76	1001	0	1000	0	0	0
113		2	23	3	5	25200	5	59056	10	2	1	23000	1001	306	10	171	8	95	1001	0	1000	0	0	0
114		2	24	3	6	28800	5	59056	10	2	1	24000	1001	306	10	171	8	114	1001	0	1000	0	0	0
115		2	25	3	7	36000	5	59056	10	2	1	25000	1001	306	10	171	8	133	1001	0	1000	0	0	0
116		2	26	3	8	43200	5	59056	10	2	1	26000	1001	306	10	171	8	152	1001	0	1000	0	0	0
117		2	27	3	9	50400	5	59056	10	2	1	27000	1001	306	10	171	8	171	1001	0	1000	0	0	0
118		2	28	4	1	57600	5	59056	15	2	1	42000	1001	306	10	171	8	171	1001	21	1000	0	0	0
119		2	29	4	2	64800	5	59056	15	2	1	43500	1001	306	10	171	8	171	1001	42	1000	0	0	0
120		2	30	4	3	72000	5	59056	15	2	1	45000	1001	306	10	171	8	171	1001	63	1000	0	0	0
121		2	31	4	4	86400	5	59056	15	2	1	46500	1001	306	10	171	8	171	1001	84	1000	0	0	0
122		2	32	4	5	100800	5	59056	15	2	1	48000	1001	306	10	171	8	171	1001	105	1000	0	0	0
123		2	33	4	6	115200	5	59056	15	2	1	49500	1001	306	10	171	8	171	1001	126	1000	0	0	0
124		2	34	4	7	129600	5	59056	15	2	1	51000	1001	306	10	171	8	171	1001	147	1000	0	0	0
125		2	35	4	8	151200	5	59056	15	2	1	52500	1001	306	10	171	8	171	1001	168	1000	0	0	0
126		2	36	4	9	172800	5	59056	15	2	1	54000	1001	306	10	171	8	171	1001	189	1000	0	0	0
127		2	37	5	1	194400	5	59056	20	2	1	74000	1001	306	10	171	8	171	1001	189	1000	30	0	0
128		2	38	5	2	216000	5	59056	20	2	1	76000	1001	306	10	171	8	171	1001	189	1000	60	0	0
129		2	39	5	3	237600	5	59056	20	2	1	78000	1001	306	10	171	8	171	1001	189	1000	90	0	0
130		2	40	5	4	259200	5	59056	20	2	1	80000	1001	306	10	171	8	171	1001	189	1000	120	0	0
131		2	41	5	5	280800	5	59056	20	2	1	82000	1001	306	10	171	8	171	1001	189	1000	150	0	0
132		2	42	5	6	302400	5	59056	20	2	1	84000	1001	306	10	171	8	171	1001	189	1000	180	0	0
133		2	43	5	7	324000	5	59056	20	2	1	86000	1001	306	10	171	8	171	1001	189	1000	210	0	0
134		2	44	5	8	345600	5	59056	20	2	1	88000	1001	306	10	171	8	171	1001	189	1000	240	0	0
135		2	45	5	9	367200	5	59056	20	2	1	90000	1001	306	10	171	8	171	1001	189	1000	270	0	0
136		3	1	1	1	60	5	59057	1	2	1	100	1001	34	10	0	7	0	1001	0	1000	0	0	0
137		3	2	1	2	120	5	59057	1	2	1	200	1001	68	10	0	7	0	1001	0	1000	0	0	0
138		3	3	1	3	300	5	59057	1	2	1	300	1001	102	10	0	7	0	1001	0	1000	0	0	0
139		3	4	1	4	480	5	59057	2	2	1	800	1001	136	10	0	7	0	1001	0	1000	0	0	0
140		3	5	1	5	600	5	59057	2	2	1	1000	1001	170	10	0	7	0	1001	0	1000	0	0	0
141		3	6	1	6	900	5	59057	2	2	1	1200	1001	204	10	0	7	0	1001	0	1000	0	0	0
142		3	7	1	7	1200	5	59057	2	2	1	1400	1001	238	10	0	7	0	1001	0	1000	0	0	0
143		3	8	1	8	1500	5	59057	2	2	1	1600	1001	272	10	0	7	0	1001	0	1000	0	0	0
144		3	9	1	9	1800	5	59057	2	2	1	1800	1001	306	10	0	7	0	1001	0	1000	0	0	0
145		3	10	2	1	2100	5	59057	5	2	1	5000	1001	306	10	19	7	0	1001	0	1000	0	0	0
146		3	11	2	2	2400	5	59057	5	2	1	5500	1001	306	10	38	7	0	1001	0	1000	0	0	0
147		3	12	2	3	2700	5	59057	5	2	1	6000	1001	306	10	57	7	0	1001	0	1000	0	0	0
148		3	13	2	4	3600	5	59057	5	2	1	6500	1001	306	10	76	7	0	1001	0	1000	0	0	0
149		3	14	2	5	5400	5	59057	5	2	1	7000	1001	306	10	95	7	0	1001	0	1000	0	0	0
150		3	15	2	6	7200	5	59057	5	2	1	7500	1001	306	10	114	7	0	1001	0	1000	0	0	0
151		3	16	2	7	9000	5	59057	5	2	1	8000	1001	306	10	133	7	0	1001	0	1000	0	0	0
152		3	17	2	8	10800	5	59057	5	2	1	8500	1001	306	10	152	7	0	1001	0	1000	0	0	0
153		3	18	2	9	12600	5	59057	5	2	1	9000	1001	306	10	171	7	0	1001	0	1000	0	0	0
154		3	19	3	1	14400	5	59057	10	2	1	19000	1001	306	10	171	7	19	1001	0	1000	0	0	0
155		3	20	3	2	16200	5	59057	10	2	1	20000	1001	306	10	171	7	38	1001	0	1000	0	0	0
156		3	21	3	3	18000	5	59057	10	2	1	21000	1001	306	10	171	7	57	1001	0	1000	0	0	0
157		3	22	3	4	21600	5	59057	10	2	1	22000	1001	306	10	171	7	76	1001	0	1000	0	0	0
158		3	23	3	5	25200	5	59057	10	2	1	23000	1001	306	10	171	7	95	1001	0	1000	0	0	0
159		3	24	3	6	28800	5	59057	10	2	1	24000	1001	306	10	171	7	114	1001	0	1000	0	0	0
160		3	25	3	7	36000	5	59057	10	2	1	25000	1001	306	10	171	7	133	1001	0	1000	0	0	0
161		3	26	3	8	43200	5	59057	10	2	1	26000	1001	306	10	171	7	152	1001	0	1000	0	0	0
162		3	27	3	9	50400	5	59057	10	2	1	27000	1001	306	10	171	7	171	1001	0	1000	0	0	0
163		3	28	4	1	57600	5	59057	15	2	1	42000	1001	306	10	171	7	171	1001	21	1000	0	0	0
164		3	29	4	2	64800	5	59057	15	2	1	43500	1001	306	10	171	7	171	1001	42	1000	0	0	0
165		3	30	4	3	72000	5	59057	15	2	1	45000	1001	306	10	171	7	171	1001	63	1000	0	0	0
166		3	31	4	4	86400	5	59057	15	2	1	46500	1001	306	10	171	7	171	1001	84	1000	0	0	0
167		3	32	4	5	100800	5	59057	15	2	1	48000	1001	306	10	171	7	171	1001	105	1000	0	0	0
168		3	33	4	6	115200	5	59057	15	2	1	49500	1001	306	10	171	7	171	1001	126	1000	0	0	0
169		3	34	4	7	129600	5	59057	15	2	1	51000	1001	306	10	171	7	171	1001	147	1000	0	0	0
170		3	35	4	8	151200	5	59057	15	2	1	52500	1001	306	10	171	7	171	1001	168	1000	0	0	0
171		3	36	4	9	172800	5	59057	15	2	1	54000	1001	306	10	171	7	171	1001	189	1000	0	0	0
172		3	37	5	1	194400	5	59057	20	2	1	74000	1001	306	10	171	7	171	1001	189	1000	30	0	0
173		3	38	5	2	216000	5	59057	20	2	1	76000	1001	306	10	171	7	171	1001	189	1000	60	0	0
174		3	39	5	3	237600	5	59057	20	2	1	78000	1001	306	10	171	7	171	1001	189	1000	90	0	0
175		3	40	5	4	259200	5	59057	20	2	1	80000	1001	306	10	171	7	171	1001	189	1000	120	0	0
176		3	41	5	5	280800	5	59057	20	2	1	82000	1001	306	10	171	7	171	1001	189	1000	150	0	0
177		3	42	5	6	302400	5	59057	20	2	1	84000	1001	306	10	171	7	171	1001	189	1000	180	0	0
178		3	43	5	7	324000	5	59057	20	2	1	86000	1001	306	10	171	7	171	1001	189	1000	210	0	0
179		3	44	5	8	345600	5	59057	20	2	1	88000	1001	306	10	171	7	171	1001	189	1000	240	0	0
180		3	45	5	9	367200	5	59057	20	2	1	90000	1001	306	10	171	7	171	1001	189	1000	270	0	0
181		4	1	1	1	60	5	59058	1	2	1	100	1000	49	9	0	8	0	1001	0	1000	0	0	0
182		4	2	1	2	120	5	59058	1	2	1	200	1000	98	9	0	8	0	1001	0	1000	0	0	0
183		4	3	1	3	300	5	59058	1	2	1	300	1000	147	9	0	8	0	1001	0	1000	0	0	0
184		4	4	1	4	480	5	59058	2	2	1	800	1000	196	9	0	8	0	1001	0	1000	0	0	0
185		4	5	1	5	600	5	59058	2	2	1	1000	1000	245	9	0	8	0	1001	0	1000	0	0	0
186		4	6	1	6	900	5	59058	2	2	1	1200	1000	294	9	0	8	0	1001	0	1000	0	0	0
187		4	7	1	7	1200	5	59058	2	2	1	1400	1000	343	9	0	8	0	1001	0	1000	0	0	0
188		4	8	1	8	1500	5	59058	2	2	1	1600	1000	392	9	0	8	0	1001	0	1000	0	0	0
189		4	9	1	9	1800	5	59058	2	2	1	1800	1000	441	9	0	8	0	1001	0	1000	0	0	0
190		4	10	2	1	2100	5	59058	5	2	1	5000	1000	441	9	19	8	0	1001	0	1000	0	0	0
191		4	11	2	2	2400	5	59058	5	2	1	5500	1000	441	9	38	8	0	1001	0	1000	0	0	0
192		4	12	2	3	2700	5	59058	5	2	1	6000	1000	441	9	57	8	0	1001	0	1000	0	0	0
193		4	13	2	4	3600	5	59058	5	2	1	6500	1000	441	9	76	8	0	1001	0	1000	0	0	0
194		4	14	2	5	5400	5	59058	5	2	1	7000	1000	441	9	95	8	0	1001	0	1000	0	0	0
195		4	15	2	6	7200	5	59058	5	2	1	7500	1000	441	9	114	8	0	1001	0	1000	0	0	0
196		4	16	2	7	9000	5	59058	5	2	1	8000	1000	441	9	133	8	0	1001	0	1000	0	0	0
197		4	17	2	8	10800	5	59058	5	2	1	8500	1000	441	9	152	8	0	1001	0	1000	0	0	0
198		4	18	2	9	12600	5	59058	5	2	1	9000	1000	441	9	171	8	0	1001	0	1000	0	0	0
199		4	19	3	1	14400	5	59058	10	2	1	19000	1000	441	9	171	8	19	1001	0	1000	0	0	0
200		4	20	3	2	16200	5	59058	10	2	1	20000	1000	441	9	171	8	38	1001	0	1000	0	0	0
201		4	21	3	3	18000	5	59058	10	2	1	21000	1000	441	9	171	8	57	1001	0	1000	0	0	0
202		4	22	3	4	21600	5	59058	10	2	1	22000	1000	441	9	171	8	76	1001	0	1000	0	0	0
203		4	23	3	5	25200	5	59058	10	2	1	23000	1000	441	9	171	8	95	1001	0	1000	0	0	0
204		4	24	3	6	28800	5	59058	10	2	1	24000	1000	441	9	171	8	114	1001	0	1000	0	0	0
205		4	25	3	7	36000	5	59058	10	2	1	25000	1000	441	9	171	8	133	1001	0	1000	0	0	0
206		4	26	3	8	43200	5	59058	10	2	1	26000	1000	441	9	171	8	152	1001	0	1000	0	0	0
207		4	27	3	9	50400	5	59058	10	2	1	27000	1000	441	9	171	8	171	1001	0	1000	0	0	0
208		4	28	4	1	57600	5	59058	15	2	1	42000	1000	441	9	171	8	171	1001	21	1000	0	0	0
209		4	29	4	2	64800	5	59058	15	2	1	43500	1000	441	9	171	8	171	1001	42	1000	0	0	0
210		4	30	4	3	72000	5	59058	15	2	1	45000	1000	441	9	171	8	171	1001	63	1000	0	0	0
211		4	31	4	4	86400	5	59058	15	2	1	46500	1000	441	9	171	8	171	1001	84	1000	0	0	0
212		4	32	4	5	100800	5	59058	15	2	1	48000	1000	441	9	171	8	171	1001	105	1000	0	0	0
213		4	33	4	6	115200	5	59058	15	2	1	49500	1000	441	9	171	8	171	1001	126	1000	0	0	0
214		4	34	4	7	129600	5	59058	15	2	1	51000	1000	441	9	171	8	171	1001	147	1000	0	0	0
215		4	35	4	8	151200	5	59058	15	2	1	52500	1000	441	9	171	8	171	1001	168	1000	0	0	0
216		4	36	4	9	172800	5	59058	15	2	1	54000	1000	441	9	171	8	171	1001	189	1000	0	0	0
217		4	37	5	1	194400	5	59058	20	2	1	74000	1000	441	9	171	8	171	1001	189	1000	30	0	0
218		4	38	5	2	216000	5	59058	20	2	1	76000	1000	441	9	171	8	171	1001	189	1000	60	0	0
219		4	39	5	3	237600	5	59058	20	2	1	78000	1000	441	9	171	8	171	1001	189	1000	90	0	0
220		4	40	5	4	259200	5	59058	20	2	1	80000	1000	441	9	171	8	171	1001	189	1000	120	0	0
221		4	41	5	5	280800	5	59058	20	2	1	82000	1000	441	9	171	8	171	1001	189	1000	150	0	0
222		4	42	5	6	302400	5	59058	20	2	1	84000	1000	441	9	171	8	171	1001	189	1000	180	0	0
223		4	43	5	7	324000	5	59058	20	2	1	86000	1000	441	9	171	8	171	1001	189	1000	210	0	0
224		4	44	5	8	345600	5	59058	20	2	1	88000	1000	441	9	171	8	171	1001	189	1000	240	0	0
225		4	45	5	9	367200	5	59058	20	2	1	90000	1000	441	9	171	8	171	1001	189	1000	270	0	0
226		5	1	1	1	60	5	59059	1	2	1	100	0	292	10	0	7	0	1001	0	1000	0	0	0
227		5	2	1	2	120	5	59059	1	2	1	200	0	584	10	0	7	0	1001	0	1000	0	0	0
228		5	3	1	3	300	5	59059	1	2	1	300	0	876	10	0	7	0	1001	0	1000	0	0	0
229		5	4	1	4	480	5	59059	2	2	1	800	0	1168	10	0	7	0	1001	0	1000	0	0	0
230		5	5	1	5	600	5	59059	2	2	1	1000	0	1460	10	0	7	0	1001	0	1000	0	0	0
231		5	6	1	6	900	5	59059	2	2	1	1200	0	1752	10	0	7	0	1001	0	1000	0	0	0
232		5	7	1	7	1200	5	59059	2	2	1	1400	0	2044	10	0	7	0	1001	0	1000	0	0	0
233		5	8	1	8	1500	5	59059	2	2	1	1600	0	2336	10	0	7	0	1001	0	1000	0	0	0
234		5	9	1	9	1800	5	59059	2	2	1	1800	0	2628	10	0	7	0	1001	0	1000	0	0	0
235		5	10	2	1	2100	5	59059	5	2	1	5000	0	2628	10	19	7	0	1001	0	1000	0	0	0
236		5	11	2	2	2400	5	59059	5	2	1	5500	0	2628	10	38	7	0	1001	0	1000	0	0	0
237		5	12	2	3	2700	5	59059	5	2	1	6000	0	2628	10	57	7	0	1001	0	1000	0	0	0
238		5	13	2	4	3600	5	59059	5	2	1	6500	0	2628	10	76	7	0	1001	0	1000	0	0	0
239		5	14	2	5	5400	5	59059	5	2	1	7000	0	2628	10	95	7	0	1001	0	1000	0	0	0
240		5	15	2	6	7200	5	59059	5	2	1	7500	0	2628	10	114	7	0	1001	0	1000	0	0	0
241		5	16	2	7	9000	5	59059	5	2	1	8000	0	2628	10	133	7	0	1001	0	1000	0	0	0
242		5	17	2	8	10800	5	59059	5	2	1	8500	0	2628	10	152	7	0	1001	0	1000	0	0	0
243		5	18	2	9	12600	5	59059	5	2	1	9000	0	2628	10	171	7	0	1001	0	1000	0	0	0
244		5	19	3	1	14400	5	59059	10	2	1	19000	0	2628	10	171	7	19	1001	0	1000	0	0	0
245		5	20	3	2	16200	5	59059	10	2	1	20000	0	2628	10	171	7	38	1001	0	1000	0	0	0
246		5	21	3	3	18000	5	59059	10	2	1	21000	0	2628	10	171	7	57	1001	0	1000	0	0	0
247		5	22	3	4	21600	5	59059	10	2	1	22000	0	2628	10	171	7	76	1001	0	1000	0	0	0
