Id	Desc	GroupNum	MinLevelLimit	MaxLevelLimit	MissionID
227	55-60级周跑环	4	55	59	-1
228	55-60级周跑环	4	55	59	-1
229	55-60级周跑环	4	55	59	-1
230	55-60级周跑环	4	55	59	-1
231	55-60级周跑环	4	55	59	-1
232	55-60级周跑环	4	55	59	-1
233	55-60级周跑环	4	55	59	-1
234	55-60级周跑环	4	55	59	-1
235	55-60级周跑环	4	55	59	-1
236	55-60级周跑环	4	55	59	-1
237	55-60级周跑环	4	55	59	-1
238	55-60级周跑环	4	55	59	-1
239	55-60级周跑环	4	55	59	-1
240	60-65级周跑环	5	60	64	-1
241	60-65级周跑环	5	60	64	-1
242	60-65级周跑环	5	60	64	-1
243	60-65级周跑环	5	60	64	-1
244	60-65级周跑环	5	60	64	-1
245	60-65级周跑环	5	60	64	-1
246	60-65级周跑环	5	60	64	-1
247	60-65级周跑环	5	60	64	-1
248	60-65级周跑环	5	60	64	-1
249	60-65级周跑环	5	60	64	-1
250	60-65级周跑环	5	60	64	-1
251	60-65级周跑环	5	60	64	-1
252	60-65级周跑环	5	60	64	-1
253	60-65级周跑环	5	60	64	-1
254	60-65级周跑环	5	60	64	-1
255	60-65级周跑环	5	60	64	-1
256	60-65级周跑环	5	60	64	-1
257	60-65级周跑环	5	60	64	-1
258	60-65级周跑环	5	60	64	-1
259	60-65级周跑环	5	60	64	-1
260	60-65级周跑环	5	60	64	-1
261	60-65级周跑环	5	60	64	-1
262	60-65级周跑环	5	60	64	-1
263	60-65级周跑环	5	60	64	-1
264	60-65级周跑环	5	60	64	-1
265	60-65级周跑环	5	60	64	-1
266	60-65级周跑环	5	60	64	-1
267	60-65级周跑环	5	60	64	-1
268	60-65级周跑环	5	60	64	-1
269	60-65级周跑环	5	60	64	-1
270	60-65级周跑环	5	60	64	-1
271	60-65级周跑环	5	60	64	-1
272	60-65级周跑环	5	60	64	-1
273	60-65级周跑环	5	60	64	-1
274	60-65级周跑环	5	60	64	-1
275	60-65级周跑环	5	60	64	-1
276	60-65级周跑环	5	60	64	-1
277	60-65级周跑环	5	60	64	-1
278	60-65级周跑环	5	60	64	-1
279	60-65级周跑环	5	60	64	-1
280	60-65级周跑环	5	60	64	-1
281	60-65级周跑环	5	60	64	-1
282	60-65级周跑环	5	60	64	-1
283	60-65级周跑环	5	60	64	-1
284	60-65级周跑环	5	60	64	-1
285	60-65级周跑环	5	60	64	-1
286	60-65级周跑环	5	60	64	-1
287	60-65级周跑环	5	60	64	-1
288	60-65级周跑环	5	60	64	-1
289	60-65级周跑环	5	60	64	-1
290	60-65级周跑环	5	60	64	-1
291	60-65级周跑环	5	60	64	-1
292	60-65级周跑环	5	60	64	-1
293	60-65级周跑环	5	60	64	-1
294	60-65级周跑环	5	60	64	-1
295	60-65级周跑环	5	60	64	-1
296	60-65级周跑环	5	60	64	-1
297	60-65级周跑环	5	60	64	-1
298	60-65级周跑环	5	60	64	-1
299	60-65级周跑环	5	60	64	-1
300	65-70级周跑环	6	65	69	-1
301	65-70级周跑环	6	65	69	-1
302	65-70级周跑环	6	65	69	-1
303	65-70级周跑环	6	65	69	-1
304	65-70级周跑环	6	65	69	-1
305	65-70级周跑环	6	65	69	-1
306	65-70级周跑环	6	65	69	-1
307	65-70级周跑环	6	65	69	-1
308	65-70级周跑环	6	65	69	-1
309	65-70级周跑环	6	65	69	-1
310	65-70级周跑环	6	65	69	-1
311	65-70级周跑环	6	65	69	-1
312	65-70级周跑环	6	65	69	-1
313	65-70级周跑环	6	65	69	-1
314	65-70级周跑环	6	65	69	-1
315	65-70级周跑环	6	65	69	-1
316	65-70级周跑环	6	65	69	-1
317	65-70级周跑环	6	65	69	-1
318	65-70级周跑环	6	65	69	-1
319	65-70级周跑环	6	65	69	-1
320	65-70级周跑环	6	65	69	-1
321	65-70级周跑环	6	65	69	-1
322	65-70级周跑环	6	65	69	-1
323	65-70级周跑环	6	65	69	-1
324	65-70级周跑环	6	65	69	-1
325	65-70级周跑环	6	65	69	-1
326	65-70级周跑环	6	65	69	-1
327	65-70级周跑环	6	65	69	-1
328	65-70级周跑环	6	65	69	-1
329	65-70级周跑环	6	65	69	-1
330	65-70级周跑环	6	65	69	-1
331	65-70级周跑环	6	65	69	-1
332	65-70级周跑环	6	65	69	-1
333	65-70级周跑环	6	65	69	-1
334	65-70级周跑环	6	65	69	-1
335	65-70级周跑环	6	65	69	-1
336	65-70级周跑环	6	65	69	-1
337	65-70级周跑环	6	65	69	-1
338	65-70级周跑环	6	65	69	-1
339	65-70级周跑环	6	65	69	-1
340	65-70级周跑环	6	65	69	-1
341	65-70级周跑环	6	65	69	-1
342	65-70级周跑环	6	65	69	-1
343	65-70级周跑环	6	65	69	-1
344	65-70级周跑环	6	65	69	-1
345	65-70级周跑环	6	65	69	-1
346	65-70级周跑环	6	65	69	-1
347	65-70级周跑环	6	65	69	-1
348	65-70级周跑环	6	65	69	-1
349	65-70级周跑环	6	65	69	-1
350	65-70级周跑环	6	65	69	-1
351	65-70级周跑环	6	65	69	-1
352	65-70级周跑环	6	65	69	-1
353	65-70级周跑环	6	65	69	-1
354	65-70级周跑环	6	65	69	-1
355	65-70级周跑环	6	65	69	-1
356	65-70级周跑环	6	65	69	-1
357	65-70级周跑环	6	65	69	-1
358	65-70级周跑环	6	65	69	-1
359	65-70级周跑环	6	65	69	-1
360	65-70级周跑环	6	65	69	-1
361	65-70级周跑环	6	65	69	-1
362	65-70级周跑环	6	65	69	-1
363	65-70级周跑环	6	65	69	-1
364	65-70级周跑环	6	65	69	-1
365	65-70级周跑环	6	65	69	-1
366	65-70级周跑环	6	65	69	-1
367	65-70级周跑环	6	65	69	-1
368	65-70级周跑环	6	65	69	-1
369	65-70级周跑环	6	65	69	-1
